Device report
1 June 2022 - 9 February 2026
Campaign,Country/Territory (User location),Clicks
Course - System Thinking - Run 11 - Display - Remarketing - WW,Nepal,"10,862"
Course - System Thinking - Run 12 - Display - Remarketing - B,United States,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Timor-Leste,4
Course - System Thinking - Run 16 - Display - Remarketing - B,Greece,2
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Ethiopia,"1,771"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Western Sahara,41
Course - System Thinking - Run 14 - Display - Webinar - B,United States,209
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Estonia,12
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,Australia,10
Course - System Thinking - Run 14 - Display - Webinar - B,Belgium,39
Course - System Thinking - Run 11 - Display - Remarketing - WW,Belize,18
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Peru,352
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,United Arab Emirates,50
Course - System Thinking - Run 14 - Display - Webinar - A,Japan,12
Course - System Thinking - Run 11 - Display - Remarketing - WW,Sri Lanka,"3,693"
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Luxembourg,0
Course - System Thinking - Run 16 - Display - Remarketing - A,France,20
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Spain,"1,814"
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Liberia,2
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Bulgaria,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Mauritania,167
Course - System Thinking - Run 17 - Search - Prospecting - A,Switzerland,31
Course - System Thinking - Run 11 - Display - Remarketing - WW,Bosnia and Herzegovina,81
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Bahrain,3
Course - System Thinking - Run 11 - Display - Remarketing - WW,Laos,169
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Switzerland,1
Course - System Thinking - Run 14 - Display - Webinar - A,United Kingdom,4
Course - System Thinking - Run 12 - Discovery - Webinar - B,Ukraine,120
Course - System Thinking - Run 11 - Display - Remarketing - WW,Samoa,32
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,South Korea,1
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,China,384
Course - System Thinking - Run 11 - Display - Remarketing - WW,Saint Pierre and Miquelon,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Morocco,"2,859"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Brunei,14
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Liberia,8
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Netherlands,2
Course - System Thinking - Run 12 - Discovery - Webinar - B,Malaysia,329
Course - System Thinking - Run 11 - Discovery - Webinar - US,Mexico,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Tajikistan,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,United States,"14,272"
Course - System Thinking - Run 17 - Search - Prospecting - B,Uganda,212
Course - System Thinking - Run 11 - Display - Remarketing - WW,Palau,4
Course - System Thinking - Run 14 - Display - Webinar - B,Macao,0
Course - System Thinking - Run 14 - Display - Webinar - USA + CA,Canada,79
Course - System Thinking - Run 12 - Discovery - Webinar - B,South Africa,837
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Belgium,286
Course - System Thinking - Run 14 - Display - Webinar - B,Czechia,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Zimbabwe,"1,671"
Course - System Thinking - Run 12 - Display - Remarketing - B,China,27
Course - System Thinking - Run 11 - Display - Remarketing - WW,Puerto Rico,42
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Iceland,5
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Belgium,4
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Ireland,115
Course - System Thinking - Run 11 - Display - Remarketing - WW,Turkiye,450
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Eswatini,4
Course - System Thinking - Run 11 - Display - Remarketing - WW,Guatemala,258
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Kiribati,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Canada,"1,324"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Djibouti,11
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Zimbabwe,253
Course - System Thinking - Run 12 - Discovery - Webinar - B,Finland,6
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Isle of Man,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Iceland,21
Course - System Thinking - Run 14 - Display - Webinar - B,Paraguay,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Western Sahara,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Greece,99
Course - System Thinking - Run 14 - Display - Webinar - B,Ukraine,309
Course - System Thinking - Run 16 - Display - Remarketing - B,Bolivia,17
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,South Africa,"1,377"
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,United Arab Emirates,2
Course - System Thinking - Run 14 - Display - Webinar - A,Italy,9
Course - System Thinking - Run 14 - Display - Webinar - B,Bulgaria,0
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Estonia,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Mexico,866
Course - System Thinking - Run 17 - Search - Prospecting - B,Tunisia,81
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Slovakia,0
Course - System Thinking - Run 17 - Search - Prospecting - A,New Zealand,44
Course - System Thinking - Run 11 - Display - Remarketing - WW,Antarctica,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Uganda,"4,633"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Jordan,20
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Nepal,82
Course - System Thinking - Run 16 - Display - Remarketing - B,Argentina,22
Course - System Thinking - Run 17 - Demand Gen - RM - A,United Kingdom,13
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Eritrea,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Montenegro,4
Course - System Thinking - Run 17 - Search - Prospecting - B,Philippines,103
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Egypt,544
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Costa Rica,49
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Switzerland,0
Course - System Thinking - Run 17 - Search - Prospecting - B,Colombia,9
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Serbia,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Qatar,17
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Denmark,6
Course - System Thinking - Run 11 - Display - Remarketing - WW,Saint Lucia,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,United Arab Emirates,492
Course - System Thinking - Run 11 - Display - Remarketing - WW,Armenia,19
Course - System Thinking - Run 17 - Search - Prospecting - B,Bolivia,3
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Georgia,5
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Dominica,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Somalia,40
Course - System Thinking - Run 11 - Display - Remarketing - WW,Peru,901
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Albania,15
Course - System Thinking - Run 17 - Search - Prospecting - B,Sri Lanka,104
Course - System Thinking - Run 11 - Display - Remarketing - WW,Benin,870
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Madagascar,29
Course - System Thinking - Run 11 - Display - Remarketing - WW,Guyana,61
Course - System Thinking - Run 17 - Search - Prospecting - B,Chile,4
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Indonesia,626
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Japan,62
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Belgium,113
Course - System Thinking - Run 14 - Display - Webinar - B,Qatar,109
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Germany,4
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,Switzerland,2
Course - System Thinking - Run 14 - Display - Webinar - B,Armenia,1
Course - System Thinking - Run 14 - Display - Webinar - B,Romania,0
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Qatar,1
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Greece,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Tanzania,59
Course - System Thinking - Run 14 - Display - Webinar - B,Peru,524
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,Mexico,187
Course - System Thinking - Run 14 - Display - Webinar - B,Bolivia,5
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Paraguay,1
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Colombia,15
Course - System Thinking - Run 17 - Search - Prospecting - B,Czechia,1
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Liberia,20
Course - System Thinking - Run 11 - Display - Remarketing - WW,Albania,21
Course - System Thinking - Run 11 - Display - Remarketing - WW,Guam,63
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Japan,6
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,New Zealand,3
Course - System Thinking - Run 14 - Display - Webinar - B,Latvia,0
Course - System Thinking - Run 16 - Display - Remarketing - B,Saudi Arabia,17
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Saudi Arabia,3
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,San Marino,0
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Taiwan,1
Course - System Thinking - Run 17 - Search - Prospecting - B,Serbia,5
Course - System Thinking - Run 17 - Search - Prospecting - B,Taiwan,3
Course - System Thinking - Run 14 - Display - Webinar - B,Malaysia,400
Course - System Thinking - Run 11 - Display - Remarketing - WW,Moldova,5
Course - System Thinking - Run 11 - Display - Remarketing - WW,Central African Republic,32
Course - System Thinking - Run 14 - Display - Webinar - B,Oman,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Senegal,196
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Serbia,1
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Canada,326
Course - System Thinking - Run 11 - Display - Remarketing - WW,Haiti,"1,653"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Jordan,522
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Taiwan,4
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Norway,139
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,Germany,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Taiwan,95
Course - System Thinking - Run 17 - Search - Prospecting - B,Slovakia,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Sweden,217
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Senegal,7
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,Iceland,69
Course - System Thinking - Run 12 - Discovery - Webinar - A,Denmark,0
Course - System Thinking - Run 12 - Discovery - Webinar - A,New Zealand,4
Course - System Thinking - Run 17 - Search - Prospecting - B,Argentina,36
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Hong Kong,897
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Spain,20
Course - System Thinking - Run 11 - Display - Remarketing - WW,Cayman Islands,17
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Armenia,4
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Gabon,15
Course - System Thinking - Run 11 - Display - Remarketing - WW,Cyprus,36
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,New Zealand,669
Course - System Thinking - Run 11 - Display - Webinar - USA,United States,109
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Bhutan,1
Course - System Thinking - Run 16 - Display - Remarketing - B,Romania,1
Course - System Thinking - Run 14 - Display - Webinar - B,Lithuania,1
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Egypt,37
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Hungary,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Anguilla,20
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Croatia,25
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Turkiye,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Saint Vincent and the Grenadines,1
Course - System Thinking - Run 14 - Display - Webinar - B,Trinidad and Tobago,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Malaysia,561
Course - System Thinking - Run 16 - Display - Remarketing - B,Egypt,451
Course - System Thinking - Run 11 - Display - Remarketing - WW,Portugal,101
Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad,Canada,340
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Sri Lanka,193
Course - System Thinking - Run 14 - Display - Webinar - B,Taiwan,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Nigeria,"33,596"
Course - System Thinking - Run 17 - Search - Prospecting - B,Ethiopia,990
Course - System Thinking - Run 14 - Display - Webinar - B,Finland,23
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,China,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Andorra,1
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Malaysia,29
Course - System Thinking - Run 16 - Display - Remarketing - A,Italy,10
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Belgium,674
Course - System Thinking - Run 14 - Display - Webinar - B,Malta,0
Course - System Thinking - Run 16 - Display - Remarketing - B,Tunisia,143
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Japan,166
Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Japan,82
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Morocco,464
Course - System Thinking - Run 14 - Display - Webinar - B,Chile,151
Course - System Thinking - Run 16 - Display - Remarketing - A,Netherlands,9
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Thailand,2
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Saudi Arabia,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Bulgaria,56
Course - System Thinking - Run 14 - Display - Webinar - B,Bermuda,0
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,France,"1,711"
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,Japan,11
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Bahrain,1
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Qatar,15
Course - System Thinking - Run 16 - Search - Lead Gen - B - Exact & Phrase,Bangladesh,"1,136"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Malta,4
Course - System Thinking - Run 11 - Display - Remarketing - WW,Papua New Guinea,"1,084"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Comoros,21
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Georgia,3
Course - System Thinking - Run 16 - Display - Remarketing - USA,United States,"3,626"
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Australia,6
Course - System Thinking - Run 11 - Display - Remarketing - WW,China,"1,307"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Democratic Republic of the Congo,85
Course - System Thinking - Run 12 - Discovery - Webinar - B,Hong Kong,14
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,North Macedonia,6
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Ireland,602
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Burkina Faso,41
Course - System Thinking - Run 12 - Discovery - Webinar - B,Belgium,9
Course - System Thinking - Run 16 - Demand Gen - Remarketing - A,Germany,7
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,Czechia,0
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,South Africa,411
Course - System Thinking - Run 12 - Discovery - Webinar - B,Australia,16
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Serbia,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Bermuda,11
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,South Africa,"5,851"
Course - System Thinking - Run 17 - Demand Gen - RM - A,Belgium,0
Course - System Thinking - Run 17 - Search - Prospecting - B,Paraguay,7
Course - System Thinking - Run 16 - Display - Remarketing - B,China,15
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,Sweden,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Tokelau,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Germany,"1,191"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Mexico,"6,296"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Saint Lucia,1
Course - System Thinking - Run 16 - Display - Remarketing - B,Nigeria,"4,283"
Course - System Thinking - Run 17 - Demand Gen - Prospecting - USA,United States,"2,839"
Course - System Thinking - Run 12 - Display - Remarketing - A,Belgium,37
Course - System Thinking - Run 16 - Display - Remarketing - B,Iceland,0
Course - System Thinking - Run 17 - Search - Prospecting - A,Belgium,26
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,United Kingdom,"1,023"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Monaco,0
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Spain,5
Course - System Thinking - Run 11 - Display - Remarketing - WW,Malta,12
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Romania,0
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Ethiopia,47
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Greece,46
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Moldova,1
Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,France,3
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Kenya,526
Course - System Thinking - Run 11 - Display - Remarketing - WW,Reunion,6
Course - System Thinking - Run 11 - Display - Remarketing - WW,Eswatini,125
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Bolivia,50
Course - System Thinking - Run 11 - Display - Remarketing - WW,Azerbaijan,213
Course - System Thinking - Run 14 - Search - Lead Gen - A - Broad,Belgium,5
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,Mexico,"2,491"
Course - System Thinking - Run 11 - Display - Remarketing - WW,New Caledonia,1
Course - System Thinking - Run 17 - Search - Prospecting - B,Hong Kong,4
Course - System Thinking - Run 11 - Display - Remarketing - WW,Panama,370
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Armenia,28
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Trinidad and Tobago,0
Course - System Thinking - Run 17 - Search - Prospecting - B,Peru,15
Course - System Thinking - Run 11 - Display - Remarketing - WW,Kenya,"6,963"
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Monaco,1
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Norway,8
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - USA,United States,"1,311"
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Norway,656
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Netherlands,203
Course - System Thinking - Run 12 - Display - Remarketing - A,Iceland,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,Cameroon,"2,094"
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,Germany,9
Course - System Thinking - Run 16 - Display - Remarketing - B,United States,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Israel,54
Course - System Thinking - Run 14 - Display - Webinar - A,Spain,11
Course - System Thinking - Run 16 - Display - Remarketing - B,Thailand,15
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,Sweden,103
Course - System Thinking - Run 11 - Display - Remarketing - WW,Yemen,611
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,China,0
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Trinidad and Tobago,2
Course - System Thinking - Run 11 - Display - Remarketing - WW,South Sudan,155
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Iceland,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,South Africa,"24,183"
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,China,13
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Kenya,193
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Moldova,13
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,United States,"32,391"
Course - System Thinking - Run 16 - Display - Remarketing - A,Australia,79
Course - System Thinking - Run 17 - Search - Prospecting - A,Mexico,266
Course - System Thinking - Run 12 - Search - Lead Gen - B/Developing,Brazil,"7,267"
Course - System Thinking - Run 14 - Display - Webinar - B,Croatia,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Spain,43
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Saudi Arabia,6
Course - System Thinking - Run 11 - Discovery - Webinar - US,India,0
Course - System Thinking - Run 16 - Display - Remarketing - A,Germany,8
Course - System Thinking - Run 14 - Display - Webinar - B,Ireland,38
Course - System Thinking - Run 12 - YouTube - Lead Gen - A/Developed,New Zealand,219
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Malaysia,7
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Philippines,96
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Romania,63
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - A,France,163
Course - System Thinking - Run 12 - Discovery - Webinar - B,Netherlands,27
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Australia,494
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Israel,0
Course - System Thinking - Run 14 - Display - Webinar - A,New Zealand,7
Course - System Thinking - Run 12 - Display - Remarketing - A,Australia,106
Course - System Thinking - Run 17 - Search - Prospecting - B,Senegal,9
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Iceland,1
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Lithuania,0
Course - System Thinking - Run 14 - Display - Webinar - B,Indonesia,14
Course - System Thinking - Run 11 - Display - Remarketing - WW,New Zealand,46
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Bahrain,5
Course - System Thinking - Run 12 - Display - Remarketing - B,Ukraine,216
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Portugal,65
Course - System Thinking - Run 11 - Display - Remarketing - WW,Djibouti,45
Course - System Thinking - Run 14 - Display - Webinar - B,Switzerland,19
Course - System Thinking - Run 17 - Demand Gen - RM - A,Netherlands,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Gabon,106
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - A,Norway,4
Course - System Thinking - Run 14 - Display - Webinar - B,Netherlands,38
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Hong Kong,1
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Bahrain,3
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Mexico,222
Course - System Thinking - Run 14 - Display - Webinar - B,Tanzania,16
Course - System Thinking - Run 11 - Display - Remarketing - WW,French Guiana,5
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Guadeloupe,4
Course - System Thinking - Run 15 - YouTube - Lead Gen - B,Senegal,152
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Sint Maarten,0
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Morocco,152
Course - System Thinking - Run 11 - Display - Remarketing - WW,Singapore,"2,358"
Course - System Thinking - Run 14 - Display - Webinar - B,Germany,69
Course - System Thinking - Run 16 - Display - Remarketing - B,Jordan,10
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Bulgaria,2
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Jamaica,9
Course - System Thinking - Run 11 - Display - Remarketing - WW,Egypt,"2,876"
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,Mexico,975
Course - System Thinking - Run 14 - Display - Webinar - B,Greece,0
Course - System Thinking - Run 11 - Display - Remarketing - WW,Bahrain,124
Course - System Thinking - Run 16 - Search - Lead Gen - A - Exact & Phrase,South Africa,"7,036"
Course - System Thinking - Run 11 - Display - Remarketing - WW,Qatar,308
Course - System Thinking - Run 11 - Display - Remarketing - WW,Sao Tome and Principe,4
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Andorra,0
Course - System Thinking - Run 12 - YouTube - Lead Gen - B/Developing,Mexico,"1,113"
Course - System Thinking - Run 16 - Display - Remarketing - B,Bangladesh,"1,051"
Course - System Thinking - Run 17 - Demand Gen - Webinar - Prospecting - A,Sweden,3
Course - System Thinking - Run 16 - Display - Remarketing - A,Mexico,434
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Vanuatu,0
Course - System Thinking - Run 16 - Display - Remarketing - A,Denmark,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Macao,3
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Japan,19
Course - System Thinking - Run 15 - YouTube - Lead Gen - A,Italy,9
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Republic of the Congo,23
Course - System Thinking - Run 14 - Display - Webinar - B,Hong Kong,74
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Cambodia,5
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Denmark,3
Course - System Thinking - Run 11 - Display - Remarketing - WW,Austria,54
Course - System Thinking - Run 17 - Search - Prospecting - A,France,102
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,United Arab Emirates,1
Course - System Thinking - Run 12 - Discovery - Webinar - A,Japan,22
Course - System Thinking - Run 11 - Display - Remarketing - WW,Netherlands,"1,471"
Course - System Thinking - Run 14 - Display - Webinar - B,New Caledonia,0
Course - System Thinking - Run 12 - Search - Lead Gen - A/Developed,Finland,449
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Hong Kong,1
Course - System Thinking - Run 11 - Display - Remarketing - WW,Australia,216
Course - System Thinking - Run 11 - Display - Remarketing - WW,Suriname,26
Course - System Thinking - Run 16 - Demand Gen - Lead Gen - B,Finland,0
Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad,Chile,2
Course - System Thinking - Run 14 - Display - Webinar - B,Spain,227
Course - System Thinking - Run 16 - Display - Remarketing - B,Turkiye,36
Course - System Thinking - Run 12 - Display - Remarketing - B,Philippines,"1,287"
Course - System Thinking - Run 17 - Search - Prospecting - B,United Arab Emirates,11
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Moldova,0
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Chile,198
Course - System Thinking - Run 14 - Display - Webinar - A,Canada,4
Course - System Thinking - Run 11 - Display - Remarketing - WW,Cuba,53
Course - System Thinking - Run 16 - Demand Gen - Remarketing - B,Bolivia,7
Course - System Thinking - Run 12 - Discovery - Webinar - A,Switzerland,2
Course - System Thinking - Run 16 - Display - Remarketing - A,Spain,22
Course - System Thinking - Run 17 - PMAX - Lead Gen + RM - US + CA,Belize,2
