Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Cost_USA,Opt_Cost_A,Opt_Cost_B,Opt_Cost_new,Opt_Cost_existing,Opt_Cost_existing_searches,Act_Cost_USA,Act_Cost_A,Act_Cost_B,Act_Cost_new,Act_Cost_existing,Act_Cost_existing_searches,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-22,350,55.435265,195.05719,454.348923134374,297,349.96455778951645,351.6900000000001,99.18491626857035,102.41716991130829,148.3624716096378,291.83474928012004,58.12980850939643,0.0,289.71000000000004,43.400000000000006,18.58,0.0,351.6900000000001,0.0,522,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-22,400,55.708855,195.05719,518.284969695559,297,400.000000000006,351.6900000000001,124.23488199978797,118.17440641965548,157.59071158056256,331.7693988570536,68.23060114295248,0.0,289.71000000000004,43.400000000000006,18.58,0.0,351.6900000000001,0.0,643,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-22,450,56.880257,195.05719,582.1559922803572,297,450.0000000000081,351.6900000000001,134.82157076708367,132.31551610663135,182.86291312629305,377.7290818036359,72.27091819637221,0.0,289.71000000000004,43.400000000000006,18.58,0.0,351.6900000000001,0.0,762,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-22,500,55.322083,195.05719,645.9009541515829,297,499.99999969614066,351.6900000000001,145.9524317027682,151.7911330106511,202.2564349827215,426.1129546784001,73.88704501774059,0.0,289.71000000000004,43.400000000000006,18.58,0.0,351.6900000000001,0.0,896,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-22,550,55.42547,195.05719,709.8369949135222,297,549.9602519339281,351.6900000000001,164.3982109238563,169.48643299812107,216.07560801195072,467.9925728093392,81.96767912458891,0.0,289.71000000000004,43.400000000000006,18.58,0.0,351.6900000000001,0.0,1017,37,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-23,300,208.7547,183.02435,351.8156197444985,275,299.9999955321165,323.91,0.0,0.0,299.9999955321165,252.26894353321802,47.73105199889842,0.0,276.55,31.919999999999998,15.440000000000003,0.0,323.91,0.0,95,41,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-23,350,237.08286,183.02435,404.4186033543225,275,349.99999779869466,323.91,0.0,0.0,349.99999779869466,248.4327923293052,101.56720546938945,0.0,276.55,31.919999999999998,15.440000000000003,0.0,323.91,0.0,89,41,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-23,400,263.64816,183.02435,456.914835287946,275,399.99999999999943,323.91,0.0,0.0,399.99999999999943,298.4327945306102,101.56720546938934,0.0,276.55,31.919999999999998,15.440000000000003,0.0,323.91,0.0,106,41,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-23,450,296.3492,183.02435,509.11495749289713,275,449.99999999499875,323.91,0.0,0.0,449.99999999499875,342.52707094481195,107.4729290501868,0.0,276.55,31.919999999999998,15.440000000000003,0.0,323.91,0.0,117,41,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-23,500,324.39246,183.02435,561.3161439049175,275,499.97769681987893,323.91,0.0,0.0,499.97769681987893,338.0647657024575,161.91293111742144,0.0,276.55,31.919999999999998,15.440000000000003,0.0,323.91,0.0,118,41,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
