keyword_idx,region,match_type
1132,B,Exact match
1132,B,Phrase match
1132,C,Broad match
1132,C,Exact match
1132,C,Phrase match
1148,USA,Broad match
1148,USA,Exact match
1148,USA,Phrase match
1148,A,Broad match
1148,A,Phrase match
1148,B,Broad match
1148,B,Phrase match
1148,C,Broad match
1148,C,Phrase match
1171,USA,Broad match
1171,B,Broad match
1171,B,Exact match
1171,B,Phrase match
1171,C,Broad match
1178,USA,Broad match
1178,USA,Exact match
1178,USA,Phrase match
1178,A,Broad match
1178,A,Exact match
1178,A,Phrase match
1178,B,Broad match
1178,B,Exact match
1178,B,Phrase match
1178,C,Broad match
1178,C,Exact match
1178,C,Phrase match
1192,USA,Broad match
1192,USA,Exact match
1192,USA,Phrase match
1192,A,Broad match
1192,A,Exact match
1192,A,Phrase match
1192,B,Broad match
1192,B,Exact match
1192,B,Phrase match
1192,C,Broad match
1192,C,Exact match
1192,C,Phrase match
1202,USA,Phrase match
1202,A,Broad match
1202,A,Exact match
1202,A,Phrase match
1202,B,Broad match
1202,B,Exact match
1202,B,Phrase match
1202,C,Phrase match
1203,USA,Broad match
1203,USA,Exact match
1203,USA,Phrase match
1203,A,Broad match
1203,A,Exact match
1203,A,Phrase match
1203,B,Broad match
1203,B,Exact match
1203,B,Phrase match
1203,C,Broad match
1203,C,Exact match
1203,C,Phrase match
1219,USA,Broad match
1219,C,Broad match
1232,USA,Broad match
1232,USA,Phrase match
1232,C,Broad match
1234,A,Broad match
1234,A,Phrase match
1234,B,Broad match
1234,B,Phrase match
1234,C,Phrase match
1284,USA,Broad match
1284,USA,Phrase match
1284,A,Broad match
1284,B,Broad match
1284,C,Broad match
1302,USA,Phrase match
1302,A,Broad match
1302,A,Exact match
1302,A,Phrase match
1302,B,Broad match
1302,B,Exact match
1302,B,Phrase match
1302,C,Broad match
1302,C,Phrase match
1303,USA,Broad match
1303,USA,Exact match
1303,USA,Phrase match
1303,A,Broad match
1303,A,Exact match
1303,A,Phrase match
1303,B,Broad match
1303,B,Exact match
1303,B,Phrase match
1303,C,Broad match
1303,C,Exact match
1303,C,Phrase match
1307,USA,Broad match
1307,USA,Exact match
1307,USA,Phrase match
1307,A,Broad match
1307,A,Exact match
1307,A,Phrase match
1307,B,Broad match
1307,B,Exact match
1307,B,Phrase match
1307,C,Broad match
1307,C,Exact match
1307,C,Phrase match
1311,C,Broad match
1312,USA,Broad match
1312,USA,Exact match
1312,USA,Phrase match
1312,A,Broad match
1312,A,Exact match
1312,A,Phrase match
1312,B,Broad match
1312,B,Exact match
1312,B,Phrase match
1312,C,Broad match
1312,C,Exact match
1312,C,Phrase match
1313,C,Broad match
1319,USA,Phrase match
1319,A,Broad match
1319,A,Exact match
1319,A,Phrase match
1319,B,Broad match
1319,B,Exact match
1319,B,Phrase match
1319,C,Broad match
1319,C,Phrase match
1345,USA,Phrase match
1345,A,Broad match
1345,A,Exact match
1345,A,Phrase match
1345,B,Broad match
1345,B,Exact match
1345,B,Phrase match
1345,C,Phrase match
1347,A,Broad match
1347,A,Exact match
1347,A,Phrase match
1347,B,Broad match
1347,B,Exact match
1347,B,Phrase match
1348,A,Broad match
1348,B,Broad match
1349,USA,Phrase match
1349,A,Broad match
1349,A,Exact match
1349,A,Phrase match
1349,B,Broad match
1349,B,Exact match
1349,B,Phrase match
1349,C,Phrase match
1351,USA,Broad match
1351,USA,Exact match
1351,USA,Phrase match
1351,A,Broad match
1351,A,Phrase match
1351,B,Broad match
1351,B,Phrase match
1351,C,Broad match
1351,C,Phrase match
1352,USA,Broad match
1352,USA,Phrase match
1352,A,Broad match
1352,A,Phrase match
1352,B,Broad match
1352,B,Exact match
1352,B,Phrase match
1352,C,Broad match
1352,C,Phrase match
1357,USA,Broad match
1357,USA,Exact match
1357,USA,Phrase match
1357,A,Broad match
1357,A,Exact match
1357,A,Phrase match
1357,B,Broad match
1357,B,Exact match
1357,B,Phrase match
1357,C,Broad match
1357,C,Exact match
1357,C,Phrase match
1367,USA,Broad match
1367,USA,Exact match
1367,USA,Phrase match
1367,A,Broad match
1367,A,Phrase match
1367,B,Broad match
1367,B,Phrase match
1367,C,Broad match
1367,C,Phrase match
1368,USA,Broad match
1368,USA,Exact match
1368,USA,Phrase match
1368,A,Broad match
1368,A,Exact match
1368,A,Phrase match
1368,B,Broad match
1368,B,Exact match
1368,B,Phrase match
1368,C,Broad match
1368,C,Exact match
1368,C,Phrase match
1369,USA,Broad match
1369,USA,Exact match
1369,USA,Phrase match
1369,A,Broad match
1369,A,Phrase match
1369,B,Broad match
1369,B,Phrase match
1369,C,Broad match
1369,C,Phrase match
1387,A,Broad match
1387,A,Phrase match
1387,B,Phrase match
1423,USA,Broad match
1423,USA,Exact match
1423,USA,Phrase match
1423,A,Broad match
1423,A,Exact match
1423,A,Phrase match
1423,B,Broad match
1423,B,Exact match
1423,B,Phrase match
1423,C,Broad match
1423,C,Exact match
1423,C,Phrase match
1424,USA,Broad match
1424,USA,Exact match
1424,USA,Phrase match
1424,A,Broad match
1424,A,Exact match
1424,A,Phrase match
1424,B,Broad match
1424,B,Exact match
1424,B,Phrase match
1424,C,Broad match
1424,C,Exact match
1424,C,Phrase match
1425,USA,Broad match
1425,USA,Exact match
1425,USA,Phrase match
1425,A,Broad match
1425,A,Exact match
1425,A,Phrase match
1425,B,Broad match
1425,B,Exact match
1425,B,Phrase match
1425,C,Broad match
1425,C,Exact match
1425,C,Phrase match
1426,C,Broad match
1426,C,Exact match
1426,C,Phrase match
1427,USA,Broad match
1427,A,Broad match
1427,B,Broad match
1427,C,Broad match
1429,C,Broad match
1430,USA,Broad match
1430,USA,Exact match
1430,USA,Phrase match
1430,A,Broad match
1430,A,Exact match
1430,A,Phrase match
1430,B,Broad match
1430,B,Exact match
1430,B,Phrase match
1430,C,Broad match
1430,C,Exact match
1430,C,Phrase match
1462,USA,Broad match
1462,USA,Phrase match
1462,A,Broad match
1462,A,Phrase match
1462,B,Broad match
1462,B,Exact match
1462,B,Phrase match
1462,C,Broad match
1462,C,Phrase match
1488,USA,Broad match
1488,USA,Exact match
1488,USA,Phrase match
1488,A,Broad match
1488,A,Phrase match
1488,B,Broad match
1488,B,Phrase match
1488,C,Broad match
1488,C,Exact match
1488,C,Phrase match
1540,USA,Broad match
1540,USA,Exact match
1540,USA,Phrase match
1540,A,Broad match
1540,B,Broad match
1540,C,Broad match
1540,C,Exact match
1540,C,Phrase match
1541,A,Broad match
1590,USA,Broad match
1590,C,Broad match
1594,A,Broad match
1594,A,Phrase match
1594,B,Broad match
1594,B,Phrase match
1594,C,Phrase match
1596,USA,Phrase match
1596,A,Broad match
1596,A,Exact match
1596,A,Phrase match
1596,B,Broad match
1596,B,Exact match
1596,B,Phrase match
1596,C,Broad match
1596,C,Phrase match
1597,A,Broad match
1597,A,Exact match
1597,A,Phrase match
1597,B,Broad match
1597,B,Phrase match
1600,USA,Broad match
1600,USA,Exact match
1600,USA,Phrase match
1600,A,Broad match
1600,A,Exact match
1600,A,Phrase match
1600,B,Broad match
1600,B,Exact match
1600,B,Phrase match
1600,C,Broad match
1600,C,Exact match
1600,C,Phrase match
1602,A,Broad match
1602,A,Phrase match
1602,B,Broad match
1602,B,Phrase match
1602,C,Phrase match
1603,A,Broad match
1603,A,Exact match
1603,A,Phrase match
1603,B,Phrase match
1604,USA,Broad match
1604,A,Broad match
1604,B,Broad match
1604,C,Broad match
1605,A,Broad match
1605,A,Phrase match
1605,B,Broad match
1605,B,Phrase match
1605,C,Phrase match
1609,USA,Broad match
1609,USA,Exact match
1609,USA,Phrase match
1609,A,Broad match
1609,A,Exact match
1609,A,Phrase match
1609,B,Broad match
1609,B,Exact match
1609,B,Phrase match
1609,C,Broad match
1609,C,Exact match
1609,C,Phrase match
1610,USA,Broad match
1610,USA,Exact match
1610,USA,Phrase match
1610,A,Broad match
1610,A,Exact match
1610,A,Phrase match
1610,B,Broad match
1610,B,Exact match
1610,B,Phrase match
1610,C,Broad match
1610,C,Exact match
1610,C,Phrase match
1641,USA,Broad match
1641,USA,Exact match
1641,USA,Phrase match
1641,A,Broad match
1641,A,Phrase match
1641,B,Broad match
1641,B,Phrase match
1641,C,Broad match
1641,C,Phrase match
1649,A,Broad match
1649,A,Phrase match
1649,B,Phrase match
1654,USA,Broad match
1654,USA,Exact match
1654,USA,Phrase match
1654,A,Broad match
1654,A,Exact match
1654,A,Phrase match
1654,B,Broad match
1654,B,Exact match
1654,B,Phrase match
1654,C,Broad match
1654,C,Exact match
1654,C,Phrase match
1673,USA,Broad match
1673,USA,Exact match
1673,USA,Phrase match
1673,A,Broad match
1673,A,Exact match
1673,A,Phrase match
1673,B,Broad match
1673,B,Exact match
1673,B,Phrase match
1673,C,Broad match
1673,C,Exact match
1673,C,Phrase match
1690,C,Broad match
1698,USA,Broad match
1698,USA,Exact match
1698,USA,Phrase match
1698,A,Broad match
1698,A,Exact match
1698,A,Phrase match
1698,B,Broad match
1698,B,Exact match
1698,B,Phrase match
1698,C,Broad match
1698,C,Exact match
1698,C,Phrase match
1704,USA,Phrase match
1704,A,Broad match
1704,A,Exact match
1704,A,Phrase match
1704,B,Broad match
1704,B,Exact match
1704,B,Phrase match
1704,C,Phrase match
1705,USA,Broad match
1705,A,Broad match
1705,B,Broad match
1705,C,Broad match
1728,USA,Broad match
1728,USA,Phrase match
1728,A,Broad match
1728,A,Phrase match
1728,B,Broad match
1728,B,Phrase match
1728,C,Broad match
1728,C,Phrase match
1729,USA,Broad match
1729,USA,Exact match
1729,USA,Phrase match
1729,A,Broad match
1729,B,Broad match
1729,B,Phrase match
1729,C,Broad match
1735,USA,Broad match
1735,USA,Phrase match
1735,C,Broad match
1740,C,Broad match
1763,C,Broad match
1776,C,Broad match
1776,C,Exact match
1776,C,Phrase match
