Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Avg. CPC,competition_x_is_exact,competition_x_is_phrase,competition_x_is_broad,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,Conv. value,Clicks,EPC
Phrase match,USA,Sunday,1,12,0,50,90.0,96.66666666666667,118.33333333333333,-18.181818181818183,-11.142857142857151,80.0,6.34,22.72,1.98,0.0,80.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,8,0.0
Phrase match,USA,Saturday,1,6,0,107,10.0,10.0,10.0,0.0,0.0,87.0,9.6,38.02,19.05,0.0,87.0,0.0,-0.73266685,0.23524593,0.50030565,-0.14185238,-0.104875684,-0.018706106,0.006701462,-0.10123958,-0.32722673,-0.09332897,0.0,1,0.0
Broad match,B,Thursday,0,7,0,60,2400.0,3366.6666666666665,3133.3333333333335,0.0,159.99999999999997,85.0,4.18,13.29,0.83,0.0,0.0,85.0,-0.9021714,-0.13531978,-0.24568778,0.13876624,-0.027187057,0.17244366,0.04197599,0.06856882,-0.18533617,0.12987567,0.0,19,0.0
Phrase match,USA,Wednesday,0,1,0,12,10.0,20.0,18.333333333333332,-66.66666666666666,-0.2857142857142858,73.0,5.02,13.76,19.07,0.0,73.0,0.0,-0.88978976,0.41435167,0.027568012,-0.06489064,-0.02416335,0.11569404,-0.026069894,0.12300158,0.041085877,0.012250421,0.0,1,0.0
Exact match,B,Friday,0,1,0,10,8100.0,12266.666666666666,24150.0,-33.108108108108105,-6237.142857142855,78.0,3.74,13.2,0.49,78.0,0.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,3,0.0
Exact match,USA,Monday,0,12,0,42,10.0,13.333333333333334,12.0,100.0,2.0,90.0,3.6,6.53,2.75,90.0,0.0,0.0,-0.8688908,0.44558,-0.0020137937,-0.052572474,-0.08118785,-0.021364272,-0.06743565,0.07082298,0.15962946,0.040327173,0.0,1,0.0
Exact match,B,Wednesday,0,11,0,75,10.0,16.666666666666668,17.5,100.0,-1.0000000000000038,73.0,5.02,13.76,1.74,73.0,0.0,0.0,-0.879975,0.4060335,-0.06545654,-0.066850945,-0.00091690064,0.18243067,-0.021246016,0.107610635,-0.04720193,-0.066977,0.0,1,0.0
Exact match,USA,Thursday,0,12,0,53,70.0,53.333333333333336,51.666666666666664,40.0,4.857142857142857,86.0,5.66,26.82,0.78,86.0,0.0,0.0,-0.8025453,-0.42958352,0.088617556,-0.36591458,-0.10541282,0.03560675,0.098589964,-0.0350562,-0.03910782,0.06909771,0.0,1,0.0
Broad match,B,Thursday,0,8,0,39,90.0,76.66666666666667,86.66666666666667,0.0,-6.285714285714294,63.0,5.36,16.7,1.51,0.0,0.0,63.0,-0.7324087,0.41261512,0.36389205,-0.30935177,-0.1862511,-0.1091585,0.04344067,0.093077645,-0.055192094,0.07077203,0.0,2,0.0
Exact match,A,Sunday,1,6,0,99,140.0,300.0,601.6666666666666,23.076923076923077,-173.99999999999997,63.0,3.32,10.88,1.2,63.0,0.0,0.0,-0.715844,0.14026959,-0.467616,0.107846886,-0.30582616,0.05091225,-0.08635419,-0.13912211,0.3319368,0.06693564,0.0,1,0.0
Broad match,USA,Saturday,1,10,0,107,50.0,56.666666666666664,63.333333333333336,0.0,-3.4285714285714293,67.0,5.0,13.97,0.6,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,1,0.0
Phrase match,B,Sunday,1,11,0,92,20.0,23.333333333333332,25.0,0.0,-4.000000000000008,87.0,3.9,10.31,2.77,0.0,87.0,0.0,-0.9168682,-0.15324393,-0.16508907,0.24090193,-0.02150854,-0.019097993,-0.1491514,0.028950708,0.044597924,0.15709953,0.0,1,0.0
Broad match,USA,Saturday,1,9,0,9,201000.0,177000.0,204000.0,21.818181818181817,-9257.142857142846,4.0,2.12,6.07,5.86,0.0,0.0,4.0,-0.49505177,-0.18401952,0.047640845,-0.4032601,-0.6825471,-0.27412596,0.10059819,-0.040871087,-0.05801608,0.00058594166,0.0,33,0.0
Phrase match,B,Friday,0,10,0,115,10.0,10.0,10.0,0.0,0.0,97.0,5.27,12.02,0.69,0.0,97.0,0.0,-0.8419911,0.09405592,0.016696027,-0.35377502,0.36511332,0.031028645,0.053654745,-0.12667674,-0.001717742,-0.05974572,0.0,1,0.0
Broad match,B,Friday,0,2,0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,4,0.0
Phrase match,B,Monday,0,12,0,56,40.0,30.0,30.0,-25.0,1.0000000000000036,87.0,3.22,10.38,1.45,0.0,87.0,0.0,-0.8903785,-0.04550422,0.13202338,0.32216498,0.12422718,-0.0062851524,-0.16079961,-0.07734003,0.05587347,0.18303889,0.0,1,0.0
Exact match,USA,Sunday,1,6,0,106,110.0,130.0,125.0,0.0,4.285714285714288,86.0,4.88,20.92,12.15,86.0,0.0,0.0,-0.8766873,0.3356876,0.074343055,-0.20200188,-0.2608235,0.0025626617,0.03181466,0.052949816,-0.02063194,0.0111612575,0.0,1,0.0
Phrase match,USA,Friday,0,3,0,199,9900.0,8800.0,7700.0,0.0,754.2857142857138,71.0,3.57,11.25,2.94,0.0,71.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,1,0.0
Broad match,USA,Thursday,0,12,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,3,0.0
Phrase match,USA,Saturday,1,1,0,37,880.0,4733.333333333333,7900.0,0.0,-794.2857142857144,80.0,4.81,13.33,4.85,0.0,80.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,9,0.0
Broad match,A,Friday,0,12,0,45,20.0,26.666666666666668,31.666666666666668,-33.33333333333333,-1.9999999999999991,35.0,3.81,14.11,0.81,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,1,0.0
Phrase match,USA,Sunday,1,11,0,85,320.0,2760.0,2217.5,125.0,1635.0,64.0,2.34,6.2,2.18,0.0,64.0,0.0,-0.92618227,0.36755332,-0.013600151,-0.0022537243,-0.028163558,0.0038094432,-0.0038611386,0.03587499,0.05433628,-0.042882755,0.0,1,0.0
Exact match,USA,Saturday,1,12,0,44,40.0,30.0,30.0,-25.0,1.0000000000000036,87.0,3.22,10.38,3.86,87.0,0.0,0.0,-0.8903785,-0.04550422,0.13202338,0.32216498,0.12422718,-0.0062851524,-0.16079961,-0.07734003,0.05587347,0.18303889,0.0,2,0.0
Phrase match,USA,Saturday,1,12,0,44,10.0,10.0,11.666666666666666,0.0,-0.8571428571428561,51.0,4.64,14.89,1.41,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,400.0,31,12.903225806451612
Phrase match,USA,Wednesday,0,1,0,33,30.0,106.66666666666667,91.66666666666667,100.0,10.571428571428568,94.0,6.51,16.04,1.69,0.0,94.0,0.0,-0.86025095,0.44782016,-0.050746,-0.06398498,0.012806737,0.13796455,-0.034733735,0.15007192,-0.067870304,-0.07227333,0.0,1,0.0
Phrase match,USA,Wednesday,0,1,0,26,50.0,96.66666666666667,80.0,240.0,14.285714285714281,62.0,5.16,13.59,10.75,0.0,62.0,0.0,-0.9026127,0.36730647,-0.08108931,-0.0790528,0.038375307,0.16236027,-0.04097777,-0.074967876,0.035501022,0.034032404,0.0,1,0.0
Broad match,USA,Thursday,0,1,0,18,10.0,10.0,8.333333333333334,0.0,0.8571428571428568,33.0,0.0,0.0,4.17,0.0,0.0,33.0,-0.92217237,0.34501824,-0.08460283,-0.05831535,-0.013991112,0.11299075,-0.02751387,0.025269616,0.062209886,-0.042118,0.0,6,0.0
Broad match,B,Friday,0,11,0,94,10.0,26.666666666666668,23.333333333333332,50.0,1.7142857142857146,71.0,6.18,13.07,0.32,0.0,0.0,71.0,-0.7502887,0.021803664,0.22608626,-0.61155033,-0.018834295,0.04112883,0.079301335,-0.0001064511,0.029913358,-0.047463454,0.0,1,0.0
Phrase match,USA,Friday,0,1,0,38,90.0,123.33333333333333,155.0,-35.714285714285715,-15.142857142857155,79.0,5.4,24.62,1.22,0.0,79.0,0.0,-0.8548024,-0.17345409,-0.07497603,-0.14032638,-0.3908424,-0.07271588,-0.046785284,-0.10893885,-0.20127937,-0.036030762,0.0,1,0.0
Broad match,USA,Friday,0,1,0,38,70.0,76.66666666666667,73.33333333333333,-22.22222222222222,3.9999999999999973,80.0,5.35,22.88,1.14,0.0,0.0,80.0,-0.79635614,-0.20052645,0.22827151,-0.18871479,-0.37047443,-0.20789817,0.0048540086,-0.09808453,-0.21631148,0.031261045,400.0,66,6.0606060606060606
Broad match,USA,Friday,0,9,0,10,8100.0,9900.0,9900.0,0.0,0.0,78.0,3.74,13.2,4.1,0.0,0.0,78.0,-0.91340566,-0.06599839,0.06571702,0.19581705,-0.07408155,0.018682301,0.038959615,0.012009275,0.024503829,0.33252332,0.0,2,0.0
Phrase match,B,Saturday,1,11,0,86,8100.0,26566.666666666668,30050.0,-70.12345679012346,-7180.00000000001,78.0,3.74,13.2,1.64,0.0,78.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,8,0.0
Broad match,B,Tuesday,0,3,0,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,2,0.0
Phrase match,C,Sunday,1,11,0,92,8100.0,5800.0,5700.0,22.22222222222222,359.99999999999835,49.0,7.08,28.91,1.05,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,4,0.0
Phrase match,C,Wednesday,0,11,0,82,880.0,880.0,880.0,0.0,-2.734567689471782e-13,80.0,8.52,38.89,0.41,0.0,80.0,0.0,-0.71138155,-0.12080967,-0.07350798,0.16755264,0.2895131,-0.5852683,0.058681145,-0.06629053,0.096470945,-0.048605677,0.0,2,0.0
Phrase match,USA,Tuesday,0,2,0,216,9900.0,7700.0,6950.0,50.0,642.8571428571424,71.0,3.57,11.25,8.16,0.0,71.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,7,0.0
Exact match,B,Saturday,1,7,0,86,8100.0,9900.0,10416.666666666666,0.0,-545.7142857142856,78.0,3.74,13.2,1.65,78.0,0.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,8,0.0
Phrase match,USA,Friday,0,1,0,24,8100.0,6200.0,6450.0,22.22222222222222,-42.857142857143025,85.0,4.18,13.54,2.42,0.0,85.0,0.0,-0.73328626,-0.51195157,0.011241888,-0.2472338,0.28622937,0.0771871,-0.19041793,0.10554664,0.060216464,0.005970414,0.0,1,0.0
Broad match,USA,Saturday,1,3,0,212,20.0,40.0,25.0,350.0,12.285714285714281,35.0,3.81,14.11,10.72,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,8,0.0
Broad match,B,Tuesday,0,12,0,41,20.0,10.0,10.0,0.0,-3.24316903706033e-16,35.0,3.81,14.11,0.61,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,7,0.0
Phrase match,USA,Friday,0,1,0,17,880.0,1060.0,970.0,30.0,70.28571428571425,80.0,8.52,38.89,5.78,0.0,80.0,0.0,-0.71138155,-0.12080967,-0.07350798,0.16755264,0.2895131,-0.5852683,0.058681145,-0.06629053,0.096470945,-0.048605677,0.0,3,0.0
Exact match,A,Thursday,0,1,0,32,10.0,13.333333333333334,23.333333333333332,-50.0,-5.142857142857142,88.0,4.34,11.78,1.55,88.0,0.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,1,0.0
Exact match,USA,Thursday,0,7,0,67,10.0,10.0,11.666666666666666,0.0,-0.8571428571428561,94.0,6.24,20.12,8.14,94.0,0.0,0.0,-0.8660836,0.35686338,0.06701868,-0.20440228,-0.27387127,0.015276083,0.01996831,0.0058584586,0.0002780766,0.024572898,0.0,2,0.0
Phrase match,USA,Monday,0,11,0,84,2400.0,2133.3333333333335,2075.0,0.0,229.99999999999946,83.0,6.68,24.85,13.48,0.0,83.0,0.0,-0.85061014,-0.12652305,0.10586461,-0.09430632,-0.39983216,-0.12901376,0.13112679,0.06365051,-0.04061945,0.2023545,0.0,5,0.0
Broad match,USA,Monday,0,12,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,3,0.0
Exact match,USA,Sunday,1,1,0,36,50.0,96.66666666666667,80.0,240.0,14.285714285714281,62.0,5.16,13.59,7.76,62.0,0.0,0.0,-0.9026127,0.36730647,-0.08108931,-0.0790528,0.038375307,0.16236027,-0.04097777,-0.074967876,0.035501022,0.034032404,0.0,1,0.0
Broad match,A,Monday,0,11,0,77,20.0,10.0,10.0,0.0,-2.3737566748886996e-15,35.0,3.81,14.11,1.93,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,6,0.0
Exact match,C,Friday,0,11,0,73,880.0,10666.666666666666,9650.0,-75.67567567567568,1419.999999999998,80.0,4.81,13.33,0.62,80.0,0.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,2,0.0
Phrase match,USA,Sunday,1,12,0,43,8100.0,22466.666666666668,27000.0,22.31404958677686,-6640.000000000002,78.0,3.74,13.2,13.93,0.0,78.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,2,0.0
Phrase match,B,Friday,0,12,0,66,2400.0,1600.0,1660.0,0.0,-59.99999999999991,85.0,4.18,13.29,1.14,0.0,85.0,0.0,-0.8567417,-0.17755342,-0.29309025,0.16594632,-0.05780861,0.058124933,-0.16113113,0.26491535,-0.1314304,-0.029844452,0.0,1,0.0
Broad match,USA,Tuesday,0,12,0,48,10.0,10.0,8.0,0.0,1.0000000000000007,33.0,0.0,0.0,5.16,0.0,0.0,33.0,-0.92217237,0.34501824,-0.08460283,-0.05831535,-0.013991112,0.11299075,-0.02751387,0.025269616,0.062209886,-0.042118,0.0,7,0.0
Exact match,C,Tuesday,0,12,0,69,40.0,30.0,30.0,-25.0,1.0000000000000036,87.0,3.22,10.38,0.53,87.0,0.0,0.0,-0.8903785,-0.04550422,0.13202338,0.32216498,0.12422718,-0.0062851524,-0.16079961,-0.07734003,0.05587347,0.18303889,0.0,1,0.0
Phrase match,USA,Saturday,1,12,0,51,90.0,123.33333333333333,155.0,-35.714285714285715,-15.142857142857155,79.0,5.4,24.62,1.3,0.0,79.0,0.0,-0.8548024,-0.17345409,-0.07497603,-0.14032638,-0.3908424,-0.07271588,-0.046785284,-0.10893885,-0.20127937,-0.036030762,0.0,1,0.0
Broad match,B,Sunday,1,8,0,29,10.0,20.0,15.0,-33.33333333333333,3.142857142857143,90.0,4.18,13.2,0.33,0.0,0.0,90.0,-0.6362342,-0.012249894,-0.49620843,0.124629274,-0.28346524,0.3594489,-0.004937453,-0.32047537,0.13654888,-0.048684727,0.0,1,0.0
Broad match,A,Tuesday,0,12,0,55,20.0,26.666666666666668,31.666666666666668,-33.33333333333333,-1.9999999999999991,35.0,3.81,14.11,0.89,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,4,0.0
Phrase match,C,Monday,0,12,0,70,10.0,20.0,16.0,0.0,3.0000000000000013,88.0,4.34,11.78,0.44,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,1,0.0
Exact match,A,Monday,0,1,0,35,30.0,106.66666666666667,91.66666666666667,100.0,10.571428571428568,94.0,6.51,16.04,2.84,94.0,0.0,0.0,-0.86025095,0.44782016,-0.050746,-0.06398498,0.012806737,0.13796455,-0.034733735,0.15007192,-0.067870304,-0.07227333,0.0,2,0.0
Phrase match,C,Monday,0,11,0,98,8100.0,5800.0,5700.0,22.22222222222222,359.99999999999835,49.0,7.08,28.91,0.67,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,8,0.0
Exact match,B,Friday,0,7,1,87,2400.0,4133.333333333333,4050.0,0.0,-54.28571428571437,86.0,3.86,11.09,2.43,86.0,0.0,0.0,-0.5837946,-0.05310581,-0.26099914,0.03717354,-0.35111913,0.2009468,-0.36013666,-0.44978184,0.09891235,-0.28532633,0.0,3,0.0
Broad match,B,Sunday,1,11,0,99,20.0,26.666666666666668,30.0,0.0,-1.7142857142857157,62.0,1.88,6.47,0.2,0.0,0.0,62.0,-0.4652787,-0.31303203,0.08518586,-0.411065,-0.589188,-0.07220814,0.13434274,-0.23878485,0.054711603,-0.28085515,0.0,2,0.0
Phrase match,A,Monday,0,12,0,70,8100.0,6200.0,5880.0,0.0,360.0000000000007,49.0,7.08,28.91,3.15,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,1,0.0
Phrase match,B,Tuesday,0,12,0,62,10.0,10.0,11.666666666666666,0.0,-0.8571428571428561,51.0,4.64,14.89,0.22,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,2,0.0
Phrase match,C,Thursday,0,2,0,214,8100.0,8433.333333333334,7116.666666666667,83.33333333333334,1059.9999999999995,49.0,7.08,28.91,0.88,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,3,0.0
Phrase match,C,Friday,0,1,0,17,20.0,40.0,76.66666666666667,-25.0,-27.999999999999993,86.0,5.75,24.38,0.95,0.0,86.0,0.0,-0.9414623,-0.031081704,-0.16633704,0.13914293,-0.031953376,0.16299175,0.05054728,-0.16436535,-0.014260511,0.091061816,0.0,1,0.0
Broad match,USA,Wednesday,0,9,0,26,201000.0,177000.0,204000.0,21.818181818181817,-9257.142857142846,4.0,2.12,6.07,6.98,0.0,0.0,4.0,-0.49505177,-0.18401952,0.047640845,-0.4032601,-0.6825471,-0.27412596,0.10059819,-0.040871087,-0.05801608,0.00058594166,0.0,53,0.0
Phrase match,USA,Sunday,1,3,0,204,110.0,120.0,196.66666666666666,-21.428571428571427,-26.85714285714284,86.0,4.88,20.92,7.33,0.0,86.0,0.0,-0.8766873,0.3356876,0.074343055,-0.20200188,-0.2608235,0.0025626617,0.03181466,0.052949816,-0.02063194,0.0111612575,0.0,1,0.0
Exact match,USA,Wednesday,0,12,0,68,10.0,16.666666666666668,14.0,-66.66666666666666,2.000000000000001,50.0,0.0,0.0,7.29,50.0,0.0,0.0,-0.8845134,0.38759318,-0.08371361,-0.042519916,-0.08755364,0.1043408,-0.018248267,-0.06194654,0.17932956,0.060905512,0.0,1,0.0
Phrase match,USA,Monday,0,12,0,56,880.0,10666.666666666666,8600.0,-18.51851851851852,-340.0000000000007,80.0,4.81,13.33,7.67,0.0,80.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,4,0.0
Exact match,USA,Sunday,1,2,0,218,8100.0,13166.666666666666,19866.666666666668,49.494949494949495,-4302.857142857143,78.0,3.74,13.2,13.3,78.0,0.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,1,0.0
Exact match,USA,Wednesday,0,12,0,68,8100.0,6700.0,6420.0,-18.181818181818183,-119.99999999999973,85.0,4.18,13.54,11.88,85.0,0.0,0.0,-0.77187246,-0.4979816,-0.0072373496,-0.21164195,0.24711579,0.040689487,-0.17922606,0.08048019,0.09761124,0.02310076,0.0,1,0.0
Broad match,USA,Monday,0,1,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,8,0.0
Phrase match,USA,Monday,0,11,0,77,10.0,10.0,10.0,0.0,-2.3737566748886996e-15,51.0,4.64,14.89,13.34,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,1,0.0
Phrase match,USA,Monday,0,2,0,0,10.0,23.333333333333332,20.0,50.0,2.8571428571428563,88.0,4.34,11.78,5.26,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,13,0.0
Broad match,C,Friday,0,1,0,10,50.0,66.66666666666667,58.333333333333336,-55.55555555555556,2.5714285714285765,67.0,5.0,13.97,0.21,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,1,0.0
Broad match,A,Wednesday,0,12,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,5,0.0
Broad match,A,Saturday,1,11,0,79,20.0,26.666666666666668,30.0,0.0,-1.7142857142857157,62.0,1.88,6.47,0.54,0.0,0.0,62.0,-0.4652787,-0.31303203,0.08518586,-0.411065,-0.589188,-0.07220814,0.13434274,-0.23878485,0.054711603,-0.28085515,0.0,2,0.0
Phrase match,USA,Wednesday,0,12,1,47,10.0,20.0,16.0,0.0,3.0000000000000013,88.0,4.34,11.78,5.53,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,7,0.0
Phrase match,C,Wednesday,0,11,0,89,9900.0,6200.0,6300.0,0.0,119.99999999999824,71.0,3.57,11.25,0.54,0.0,71.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,9,0.0
Exact match,B,Sunday,1,1,0,36,40.0,36.666666666666664,31.666666666666668,33.33333333333333,1.9999999999999976,87.0,3.22,10.38,0.6,87.0,0.0,0.0,-0.8903785,-0.04550422,0.13202338,0.32216498,0.12422718,-0.0062851524,-0.16079961,-0.07734003,0.05587347,0.18303889,0.0,1,0.0
Broad match,USA,Saturday,1,3,0,212,50.0,60.0,65.0,-44.44444444444444,0.2857142857142882,67.0,5.0,13.97,5.97,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,6,0.0
Exact match,USA,Thursday,0,7,0,81,1000.0,1100.0,1100.0,30.0,0.0,86.0,6.94,27.32,6.18,86.0,0.0,0.0,-0.69448775,-0.40947643,0.11777996,-0.5325896,-0.157003,-0.041977003,0.16000663,-0.0043378505,-0.006221352,0.020500919,0.0,1,0.0
Broad match,USA,Friday,0,11,0,87,10.0,26.666666666666668,23.333333333333332,50.0,1.7142857142857146,71.0,6.18,13.07,0.97,0.0,0.0,71.0,-0.7502887,0.021803664,0.22608626,-0.61155033,-0.018834295,0.04112883,0.079301335,-0.0001064511,0.029913358,-0.047463454,0.0,7,0.0
Exact match,USA,Tuesday,0,2,0,6,10.0,13.333333333333334,11.666666666666666,0.0,0.2857142857142851,90.0,3.6,6.53,3.67,90.0,0.0,0.0,-0.8688908,0.44558,-0.0020137937,-0.052572474,-0.08118785,-0.021364272,-0.06743565,0.07082298,0.15962946,0.040327173,0.0,1,0.0
Phrase match,B,Friday,0,11,0,87,20.0,73.33333333333333,97.5,66.66666666666666,-47.000000000000064,86.0,5.75,24.38,0.34,0.0,86.0,0.0,-0.9414623,-0.031081704,-0.16633704,0.13914293,-0.031953376,0.16299175,0.05054728,-0.16436535,-0.014260511,0.091061816,0.0,1,0.0
Broad match,A,Wednesday,0,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,1,0.0
Broad match,B,Monday,0,12,0,63,10.0,10.0,8.0,0.0,1.0000000000000007,33.0,0.0,0.0,0.71,0.0,0.0,33.0,-0.92217237,0.34501824,-0.08460283,-0.05831535,-0.013991112,0.11299075,-0.02751387,0.025269616,0.062209886,-0.042118,0.0,6,0.0
Phrase match,B,Thursday,0,2,0,214,390.0,373.3333333333333,293.3333333333333,50.0,55.4285714285714,64.0,3.28,9.96,2.18,0.0,64.0,0.0,-0.8252271,-0.179447,0.31325668,0.19647859,-0.10511518,-0.046305705,-0.32943323,-0.13362247,-0.008690132,-0.10205529,0.0,1,0.0
Broad match,C,Monday,0,12,0,56,50.0,36.666666666666664,34.0,0.0,3.0,88.0,5.96,15.94,0.25,0.0,0.0,88.0,-0.9048005,0.08451529,-0.07490813,-0.32395953,0.077380784,0.1945735,-0.0056696283,-0.048922975,0.11431275,-0.065518335,0.0,5,0.0
Exact match,B,Thursday,0,6,0,95,8100.0,9300.0,8750.0,22.22222222222222,368.57142857142804,85.0,4.18,13.54,2.03,85.0,0.0,0.0,-0.73328626,-0.51195157,0.011241888,-0.2472338,0.28622937,0.0771871,-0.19041793,0.10554664,0.060216464,0.005970414,0.0,1,0.0
