Location report
All time
Location,Campaign,Ad group,Clicks,Conversions
South Korea,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,0,0.00
Armenia,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,4,0.00
Chile,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,2,0.00
Poland,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,0,0.00
Slovakia,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,0,0.00
Ethiopia,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,162,5.00
Finland,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,0,0.00
Indonesia,Course - System Thinking - Run 14 - Search - Lead Gen - B - Broad, --,23,0.00
South Korea,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,18,0.00
Netherlands,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,12,0.00
Japan,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,9,0.00
Ukraine,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,35,5.00
Brazil,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,153,0.00
Peru,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,22,0.00
India,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,"1,040",0.00
Hong Kong,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,7,0.00
Mexico,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,53,0.00
South Africa,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,45,0.00
Argentina,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,102,0.00
United States,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,0,0.00
Thailand,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,59,0.00
United States,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - US, --,666,13.00
France,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,0,0.00
Singapore,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,4,0.00
Belgium,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,5,0.00
Australia,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,0,0.00
Switzerland,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,4,0.00
Poland,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,22,0.00
Sweden,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,3,0.00
Turkiye,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,45,0.00
United States,Course - System Thinking - Run 15 - YouTube - Lead Gen - US + CA, --,"2,177",66.16
Chile,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,21,0.00
United Arab Emirates,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,6,0.00
Denmark,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,4,0.00
Canada,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,4,0.00
United Kingdom,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,0,0.00
China,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,17,0.00
Nigeria,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,706,9.00
Spain,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,17,0.00
Austria,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,7,0.00
Ireland,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,2,0.00
Germany,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,0,0.00
Philippines,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,58,0.00
Israel,System Thinking - Webinar 1 - Run 2/SP 21 - Discovery, --,43,0.00
Brazil,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad, --,50,1.00
India,Course - System Thinking - Run 14 - Search - Lead Gen - C - Broad, --,"1,058",22.00
Brazil,System Thinking Course - xPRO - C - Discovery Lead Gen - Run 6 - 2T2022, --,"2,774",20.00
Malaysia,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Ukraine,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Singapore,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
China,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Poland,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Qatar,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Peru,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Mexico,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
South Africa,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Chile,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Brazil,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Saudi Arabia,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Philippines,Course - System Thinking - Run 12 - YouTube - Remarketing - B #2, --,0,0.00
Mexico,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,362,6.00
Ukraine,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,24,1.00
Germany,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,12,2.00
Ireland,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,1,0.00
Denmark,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,3,1.00
Thailand,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,406,6.00
China,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,0,0.00
Hong Kong,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,12,0.00
Nigeria,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,970,47.00
Turkiye,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,240,10.00
Netherlands,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,11,1.00
Chile,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,53,0.00
Poland,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,41,4.00
Australia,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,9,0.00
Canada,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,7,1.00
Brazil,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,417,17.00
Israel,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,55,2.00
Spain,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,47,1.00
Singapore,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,9,2.00
United Kingdom,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,15,2.00
France,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,9,0.00
South Africa,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,124,14.00
Philippines,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,856,16.00
Austria,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,1,0.00
Japan,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,10,0.00
Sweden,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,6,0.00
United Arab Emirates,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,63,1.00
Switzerland,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,1,0.00
South Korea,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,12,0.00
Peru,System Thinking - Webinar 1 - Run 4/FL 21 - Discovery - Int, --,184,3.00
Mexico,Course - System Thinking - Run 12 - Display - Remarketing - B, --,138,1.00
China,Course - System Thinking - Run 12 - Display - Remarketing - B, --,27,0.00
Brazil,Course - System Thinking - Run 12 - Display - Remarketing - B, --,681,4.00
Singapore,Course - System Thinking - Run 12 - Display - Remarketing - B, --,5,0.00
Philippines,Course - System Thinking - Run 12 - Display - Remarketing - B, --,"1,287",4.05
Peru,Course - System Thinking - Run 12 - Display - Remarketing - B, --,532,4.00
Malaysia,Course - System Thinking - Run 12 - Display - Remarketing - B, --,176,1.00
Poland,Course - System Thinking - Run 12 - Display - Remarketing - B, --,26,0.00
Saudi Arabia,Course - System Thinking - Run 12 - Display - Remarketing - B, --,124,6.50
Qatar,Course - System Thinking - Run 12 - Display - Remarketing - B, --,49,0.00
South Africa,Course - System Thinking - Run 12 - Display - Remarketing - B, --,"1,744",4.06
Chile,Course - System Thinking - Run 12 - Display - Remarketing - B, --,72,1.00
Ukraine,Course - System Thinking - Run 12 - Display - Remarketing - B, --,216,2.00
Canada,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,56,5.00
United Kingdom,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,62,4.00
Netherlands,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,53,2.00
France,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,29,0.00
South Africa,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,"4,010",98.82
Spain,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,46,1.00
Japan,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,81,1.00
Germany,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,32,0.00
Mexico,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,579,24.00
Switzerland,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,17,2.00
Sweden,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,20,0.00
Norway,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,11,0.00
Italy,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,36,2.00
Belgium,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,14,1.00
Denmark,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,14,0.00
Australia,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,20,0.00
Ireland,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,19,0.00
New Zealand,Course - System Thinking - Run 17 - Demand Gen - Prospecting - A,Ad group 1,13,0.00
United States,Course - System Thinking - Run 17 - Search - Prospecting - USA, --,"5,772",219.67
India,Lifetime Campaign - Organizational Strategy  - C (Run 1), --,"1,724",19.00
Brazil,Lifetime Campaign - Organizational Strategy  - C (Run 1), --,102,3.00
"Louisiana, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,3,0.00
"Idaho, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,3,0.00
"Pennsylvania, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,34,0.00
"Rhode Island, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,5,0.00
"North Carolina, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,37,0.00
"New Mexico, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,5,0.00
"Virginia, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,72,1.00
"Oklahoma, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,4,1.00
"West Virginia, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,3,0.00
"Maryland, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,33,1.00
"Illinois, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,70,4.00
"Missouri, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,18,0.00
"Hawaii, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,7,0.00
"Wyoming, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,1,0.00
"Washington, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,38,0.00
"Nebraska, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,2,0.00
"Arizona, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,8,0.00
"Indiana, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,12,0.00
"Alabama, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,6,0.00
"Montana, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,0,0.00
"New York, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,183,1.00
"Iowa, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,2,0.00
"Utah, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,12,0.00
"Massachusetts, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,"2,558",63.90
"Georgia, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,49,0.00
"Mississippi, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,5,0.00
"South Carolina, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,5,0.00
"Vermont, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,1,0.00
"Kansas, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,7,0.00
"Michigan, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,23,0.00
"Tennessee, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,12,0.00
"Nevada, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,11,0.00
"Minnesota, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,13,0.00
"Maine, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,3,0.00
"South Dakota, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,0,0.00
"New Jersey, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,54,0.00
"California, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,459,13.00
"Connecticut, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,50,0.00
"Arkansas, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,3,0.00
"Wisconsin, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,12,0.00
"New Hampshire, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,13,1.00
"Alaska, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,0,0.00
"Colorado, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,26,1.00
"Delaware, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,3,0.00
"Kentucky, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,9,0.00
"Ohio, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,13,0.00
"Florida, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,71,0.00
"North Dakota, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,0,0.00
"Texas, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,103,2.00
"Oregon, United States",Lifetime Campaign - Organizational Strategy  - US (Run 1), --,18,0.00
Qatar,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,123,0.00
South Africa,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,"1,161",11.00
Saudi Arabia,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,803,0.00
Ukraine,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,525,1.00
Mexico,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,619,5.00
Poland,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,110,1.00
Peru,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,291,3.00
Chile,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,184,0.00
Singapore,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,47,0.00
China,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,101,2.00
Malaysia,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,747,1.00
Philippines,System Thinking Course - xPRO - B/Developing - Discovery Lead Gen - Run 6 - 2T2022, --,"3,960",19.00
Mexico,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,93,0.00
Canada,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,18,0.00
Denmark,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,0,0.00
Belgium,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,0,0.00
New Zealand,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,11,0.00
Ireland,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,0,0.00
Switzerland,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,3,0.00
Japan,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,11,0.00
Norway,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,0,0.00
Australia,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,13,0.00
Sweden,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,0,0.00
Germany,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,0,0.00
Netherlands,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,1,0.00
Italy,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,2,0.00
United Kingdom,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,13,0.00
Spain,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,2,0.00
South Africa,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,933,0.00
France,Course - System Thinking - Run 17 - Demand Gen - RM - A,Ad group 1,1,0.00
Sweden,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,0,0.00
Mexico,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,40,4.00
Spain,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,0,0.00
Norway,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,0,0.00
Ireland,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,2,1.00
Japan,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,14,3.00
Canada,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,15,3.00
Belgium,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,0,0.00
Denmark,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,0,0.00
South Africa,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,334,26.43
France,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,3,1.00
Italy,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,1,1.00
New Zealand,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,3,1.00
United Kingdom,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,14,4.00
Switzerland,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,2,0.00
Netherlands,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,2,1.00
Australia,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,4,0.00
Germany,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - A,ST - Webinar,1,0.00
Spain,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,72,0.00
Austria,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,10,0.00
Japan,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,25,0.00
Sweden,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,12,0.00
Australia,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,23,1.00
South Korea,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,27,0.00
Italy,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,107,3.00
Israel,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,61,0.00
Switzerland,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,15,0.00
Netherlands,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,27,0.00
Germany,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,22,0.00
Belgium,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,24,0.00
United Kingdom,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,37,2.00
France,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,24,0.00
Hong Kong,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,83,0.00
Canada,Lifetime YouTube - Organizational Strategy  - A (Run 1), --,28,2.00
"Kansas, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Pennsylvania, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"New Hampshire, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"New York, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Vermont, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Kentucky, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Iowa, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Tennessee, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Indiana, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"New Jersey, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Wyoming, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Delaware, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Washington, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Texas, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Minnesota, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Maryland, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"California, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Florida, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Illinois, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"North Dakota, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Louisiana, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Virginia, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Arkansas, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Oklahoma, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Maine, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"New Mexico, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Alaska, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Michigan, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Hawaii, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Colorado, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Oregon, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"South Carolina, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Idaho, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Georgia, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Nebraska, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Connecticut, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Utah, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Mississippi, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Ohio, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Montana, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"West Virginia, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Nevada, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Alabama, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Wisconsin, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Massachusetts, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Missouri, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Arizona, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"South Dakota, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"North Carolina, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
"Rhode Island, United States",Leadership Principles - Targeting Engineers - US, --,0,0.00
United States,Course - System Thinking - Run 16 - Search - Lead Gen - US - Broad, --,"2,311",71.46
United States,Course - System Thinking - Run 17 - Demand Gen - Webinar - Remarketing - USA,ST - Webinar,197,45.10
Australia,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,6,0.00
Hong Kong,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,18,0.00
Denmark,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,0,0.00
Italy,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,24,0.00
Ireland,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,4,0.00
Belgium,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,2,0.00
Norway,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,2,0.00
Sweden,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,3,0.00
Japan,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,22,0.00
Canada,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,22,0.00
Germany,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,21,2.00
Spain,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,9,0.00
United Kingdom,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,5,0.00
France,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,10,0.00
Netherlands,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,9,0.00
Switzerland,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,2,0.00
Austria,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,3,0.00
New Zealand,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,4,0.00
Finland,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,2,0.00
Iceland,Course - System Thinking - Run 12 - Discovery - Webinar - A, --,0,0.00
Ukraine,Lifetime Campaign - Technical Innovation  - B (Run 1), --,37,0.00
Croatia,Lifetime Campaign - Technical Innovation  - B (Run 1), --,9,1.00
Peru,Lifetime Campaign - Technical Innovation  - B (Run 1), --,50,3.00
United Arab Emirates,Lifetime Campaign - Technical Innovation  - B (Run 1), --,38,0.00
Trinidad and Tobago,Lifetime Campaign - Technical Innovation  - B (Run 1), --,19,1.00
Chile,Lifetime Campaign - Technical Innovation  - B (Run 1), --,15,0.00
Poland,Lifetime Campaign - Technical Innovation  - B (Run 1), --,11,0.00
Armenia,Lifetime Campaign - Technical Innovation  - B (Run 1), --,3,0.00
Mexico,Lifetime Campaign - Technical Innovation  - B (Run 1), --,49,1.00
Philippines,Lifetime Campaign - Technical Innovation  - B (Run 1), --,160,1.00
Egypt,Lifetime Campaign - Technical Innovation  - B (Run 1), --,218,3.00
Argentina,Lifetime Campaign - Technical Innovation  - B (Run 1), --,57,0.00
