Feature,Importance
Feature_266,0.0
Feature_267,0.0
Feature_316,0.0
Feature_317,0.0
Feature_318,0.0
Feature_319,0.0
Feature_321,0.0
Feature_322,0.0
Feature_323,0.0
Feature_309,0.0
Feature_310,0.0
Feature_312,0.0
Feature_313,0.0
Feature_300,0.0
Feature_301,0.0
Feature_302,0.0
Feature_304,0.0
Feature_305,0.0
Feature_306,0.0
Feature_307,0.0
Feature_292,0.0
Feature_293,0.0
Feature_294,0.0
Feature_295,0.0
Feature_297,0.0
Feature_298,0.0
Feature_299,0.0
Feature_348,0.0
Feature_349,0.0
Feature_350,0.0
Feature_351,0.0
Feature_352,0.0
Feature_353,0.0
Feature_354,0.0
Feature_355,0.0
Feature_340,0.0
Feature_341,0.0
Feature_379,0.0
Feature_364,0.0
Feature_365,0.0
Feature_366,0.0
Feature_367,0.0
Feature_368,0.0
Feature_369,0.0
Feature_380,0.0
Feature_371,0.0
Feature_356,0.0
Feature_357,0.0
Feature_358,0.0
Feature_359,0.0
Feature_360,0.0
Feature_393,0.0
Feature_394,0.0
Feature_28,0.0
Feature_29,0.0
Feature_30,0.0
Feature_31,0.0
Feature_33,0.0
Feature_35,0.0
Feature_20,0.0
Feature_22,0.0
Feature_23,0.0
Feature_24,0.0
Feature_25,0.0
Feature_26,0.0
Feature_12,0.0
Feature_14,0.0
Feature_16,0.0
Feature_383,0.0
Feature_342,0.0
Feature_343,0.0
Feature_344,0.0
Feature_345,0.0
Feature_346,0.0
Feature_347,0.0
Feature_332,0.0
Feature_382,0.0
Feature_335,0.0
Feature_337,0.0
Feature_338,0.0
Feature_339,0.0
Feature_324,0.0
Feature_325,0.0
Feature_326,0.0
Feature_327,0.0
Feature_328,0.0
Feature_361,0.0
Feature_362,0.0
Feature_363,0.0
Feature_60,0.0
Feature_62,0.0
Feature_63,0.0
Feature_64,0.0
Feature_66,0.0
Feature_67,0.0
Feature_54,0.0
Feature_55,0.0
Feature_56,0.0
Feature_57,0.0
Feature_58,0.0
Feature_386,0.0
