Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Avg. CPC,Cost,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49,Conv. value,Clicks,EPC
Exact match,USA,Monday,0,Jun,0,98,3.9318256327243257,3.1743440266439973,3.2392548211042844,0.0,-0.033382694293861925,92.0,6.62,30.09,13.21,92.47,-0.7596733,-0.42437595,0.052228108,-0.35136613,-0.034677416,-0.08569722,-0.090578094,0.05486114,0.037298445,-0.0042345887,0.09784634,0.10206737,-0.12343266,0.031784434,0.056651905,-0.0129525205,0.024914714,0.11435335,-0.12232448,-0.009210685,0.035785314,0.040797304,-0.019561784,-0.014380431,0.062713265,-0.064265154,0.0013139755,-0.029359197,-0.06014692,0.017086344,0.0035727387,-0.003403828,-0.022851449,-0.014879403,-0.02602295,-0.018713526,-0.00095941895,0.039328624,0.013142546,-0.017580293,0.018099023,0.035537943,-0.036093313,-0.022687668,0.010603718,0.0044017355,0.011944763,0.015648704,0.026510704,0.047538035,0.0,7,0.0
Phrase match,USA,Friday,0,Dec,0,66,3.713572066704308,3.044522437723423,2.7858715717534017,0.0,0.19398814947751578,93.0,4.99,16.57,2.31,2.31,-0.80943733,-0.38792592,-0.12919152,-0.14656055,0.12007574,0.22685085,0.04382131,-0.064333014,0.006346784,0.1261457,-0.0024121583,0.013476024,-0.0570732,-0.07173394,-0.029186498,0.0031361573,0.040532596,-0.004522355,-0.020952702,0.009490433,0.043498445,0.054885037,0.020725403,-0.04602357,-0.017950788,0.0318142,-0.0683555,0.0060373736,-0.020212667,-0.085125014,0.048874814,-0.04315944,-0.10881699,0.009209026,-0.08437991,-0.040656082,0.062269878,-0.025207512,-0.0043920614,0.036640305,-0.045031056,-0.01696506,-0.010512407,0.0031834592,-0.015779374,-0.040289212,0.0027562326,0.0013910466,0.014002999,-0.01134175,0.0,1,0.0
Phrase match,C,Sunday,1,Nov,0,78,7.3783837129967145,6.514364763991999,6.42974039052044,0.0,0.1413138721416397,88.0,4.0,12.65,0.37,1.1099999999999999,-0.89900035,-0.11947497,-0.2101085,0.20388095,-0.05439725,0.103296414,0.038204297,-0.0654415,-0.0042313705,0.09986323,-0.0576524,0.013777337,0.04930786,-0.11647158,0.03927046,-0.0143489875,0.039597545,-0.0025584802,-0.048025608,0.09051693,-0.018768944,-0.019887827,-0.04356385,-0.051002584,0.03872377,-0.034687366,0.008447294,-0.075545095,0.02423746,-0.017871793,-0.032038864,0.04352424,0.02830565,0.043384418,0.021471368,-0.002571668,-0.024071062,0.044819962,-0.043022376,-0.0120443525,0.004183711,0.022543527,-0.021882502,0.029806947,0.021725098,-0.009996268,-0.021754947,0.008088947,0.028229114,-0.0049759448,0.0,3,0.0
Exact match,C,Monday,0,Nov,0,77,5.771441123130016,4.345406420199827,4.386769691779082,0.0,-0.09927185179021528,90.0,4.37,13.32,0.19,0.19,-0.86640245,-0.11332739,-0.26276976,0.17902046,-0.028958295,0.13291991,0.01709988,0.019830836,-0.11330287,0.12718743,0.02777286,0.07572783,-0.0002142209,0.063214265,-0.046131458,0.059839427,-0.037998017,-0.09383312,0.020247968,0.010925266,-0.06345585,-0.08124007,0.009434997,-0.03745383,0.054307166,-0.03806206,-0.011064721,-0.06830959,0.05945962,-0.06474683,-0.016608238,0.06703254,0.042450316,0.075072475,0.04398359,-0.012275434,-0.058147255,0.050076958,-0.0594287,0.014976654,0.029191473,0.023458177,-0.033226095,0.01669478,-0.010365232,-0.022796707,-0.045119524,-0.0075796447,-0.037879452,-0.017386975,0.0,1,0.0
Phrase match,USA,Saturday,1,Nov,0,79,7.783640596221253,7.918749352030461,7.882723338775882,0.0,0.006175887986499087,83.0,6.68,24.85,1.47,4.41,-0.8076009,-0.15127608,-0.031130705,-0.15254216,-0.45874196,-0.11610105,0.1083166,0.022193626,-0.07387084,0.088457085,-0.0068396227,0.021285562,-0.005745841,-0.0995395,-0.041274656,-0.013542836,0.04678734,0.03174718,-0.024282193,0.005809456,-0.006237816,-0.02795574,-0.06203046,0.0046305247,0.06953043,-0.015397917,0.0035644749,0.0076858215,-0.05501398,0.03184229,-0.0267833,0.035166595,0.08768783,0.008569336,0.037188105,-0.012078542,-0.033225674,0.03409932,-0.033974156,-0.010472106,-0.012468402,0.004833904,-0.025884356,-0.025723834,0.049684286,0.02161915,0.016993562,-0.03328587,-0.0062233205,-0.023411063,0.0,3,0.0
Phrase match,A,Thursday,0,Dec,0,53,3.044522437723423,3.6931283013045935,4.233961670158922,-0.21825356602001778,-0.3873117237250545,86.0,5.75,24.38,1.77,1.77,-0.8957166,-0.029571496,-0.1582546,0.13238403,-0.03041096,0.15507491,0.04812877,-0.15624312,-0.013911219,0.08673331,-0.013157176,-0.022721523,0.07097102,-0.08574455,0.03207419,-0.079427555,-0.07756199,0.042011864,-0.12940925,-0.011571709,0.011753178,-0.013611108,0.046253804,-0.008543849,-0.04152584,0.046309005,-0.099047825,0.020028451,-0.024680205,0.04052851,0.0007453694,0.052729316,-0.09355373,-0.03374752,0.013417301,0.063568935,-0.0064649414,-0.0019059645,0.075540125,0.012447639,0.005429545,0.022359854,-0.022556586,-0.03489601,-0.0001299618,0.007620372,-0.050900187,-0.05138683,0.021433992,0.0089113,0.0,1,0.0
Broad match,B,Friday,0,Nov,0,87,3.9318256327243257,4.042110380829989,4.014539193803573,0.33085424431698973,0.09925627329509569,67.0,5.0,13.97,0.29,0.8699999999999999,-0.84263146,0.38819212,-0.21244818,-0.008872497,0.12256497,-0.13413566,0.14193887,-0.0990394,-0.018988714,-0.073367156,-0.041968457,0.006616989,-0.022543058,-0.0021305361,-0.07205665,0.04723354,-0.0069876737,0.025741015,0.0017700798,0.033016246,0.00065999967,0.021563722,-0.022261845,-0.035436712,0.01325893,0.004561412,0.049804118,-0.01057187,-0.017883826,-0.010811311,0.018110635,-0.028570104,0.017424349,0.024791127,-0.020771526,-0.010060393,-0.017385848,0.041459635,0.011365301,-0.025875242,-0.0046663107,-0.005676258,0.021743666,0.005972624,0.0090016825,0.0058337417,0.032359965,0.030959237,0.015377328,0.005494188,0.0,3,0.0
Broad match,C,Monday,0,Mar,0,210,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,33.0,0.0,0.0,0.88,5.28,-0.8787392,0.32876837,-0.08062013,-0.055568054,-0.013342848,0.107672095,-0.026202237,0.024216937,0.05877853,-0.040150117,-0.060904074,-0.10664589,-0.031364877,0.048310887,0.08636239,-0.007604827,-0.028753197,0.048818056,0.034048893,-0.037590515,0.015897997,0.035817754,0.05830953,-0.054629836,-0.037217196,-0.0037983689,0.04042013,0.027146716,-0.036571443,-0.0042616776,-0.021804003,0.023992857,-0.0019588917,-0.007008903,-0.021221438,-0.08661809,-0.04298192,-0.0036821268,-0.09737127,0.031740442,-0.06739174,-0.033260416,-0.030629538,0.062082916,-0.012402217,-0.058070216,0.014120839,0.07361071,-0.005593163,0.07913912,0.0,6,0.0
Phrase match,B,Tuesday,0,Jan,0,34,2.3978952727983707,3.044522437723423,2.828980049415072,0.0,0.1478004948400118,88.0,4.34,11.78,0.62,2.48,-0.8851171,-0.12384692,-0.22107194,0.2145009,-0.04014,0.14270791,0.041794084,0.10957705,-0.12847522,0.047149505,-0.0584436,-0.014901102,0.03275134,-0.04430933,0.024292424,0.053439073,0.05269341,-0.038638104,-0.04604624,0.07422751,0.06492516,0.039486714,-0.0047079115,-0.058767654,-0.022111937,-0.009266881,-0.020595534,0.03650614,-0.039147865,0.08502393,0.001128612,-0.0067613376,-0.026481314,-0.01612596,-0.0372646,-0.003571276,0.040519204,-0.03663355,0.007915304,-0.0011176382,-0.016932538,-0.0051426324,0.025107907,0.027416777,-0.0070793736,0.011462881,0.004283718,-0.010847117,0.029926496,0.034031346,0.0,4,0.0
Broad match,A,Wednesday,0,Nov,0,75,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,67.0,5.0,13.97,0.65,0.65,-0.84263146,0.38819212,-0.21244818,-0.008872497,0.12256497,-0.13413566,0.14193887,-0.0990394,-0.018988714,-0.073367156,-0.041968457,0.006616989,-0.022543058,-0.0021305361,-0.07205665,0.04723354,-0.0069876737,0.025741015,0.0017700798,0.033016246,0.00065999967,0.021563722,-0.022261845,-0.035436712,0.01325893,0.004561412,0.049804118,-0.01057187,-0.017883826,-0.010811311,0.018110635,-0.028570104,0.017424349,0.024791127,-0.020771526,-0.010060393,-0.017385848,0.041459635,0.011365301,-0.025875242,-0.0046663107,-0.005676258,0.021743666,0.005972624,0.0090016825,0.0058337417,0.032359965,0.030959237,0.015377328,0.005494188,0.0,1,0.0
Exact match,A,Friday,0,Jan,0,17,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,90.0,3.6,6.53,0.98,0.98,-0.8405069,0.4310243,-0.0019488126,-0.050856136,-0.07853855,-0.020669559,-0.065227345,0.06854124,0.15445091,0.03920243,-0.11569561,-0.090944424,-0.05970996,0.0699686,0.043449383,-0.04540408,0.00958593,-0.036335915,-0.0043817647,-0.06253002,0.0873646,-0.035499543,0.024661534,0.031666394,-0.015399089,-0.02806604,0.008294107,-0.04078478,0.04363446,-0.028089581,0.014658082,0.0448756,-0.05200956,0.012118618,0.010334751,-0.02634058,0.0049226973,0.016084548,0.022622366,-0.018448737,-0.016658267,0.016337713,-0.0047562355,0.023177046,0.0010380894,-0.0027270312,0.017681718,-0.0035756696,0.01947926,-0.006365517,0.0,1,0.0
Phrase match,USA,Friday,0,Jan,0,17,7.783640596221253,6.623736644668756,6.755248721519824,0.3281156420302711,-0.07125252977017425,89.0,4.82,14.67,4.94,14.82,-0.83961314,-0.35384378,-0.20237587,-0.085509874,0.08701666,0.25187793,0.056793083,-0.043659706,-0.051655926,0.06365051,-0.02579525,0.042262726,-0.04503661,-0.028197508,0.030940225,0.0025393772,0.025890972,0.030673653,-0.06806563,0.01636504,0.06328205,0.007314257,0.03532062,-0.036871783,0.003345274,-0.015001034,-0.0111643,0.0009820105,-0.026375204,0.05474094,0.041271187,0.01976682,-0.0680846,-0.028903898,-0.033297233,-0.016378941,0.022655366,-0.026113562,0.010570212,0.029279327,-0.027765315,-0.0012852662,-0.024387144,0.013451364,-0.027249178,0.0027968364,-0.008473971,-0.02164636,-0.0030587662,-0.035866458,0.0,3,0.0
Phrase match,USA,Monday,0,Dec,0,56,7.783640596221253,7.783640596221253,7.882723338775882,0.0,-0.02779533803223103,83.0,6.68,24.85,1.51,1.51,-0.8076009,-0.15127608,-0.031130705,-0.15254216,-0.45874196,-0.11610105,0.1083166,0.022193626,-0.07387084,0.088457085,-0.0068396227,0.021285562,-0.005745841,-0.0995395,-0.041274656,-0.013542836,0.04678734,0.03174718,-0.024282193,0.005809456,-0.006237816,-0.02795574,-0.06203046,0.0046305247,0.06953043,-0.015397917,0.0035644749,0.0076858215,-0.05501398,0.03184229,-0.0267833,0.035166595,0.08768783,0.008569336,0.037188105,-0.012078542,-0.033225674,0.03409932,-0.033974156,-0.010472106,-0.012468402,0.004833904,-0.025884356,-0.025723834,0.049684286,0.02161915,0.016993562,-0.03328587,-0.0062233205,-0.023411063,0.0,1,0.0
Exact match,C,Friday,0,Feb,0,213,2.3978952727983707,3.3402901693903906,3.399169620785861,0.0,0.025575219810445984,66.0,2.94,13.84,1.72,1.72,-0.8635399,0.39848396,0.009126183,-0.04374946,-0.07990263,-0.015014322,-0.061988823,0.081878975,0.14555998,0.039240144,-0.106475085,-0.09210678,-0.03580359,0.04514744,0.029857825,-0.049799204,0.023195347,-0.01518047,0.0067642843,-0.06256759,0.06947917,-0.039111562,0.01940534,0.033112183,0.0019335961,-0.042355295,0.014510298,-0.032333758,0.027825758,-0.035590615,0.011971057,0.037612543,-0.049432535,0.025029048,0.014523726,-0.021634284,0.003712213,0.025544472,0.030574564,-0.020351255,-0.010890842,0.01553777,-0.008332274,0.02234473,0.01325396,0.0029444003,0.021608233,-0.0189738,0.013545779,0.004012538,0.0,1,0.0
Phrase match,USA,Monday,0,Dec,0,56,5.14166355650266,4.948759890378168,4.948759890378168,0.0,-1.621584518530165e-16,68.0,1.57,22.51,10.55,10.55,-0.7776608,-0.08777261,-0.08223401,0.0010732355,0.19020915,-0.41008213,0.1400345,0.010078579,-0.053790573,-0.1791156,0.116715714,0.10448511,0.011137709,0.018327381,-0.10918375,-0.015476753,0.009862429,0.041905656,0.059128426,0.034931708,0.058714297,-0.028514551,-0.0538508,0.026991261,-0.07165887,-0.05872331,0.07534669,0.12376122,-0.0066534174,-0.0027842987,0.08216845,0.014408724,-0.014506257,0.011033211,0.09394553,-0.0043856106,0.039179906,-0.010012998,0.007154021,0.07318532,0.025467435,0.018036067,-0.019341184,0.09370505,-0.026590459,-0.048917677,0.005844003,-0.026347842,-0.035216358,0.046017308,0.0,1,0.0
Broad match,B,Wednesday,0,Jan,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.8,-0.7219324,0.42723933,0.058270197,-0.0014486474,0.30546698,-0.32432878,0.08278666,-0.16029955,0.012471015,0.010179916,0.026210582,0.011966954,0.07504113,0.021224938,-0.0005740427,0.12827988,-0.010255418,0.021028703,-0.050952878,0.02171968,-0.049330045,-0.031569913,-0.02161235,-0.0029250826,0.052644935,0.0050826566,0.025934467,-0.010001712,-0.013646583,-0.056130227,0.0073656044,0.004984834,0.01690345,0.0006149126,-0.069532506,0.036050558,-0.03471383,-0.06403352,-0.008227953,0.0028213912,0.03500006,0.03331318,0.055409934,0.010404065,0.018983522,-0.015197538,0.021385977,0.00751552,-0.035453312,-0.06342569,0.0,16,0.0
Phrase match,A,Monday,0,Nov,1,91,8.999742789830492,10.072483741167291,10.206633291912425,-1.2080385713497748,-0.3222359676457518,78.0,3.74,13.2,1.78,7.12,-0.86458623,-0.22411232,-0.2661288,0.09994747,-0.108180135,-0.06979403,-0.116700046,0.12211109,-0.002308895,-0.028107481,0.028648848,-0.054013878,0.0404343,-0.09517273,0.036664587,-0.070931904,-0.043519527,0.12114771,-0.07043023,0.032279707,-0.004376794,0.050444644,-0.055373296,0.06636603,0.0008589304,0.040583674,0.056853075,-0.044260822,0.062001728,-0.018227218,-0.018733414,-0.039513014,-0.0018549141,-0.031651046,0.012536152,-0.022008883,0.049730927,-0.023824863,-0.011708666,-0.00022198563,-0.0031949438,0.035428103,0.008842728,-0.0052569387,-0.011420023,0.004541086,0.03503305,0.015602756,-0.03023662,-0.021837557,0.0,4,0.0
Exact match,USA,Wednesday,0,Dec,1,47,6.78105762593618,8.997273026431634,8.835276515558952,-0.20475233378180135,-0.06060263959735652,80.0,4.81,13.33,2.69,2.69,-0.89385045,0.40056634,-0.026819097,-0.026851378,-0.04426773,0.10295371,-0.041688267,0.009813045,0.06826508,0.03852418,-0.017735109,-0.012833766,0.015896095,-0.049043328,-0.038505048,-0.026087103,-0.01729571,0.055957507,-0.0061886115,0.0037903362,-0.023484021,0.011406742,-0.003650042,0.0188584,-0.020133492,-0.01879789,0.053549856,-0.004924215,0.027243251,-0.012926648,-0.002487386,0.0031853227,0.008778582,0.040482983,-0.010877721,-0.026392281,-0.012270954,0.01644185,0.009358913,-0.013790691,-0.002812547,0.0058890097,7.382296e-05,0.018267328,-0.007876239,-0.006670033,0.020064127,0.004962507,-0.0015957888,0.006929718,0.0,1,0.0
Broad match,USA,Saturday,1,Feb,0,9,3.044522437723423,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,35.0,3.81,14.11,5.94,17.82,-0.8536987,0.37054548,0.04697437,-0.007244504,-0.023862168,0.049436133,-0.085279524,0.12386855,0.016103351,-0.01261153,-0.04299196,-0.108778425,0.016352292,0.029826725,0.036984093,0.027777381,0.046094727,-0.01853321,0.034781378,0.026242893,0.0321449,0.07748277,-0.019476326,-0.039039485,-0.072206765,-0.08058503,0.043042302,0.06463565,-0.0033781198,0.060486145,-0.0033223992,-0.047585044,-0.03228316,0.011989889,0.006204195,0.031890735,0.041826006,0.09062692,-0.07771864,-0.0065430207,-0.020077506,-0.12521957,-0.08901991,-0.030882433,-0.030089837,-0.0058336877,0.070816465,-0.017875154,-0.037427213,-0.02639321,0.0,3,0.0
Phrase match,USA,Friday,0,Jan,0,31,5.968707559985366,5.702467551194242,5.45709798334402,0.0,0.15002522305329916,64.0,3.28,9.96,3.28,3.28,-0.7454173,-0.1620915,0.282963,0.17747718,-0.09493806,-0.041821733,-0.29763147,-0.120955154,-0.0078043113,-0.09241976,-0.2852132,0.1652958,0.096703194,-0.022942333,-0.15044159,0.064025536,-0.0017286299,-0.11834206,-0.044259086,-0.03959491,0.020307321,0.016766107,0.02884776,-0.020229882,0.018583024,0.011091465,-0.02695102,0.01529263,-0.07657948,0.012716079,0.008988845,-0.00950024,-0.0033133193,0.036352392,0.015487537,-0.04338429,0.007197271,-0.042645216,-0.016159076,0.026236499,-0.040184315,-0.031161709,0.026839504,-0.024573067,-0.0192233,-0.014246274,0.0146056535,0.022259621,0.008323948,-0.004976148,0.0,1,0.0
Phrase match,B,Monday,0,Dec,0,70,6.78105762593618,6.823623343729193,6.806597056611989,0.12769715337904053,0.025539430675808276,80.0,8.52,38.89,1.77,3.54,-0.67868716,-0.115257226,-0.070127994,0.15985428,0.27621323,-0.55836624,0.055978395,-0.063368164,0.09205027,-0.046510544,0.08761425,-0.11268582,0.048280947,-0.074196614,-0.031539302,0.04565656,-0.03937585,0.07114777,-0.050844558,0.0316533,-0.052818105,0.006613065,-0.012293679,0.02895236,0.043815516,0.06845631,-0.038971473,-0.013425409,-0.0030159086,-0.017820938,-0.019227449,-0.014708428,-0.015988184,0.048773274,-0.03856418,0.025277793,-0.060724683,-0.09759737,0.010375165,0.00010635278,0.097428694,0.03144591,0.055117294,-0.025805896,0.021572331,0.030598216,0.02197364,0.0136358375,-0.019301487,0.023175273,0.0,2,0.0
Exact match,USA,Sunday,1,Sep,0,8,6.580639137284949,6.866189061522206,6.7902202622873205,0.0,0.04636664837102935,75.0,3.39,22.42,8.39,8.39,-0.67366064,-0.35991743,-0.021742035,-0.3770065,0.016775852,-0.09447638,0.056712214,0.0058598365,0.21367301,0.06705033,-0.24189022,-0.1788905,-0.0025346114,0.1287233,0.04315234,-0.07576538,-0.039302178,-0.17753392,0.039249755,-0.0329362,0.122047305,-0.035513125,0.027766667,0.021950817,0.038044084,-0.034744263,-0.038016055,-0.042454068,0.06938281,0.013953417,-0.015376112,0.037459128,-0.039066136,-0.06531556,0.080837265,-0.017644653,0.045596063,-0.005620705,-0.026218796,0.025998976,-0.018274954,0.05170205,-0.010513525,-0.009731909,0.056201696,-0.036941566,0.024228118,0.039440166,0.02903114,-0.06520509,0.0,1,0.0
Phrase match,B,Saturday,1,Dec,0,65,2.3978952727983707,3.044522437723423,2.7858715717534017,0.0,0.19398814947751578,88.0,4.34,11.78,0.82,3.28,-0.8851171,-0.12384692,-0.22107194,0.2145009,-0.04014,0.14270791,0.041794084,0.10957705,-0.12847522,0.047149505,-0.0584436,-0.014901102,0.03275134,-0.04430933,0.024292424,0.053439073,0.05269341,-0.038638104,-0.04604624,0.07422751,0.06492516,0.039486714,-0.0047079115,-0.058767654,-0.022111937,-0.009266881,-0.020595534,0.03650614,-0.039147865,0.08502393,0.001128612,-0.0067613376,-0.026481314,-0.01612596,-0.0372646,-0.003571276,0.040519204,-0.03663355,0.007915304,-0.0011176382,-0.016932538,-0.0051426324,0.025107907,0.027416777,-0.0070793736,0.011462881,0.004283718,-0.010847117,0.029926496,0.034031346,0.0,4,0.0
Broad match,USA,Tuesday,0,Jul,0,69,7.783640596221253,8.189007994091,8.116935402360781,0.0,-0.032425649602129625,18.0,1.43,7.34,4.69,9.38,-0.28663823,-0.05146592,0.23225331,-0.34324348,-0.52562827,-0.22486162,0.016542941,-0.08480363,-0.09988791,0.15075645,0.21735075,0.17828053,-0.17121038,0.0666115,-0.15169743,0.10679575,-0.03605922,-0.02227877,-0.046604775,-0.05212499,-0.056411985,-0.040058643,-0.06175859,-0.050191335,-0.00913871,0.010117787,0.16387783,-0.06065009,0.2564531,0.1325932,-0.01953951,-0.14094311,-0.14686875,0.10223897,-0.008828853,0.07384594,0.10916466,-0.040802095,0.022875702,0.034453534,-0.036534738,-0.023996864,0.07830105,0.081660844,0.0043447255,0.04470606,-0.03057277,0.07380634,0.03376486,-0.0015849231,0.0,2,0.0
Exact match,C,Thursday,0,Jan,0,11,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,90.0,3.6,6.53,1.06,1.06,-0.8405069,0.4310243,-0.0019488126,-0.050856136,-0.07853855,-0.020669559,-0.065227345,0.06854124,0.15445091,0.03920243,-0.11569561,-0.090944424,-0.05970996,0.0699686,0.043449383,-0.04540408,0.00958593,-0.036335915,-0.0043817647,-0.06253002,0.0873646,-0.035499543,0.024661534,0.031666394,-0.015399089,-0.02806604,0.008294107,-0.04078478,0.04363446,-0.028089581,0.014658082,0.0448756,-0.05200956,0.012118618,0.010334751,-0.02634058,0.0049226973,0.016084548,0.022622366,-0.018448737,-0.016658267,0.016337713,-0.0047562355,0.023177046,0.0010380894,-0.0027270312,0.017681718,-0.0035756696,0.01947926,-0.006365517,0.0,1,0.0
Phrase match,C,Wednesday,0,Mar,0,208,8.999742789830492,8.99837008754726,8.897361480792322,-0.2006482512920229,0.040482310268488995,85.0,4.18,13.54,1.84,3.68,-0.7444792,-0.48030823,-0.0069805803,-0.20412967,0.2383555,0.03924716,-0.17288543,0.07742886,0.09426024,0.022159595,0.054612465,0.0524311,-0.075999685,-0.046359107,-0.040372573,-0.049447052,0.05566435,0.15009606,-0.060836103,0.009207793,0.06670658,0.05279343,-0.028054662,0.062043384,0.031126305,-0.009273103,0.02542333,-0.022319078,-0.031631794,0.007916389,-0.013342639,-0.008640481,-0.00046411343,-0.009674258,-0.044172212,0.0011734172,0.0041302633,0.0022928473,0.014942767,-0.0059308223,0.017503485,0.029801877,-0.02700634,-0.03941932,0.013489444,-0.013926857,-0.0015628114,0.017329227,0.020550612,0.016837146,0.0,2,0.0
Exact match,USA,Friday,0,Jan,0,17,3.9318256327243257,4.445389688756101,4.298892408845876,1.2098379237783345,0.12556909706590652,62.0,5.16,13.59,2.26,2.26,-0.87481266,0.35599336,-0.0785928,-0.076619804,0.037190847,0.15734822,-0.039692607,-0.07245628,0.03476342,0.03327603,0.005736455,0.08953317,-0.0009881902,-0.05728291,0.110600464,-0.026484126,0.033971705,0.01861435,0.013779642,0.036596432,-0.016973203,0.020464383,0.012296992,0.004653032,-0.023483483,-0.022948947,-0.014043885,-0.06365865,0.10231847,-0.026258515,-0.035070766,0.02235361,0.035974946,-0.030077668,-0.021797834,-0.016266676,-0.0072550937,-0.0086568445,-0.065000705,0.041818783,-0.021610929,0.035984267,0.024964193,-0.0011652033,-0.010961473,0.011395176,0.014554104,0.030051786,-0.035635486,0.013756011,0.0,1,0.0
Exact match,USA,Monday,0,Nov,0,77,2.3978952727983707,2.828980049415072,2.88286564649216,0.6466271649250523,-0.06466271649250568,73.0,5.02,13.76,29.56,59.12,-0.86263025,0.3980305,-0.06416782,-0.06553223,-0.0009030377,0.17883533,-0.020802109,0.10551282,-0.046441417,-0.06552175,-0.009432659,0.023840312,0.022969294,-0.057062548,0.057307117,0.002511927,0.02383113,0.0057771825,-0.019821128,-0.012870898,0.016935693,-0.0047358875,0.021278363,0.028827913,-0.051332932,0.033945393,-0.04960184,0.034285862,-0.008420751,0.08159485,0.00019097076,-0.01680775,0.00783676,-0.021168016,-0.045246366,-0.026885066,0.023764856,-0.06933605,0.009987258,-0.011777499,0.0063942545,0.046306416,0.04406068,0.010562289,-0.0052265087,-0.0035672993,-0.0018928486,-0.024406644,0.017141622,-0.007074834,0.0,2,0.0
Phrase match,USA,Monday,0,Dec,0,42,4.51085950651685,4.577083071448678,4.762921480913423,-0.19867069479548416,-0.09557403915329772,80.0,6.34,22.72,1.32,19.8,-0.83090436,-0.21184501,-0.15050258,-0.11202745,-0.33035472,-0.18532336,-0.05041544,0.131774,-0.07829399,-0.018933628,0.048729546,-0.021477073,-0.020959765,-0.01996285,0.10663749,-0.026434816,-0.043276414,0.09844232,-0.120272666,0.021385945,0.0051340177,0.028591476,-0.056610893,-0.019216718,0.026051523,-0.010646032,-0.01496502,-0.039971206,0.0062416177,-0.0020950965,-0.0052666953,-0.03730888,0.006268678,-0.039008565,0.024409648,-0.009104964,0.015659684,0.005875607,-0.025568103,-0.015692433,0.014793593,0.012128045,0.00760099,-0.017660655,0.010663558,0.054906387,0.035288468,0.0054508965,-0.01873821,-0.0031710216,400.0,15,26.666666666666668
Phrase match,A,Tuesday,0,Feb,0,216,8.999742789830492,9.468430363732297,9.770457052449794,0.40205898391467443,-0.20140129898373874,78.0,3.74,13.2,4.77,14.309999999999999,-0.86458623,-0.22411232,-0.2661288,0.09994747,-0.108180135,-0.06979403,-0.116700046,0.12211109,-0.002308895,-0.028107481,0.028648848,-0.054013878,0.0404343,-0.09517273,0.036664587,-0.070931904,-0.043519527,0.12114771,-0.07043023,0.032279707,-0.004376794,0.050444644,-0.055373296,0.06636603,0.0008589304,0.040583674,0.056853075,-0.044260822,0.062001728,-0.018227218,-0.018733414,-0.039513014,-0.0018549141,-0.031651046,0.012536152,-0.022008883,0.049730927,-0.023824863,-0.011708666,-0.00022198563,-0.0031949438,0.035428103,0.008842728,-0.0052569387,-0.011420023,0.004541086,0.03503305,0.015602756,-0.03023662,-0.021837557,0.0,3,0.0
Broad match,B,Tuesday,0,Nov,0,97,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,62.0,1.88,6.47,0.35,0.7,-0.37538022,-0.2525494,0.06872394,-0.331641,-0.4753486,-0.058274157,0.10832121,-0.19235232,0.04384329,-0.22695626,0.20372601,0.041225247,-0.03340502,-0.00405816,0.1760052,0.10060816,0.15651555,-0.1287904,-0.073744245,0.059688408,-0.080338985,-0.06701471,-0.059729926,-0.075795665,-0.2817204,0.09094183,0.071457624,0.05544113,-0.047288932,-0.07164138,0.12770602,0.115353726,0.06588035,-0.005921535,-0.096833795,-0.099875815,-0.12300285,0.056647655,0.060588058,-0.0378807,0.006432771,-0.011086362,-0.043586034,-0.077122055,0.03949363,-0.023240723,-0.022066612,-0.002297939,0.014960912,-0.050040785,200.0,2,100.0
Phrase match,A,Sunday,1,Jan,0,36,8.999742789830492,9.133508290691841,9.166949665907177,-0.2006482512920229,-0.028664035898860955,85.0,4.18,13.54,1.43,5.72,-0.7054561,-0.49252114,0.010815423,-0.23784932,0.27537796,0.07426235,-0.18323167,0.101239905,0.058045577,0.0055833333,0.036495235,0.039206095,-0.1263582,-0.011695988,-0.054986924,-0.0064889207,0.051043883,0.121577755,-0.05218241,0.01609048,0.111548156,0.025267202,-0.011286782,0.033257138,0.022905177,-0.022812746,-0.013324963,-0.028471,-0.071316734,0.0072228075,-0.011060108,-0.020023435,0.034999758,0.009897887,-0.029813085,0.01720793,-0.016608095,-0.015054869,-0.0060587865,-0.036412854,-0.0048789196,0.010177569,-0.007343542,-0.049637824,0.0458962,0.018633984,-0.017146602,0.011405385,0.0079235425,-0.01090771,0.0,4,0.0
