Campaign,Hour of the day,Clicks
System Engineering - FL18 - Other B - Revamped,1,0
System Engineering - SP19 - US - Broad,1,0
System Engineering - SP19 - Other A - Broad,1,0
System Engineering - SP19 - Other B - Broad,1,0
System Engineering - SP19 - Other A - BMM,1,0
System Engineering - SP19 - Other B - Phrase,1,0
System Engineering - SP19 - Other B - Exact,1,0
System Engineering - SP19 - US - Exact,1,0
System Engineering - SP19 - Other A - Exact,1,0
System Engineering - SP19 - Other A - Phrase,1,0
System Engineering - SP19 - US - BMM,1,0
System Engineering - SP19 - US - Phrase,1,0
System Engineering - SP19 - Other B - BMM,1,0
Program - SysEng - Run 21 - Search - Lead Gen - US,1,"2,134"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,1,"1,543"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,1,"3,098"
Lifetime Campaign - System Engineering - C (Run 12 SU21),1,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,1,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,1,673
Program - SysEng - Run 22 - Search - Lead Gen - A,1,295
Program - SysEng - Run 22 - Search - Lead Gen - B,1,267
Program - SysEng - Run 22 - Search - Lead Gen - C,1,801
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),1,519
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),1,293
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),1,"1,371"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),1,417
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),1,446
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),1,218
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),1,307
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),1,214
Program - SysEng - Run 24 - Search - Remarketing - B,1,10
Program - SysEng - Run 24 - Search - Remarketing - C,1,16
Program - SysEng - Run 24 - Search - Remarketing - A,1,8
Program - SysEng - Run 24 - Search - Remarketing - US + CA,1,15
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),1,52
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),1,28
Program - SysEng - Run 26 - Search - Prospecting - USA,1,325
Program - SysEng - Run 26 - Search - Prospecting - A,1,174
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,1,73
Program - SysEng - Run 26 - Search - Prospecting - B,1,212
Program - SysEng - Run 26 - Search - Prospecting - C,1,499
Sysengx3 - Run 2 - Text - US,2,0
Sysengx3 - Run 2 - Other - Text,2,0
Systems Engineering Program - Run 3 - US - Text,2,0
Systems Engineering Program - Run 3 - Other - Text,2,0
Sysengx - Run 4 - Other (SEM),2,0
Sysengx - Run 4 - US (SEM),2,0
Sysengx - Run 4 - US - Remarketing,2,0
Sysengx - Run 4 - Other B - Remarketing,2,0
Sysengx - Run 4 - Other A - Remarketing,2,0
Syseng - FL18 - US,2,0
Syseng - FL18 - Other A,2,0
Syseng - FL18 - Other B,2,0
System Engineering - FL18 - US - Revamped,2,0
System Engineering - FL18 - Other A - Revamped,2,0
System Engineering - FL18 - Other B - Revamped,2,0
System Engineering - SP19 - US - Broad,2,0
System Engineering - SP19 - Other A - Broad,2,0
System Engineering - SP19 - Other B - Broad,2,0
System Engineering - SP19 - Other A - BMM,2,0
System Engineering - SP19 - Other B - Phrase,2,0
System Engineering - SP19 - Other B - Exact,2,0
System Engineering - SP19 - US - Exact,2,0
System Engineering - SP19 - Other A - Exact,2,0
System Engineering - SP19 - Other A - Phrase,2,0
System Engineering - SP19 - US - BMM,2,0
System Engineering - SP19 - US - Phrase,2,0
System Engineering - SP19 - Other B - BMM,2,0
Program - SysEng - Run 21 - Search - Lead Gen - US,2,"1,602"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,2,"1,729"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,2,"3,915"
Lifetime Campaign - System Engineering - C (Run 12 SU21),2,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,2,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,2,503
Program - SysEng - Run 22 - Search - Lead Gen - A,2,316
Program - SysEng - Run 22 - Search - Lead Gen - B,2,365
Program - SysEng - Run 22 - Search - Lead Gen - C,2,793
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),2,360
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),2,219
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),2,"1,202"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),2,471
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),2,417
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),2,256
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),2,369
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),2,277
Program - SysEng - Run 24 - Search - Remarketing - B,2,9
Program - SysEng - Run 24 - Search - Remarketing - C,2,8
Program - SysEng - Run 24 - Search - Remarketing - A,2,3
Program - SysEng - Run 24 - Search - Remarketing - US + CA,2,6
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),2,23
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),2,17
Program - SysEng - Run 26 - Search - Prospecting - USA,2,208
Program - SysEng - Run 26 - Search - Prospecting - A,2,199
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,2,61
Program - SysEng - Run 26 - Search - Prospecting - B,2,268
Program - SysEng - Run 26 - Search - Prospecting - C,2,445
Sysengx3 - Run 2 - Text - US,3,0
Sysengx3 - Run 2 - Other - Text,3,0
Systems Engineering Program - Run 3 - US - Text,3,0
Systems Engineering Program - Run 3 - Other - Text,3,0
Sysengx - Run 4 - Other (SEM),3,0
Sysengx - Run 4 - US (SEM),3,0
Sysengx - Run 4 - US - Remarketing,3,0
Sysengx - Run 4 - Other B - Remarketing,3,0
Sysengx - Run 4 - Other A - Remarketing,3,0
Syseng - FL18 - US,3,0
Syseng - FL18 - Other A,3,0
Syseng - FL18 - Other B,3,0
System Engineering - FL18 - US - Revamped,3,0
System Engineering - FL18 - Other A - Revamped,3,0
System Engineering - FL18 - Other B - Revamped,3,0
System Engineering - SP19 - US - Broad,3,0
System Engineering - SP19 - Other A - Broad,3,0
System Engineering - SP19 - Other B - Broad,3,0
System Engineering - SP19 - Other A - BMM,3,0
System Engineering - SP19 - Other B - Phrase,3,0
System Engineering - SP19 - Other B - Exact,3,0
System Engineering - SP19 - US - Exact,3,0
System Engineering - SP19 - Other A - Exact,3,0
System Engineering - SP19 - Other A - Phrase,3,0
System Engineering - SP19 - US - BMM,3,0
System Engineering - SP19 - US - Phrase,3,0
System Engineering - SP19 - Other B - BMM,3,0
Program - SysEng - Run 21 - Search - Lead Gen - US,3,"1,103"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,3,"1,732"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,3,"4,778"
Lifetime Campaign - System Engineering - C (Run 12 SU21),3,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,3,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,3,354
Program - SysEng - Run 22 - Search - Lead Gen - A,3,427
Program - SysEng - Run 22 - Search - Lead Gen - B,3,401
Program - SysEng - Run 22 - Search - Lead Gen - C,3,699
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),3,256
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),3,142
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),3,"1,073"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),3,568
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),3,331
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),3,277
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),3,465
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),3,272
Program - SysEng - Run 24 - Search - Remarketing - B,3,13
Program - SysEng - Run 24 - Search - Remarketing - C,3,13
Program - SysEng - Run 24 - Search - Remarketing - A,3,9
Program - SysEng - Run 24 - Search - Remarketing - US + CA,3,6
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),3,26
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),3,10
Program - SysEng - Run 26 - Search - Prospecting - USA,3,170
Program - SysEng - Run 26 - Search - Prospecting - A,3,262
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,3,37
Program - SysEng - Run 26 - Search - Prospecting - B,3,329
Program - SysEng - Run 26 - Search - Prospecting - C,3,391
Sysengx3 - Run 2 - Text - US,4,0
Sysengx3 - Run 2 - Other - Text,4,0
Systems Engineering Program - Run 3 - US - Text,4,0
Systems Engineering Program - Run 3 - Other - Text,4,0
Sysengx - Run 4 - Other (SEM),4,0
Sysengx - Run 4 - US (SEM),4,0
Sysengx - Run 4 - US - Remarketing,4,0
Sysengx - Run 4 - Other B - Remarketing,4,0
Sysengx - Run 4 - Other A - Remarketing,4,0
Syseng - FL18 - US,4,0
Syseng - FL18 - Other A,4,0
Syseng - FL18 - Other B,4,0
System Engineering - FL18 - US - Revamped,4,0
System Engineering - FL18 - Other A - Revamped,4,0
System Engineering - FL18 - Other B - Revamped,4,0
System Engineering - SP19 - US - Broad,4,0
System Engineering - SP19 - Other A - Broad,4,0
System Engineering - SP19 - Other B - Broad,4,0
System Engineering - SP19 - Other A - BMM,4,0
System Engineering - SP19 - Other B - Phrase,4,0
System Engineering - SP19 - Other B - Exact,4,0
System Engineering - SP19 - US - Exact,4,0
System Engineering - SP19 - Other A - Exact,4,0
System Engineering - SP19 - Other A - Phrase,4,0
System Engineering - SP19 - US - BMM,4,0
System Engineering - SP19 - US - Phrase,4,0
System Engineering - SP19 - Other B - BMM,4,0
Program - SysEng - Run 21 - Search - Lead Gen - US,4,860
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,4,"1,744"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,4,"5,268"
Lifetime Campaign - System Engineering - C (Run 12 SU21),4,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,4,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,4,292
Program - SysEng - Run 22 - Search - Lead Gen - A,4,436
Program - SysEng - Run 22 - Search - Lead Gen - B,4,446
Program - SysEng - Run 22 - Search - Lead Gen - C,4,651
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),4,190
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),4,123
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),4,"1,047"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),4,532
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),4,378
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),4,320
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),4,506
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),4,283
Program - SysEng - Run 24 - Search - Remarketing - B,4,5
Program - SysEng - Run 24 - Search - Remarketing - C,4,8
Program - SysEng - Run 24 - Search - Remarketing - A,4,7
Program - SysEng - Run 24 - Search - Remarketing - US + CA,4,4
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),4,23
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),4,4
Program - SysEng - Run 26 - Search - Prospecting - USA,4,117
Program - SysEng - Run 26 - Search - Prospecting - A,4,265
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,4,16
Program - SysEng - Run 26 - Search - Prospecting - B,4,293
Program - SysEng - Run 26 - Search - Prospecting - C,4,385
Sysengx3 - Run 2 - Text - US,5,0
Sysengx3 - Run 2 - Other - Text,5,0
Systems Engineering Program - Run 3 - US - Text,5,0
Systems Engineering Program - Run 3 - Other - Text,5,0
Sysengx - Run 4 - Other (SEM),5,0
Sysengx - Run 4 - US (SEM),5,0
Sysengx - Run 4 - US - Remarketing,5,0
Sysengx - Run 4 - Other B - Remarketing,5,0
Sysengx - Run 4 - Other A - Remarketing,5,0
Syseng - FL18 - US,5,0
Syseng - FL18 - Other A,5,0
Syseng - FL18 - Other B,5,0
System Engineering - FL18 - US - Revamped,5,0
System Engineering - FL18 - Other A - Revamped,5,0
System Engineering - FL18 - Other B - Revamped,5,0
System Engineering - SP19 - US - Broad,5,0
System Engineering - SP19 - Other A - Broad,5,0
System Engineering - SP19 - Other B - Broad,5,0
System Engineering - SP19 - Other A - BMM,5,0
System Engineering - SP19 - Other B - Phrase,5,0
System Engineering - SP19 - Other B - Exact,5,0
System Engineering - SP19 - US - Exact,5,0
System Engineering - SP19 - Other A - Exact,5,0
System Engineering - SP19 - Other A - Phrase,5,0
System Engineering - SP19 - US - BMM,5,0
System Engineering - SP19 - US - Phrase,5,0
System Engineering - SP19 - Other B - BMM,5,0
Program - SysEng - Run 21 - Search - Lead Gen - US,5,866
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,5,"1,965"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,5,"5,361"
Lifetime Campaign - System Engineering - C (Run 12 SU21),5,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,5,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,5,277
Program - SysEng - Run 22 - Search - Lead Gen - A,5,394
Program - SysEng - Run 22 - Search - Lead Gen - B,5,413
Program - SysEng - Run 22 - Search - Lead Gen - C,5,640
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),5,167
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),5,96
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),5,"1,001"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),5,586
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),5,374
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),5,316
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),5,504
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),5,294
Program - SysEng - Run 24 - Search - Remarketing - B,5,7
Program - SysEng - Run 24 - Search - Remarketing - C,5,14
Program - SysEng - Run 24 - Search - Remarketing - A,5,2
Program - SysEng - Run 24 - Search - Remarketing - US + CA,5,4
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),5,15
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),5,8
Program - SysEng - Run 26 - Search - Prospecting - USA,5,113
Program - SysEng - Run 26 - Search - Prospecting - A,5,284
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,5,22
Program - SysEng - Run 26 - Search - Prospecting - B,5,314
Program - SysEng - Run 26 - Search - Prospecting - C,5,441
Sysengx3 - Run 2 - Text - US,6,0
Sysengx3 - Run 2 - Other - Text,6,0
Systems Engineering Program - Run 3 - US - Text,6,0
Systems Engineering Program - Run 3 - Other - Text,6,0
Sysengx - Run 4 - Other (SEM),6,0
Sysengx - Run 4 - US (SEM),6,0
Sysengx - Run 4 - US - Remarketing,6,0
Sysengx - Run 4 - Other B - Remarketing,6,0
Sysengx - Run 4 - Other A - Remarketing,6,0
Syseng - FL18 - US,6,0
Syseng - FL18 - Other A,6,0
Syseng - FL18 - Other B,6,0
System Engineering - FL18 - US - Revamped,6,0
System Engineering - FL18 - Other A - Revamped,6,0
System Engineering - FL18 - Other B - Revamped,6,0
System Engineering - SP19 - US - Broad,6,0
System Engineering - SP19 - Other A - Broad,6,0
System Engineering - SP19 - Other B - Broad,6,0
System Engineering - SP19 - Other A - BMM,6,0
System Engineering - SP19 - Other B - Phrase,6,0
System Engineering - SP19 - Other B - Exact,6,0
System Engineering - SP19 - US - Exact,6,0
System Engineering - SP19 - Other A - Exact,6,0
System Engineering - SP19 - Other A - Phrase,6,0
System Engineering - SP19 - US - BMM,6,0
System Engineering - SP19 - US - Phrase,6,0
System Engineering - SP19 - Other B - BMM,6,0
Program - SysEng - Run 21 - Search - Lead Gen - US,6,"1,056"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,6,"2,066"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,6,"5,186"
Lifetime Campaign - System Engineering - C (Run 12 SU21),6,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,6,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,6,315
Program - SysEng - Run 22 - Search - Lead Gen - A,6,370
Program - SysEng - Run 22 - Search - Lead Gen - B,6,484
Program - SysEng - Run 22 - Search - Lead Gen - C,6,617
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),6,241
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),6,130
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),6,"1,010"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),6,607
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),6,391
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),6,269
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),6,425
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),6,300
Program - SysEng - Run 24 - Search - Remarketing - B,6,20
Program - SysEng - Run 24 - Search - Remarketing - C,6,9
Program - SysEng - Run 24 - Search - Remarketing - A,6,8
Program - SysEng - Run 24 - Search - Remarketing - US + CA,6,6
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),6,30
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),6,8
Program - SysEng - Run 26 - Search - Prospecting - USA,6,135
Program - SysEng - Run 26 - Search - Prospecting - A,6,260
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,6,29
Program - SysEng - Run 26 - Search - Prospecting - B,6,357
Program - SysEng - Run 26 - Search - Prospecting - C,6,406
Sysengx3 - Run 2 - Text - US,7,0
Sysengx3 - Run 2 - Other - Text,7,0
Systems Engineering Program - Run 3 - US - Text,7,0
Systems Engineering Program - Run 3 - Other - Text,7,0
Sysengx - Run 4 - Other (SEM),7,0
Sysengx - Run 4 - US (SEM),7,0
Sysengx - Run 4 - US - Remarketing,7,0
Sysengx - Run 4 - Other B - Remarketing,7,0
Sysengx - Run 4 - Other A - Remarketing,7,0
Syseng - FL18 - US,7,0
Syseng - FL18 - Other A,7,0
Syseng - FL18 - Other B,7,0
System Engineering - FL18 - US - Revamped,7,0
System Engineering - FL18 - Other A - Revamped,7,0
System Engineering - FL18 - Other B - Revamped,7,0
System Engineering - SP19 - US - Broad,7,0
System Engineering - SP19 - Other A - Broad,7,0
System Engineering - SP19 - Other B - Broad,7,0
System Engineering - SP19 - Other A - BMM,7,0
System Engineering - SP19 - Other B - Phrase,7,0
System Engineering - SP19 - Other B - Exact,7,0
System Engineering - SP19 - US - Exact,7,0
System Engineering - SP19 - Other A - Exact,7,0
System Engineering - SP19 - Other A - Phrase,7,0
System Engineering - SP19 - US - BMM,7,0
System Engineering - SP19 - US - Phrase,7,0
System Engineering - SP19 - Other B - BMM,7,0
Program - SysEng - Run 21 - Search - Lead Gen - US,7,"1,561"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,7,"2,511"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,7,"5,424"
Lifetime Campaign - System Engineering - C (Run 12 SU21),7,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,7,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,7,529
Program - SysEng - Run 22 - Search - Lead Gen - A,7,389
Program - SysEng - Run 22 - Search - Lead Gen - B,7,519
Program - SysEng - Run 22 - Search - Lead Gen - C,7,677
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),7,355
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),7,211
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),7,"1,024"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),7,682
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),7,405
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),7,247
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),7,471
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),7,332
Program - SysEng - Run 24 - Search - Remarketing - B,7,10
Program - SysEng - Run 24 - Search - Remarketing - C,7,7
Program - SysEng - Run 24 - Search - Remarketing - A,7,5
Program - SysEng - Run 24 - Search - Remarketing - US + CA,7,7
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),7,28
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),7,21
Program - SysEng - Run 26 - Search - Prospecting - USA,7,223
Program - SysEng - Run 26 - Search - Prospecting - A,7,278
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,7,40
Program - SysEng - Run 26 - Search - Prospecting - B,7,358
Program - SysEng - Run 26 - Search - Prospecting - C,7,468
Sysengx3 - Run 2 - Text - US,8,0
Sysengx3 - Run 2 - Other - Text,8,0
Systems Engineering Program - Run 3 - US - Text,8,0
Systems Engineering Program - Run 3 - Other - Text,8,0
Sysengx - Run 4 - Other (SEM),8,0
Sysengx - Run 4 - US (SEM),8,0
Sysengx - Run 4 - US - Remarketing,8,0
Sysengx - Run 4 - Other B - Remarketing,8,0
Sysengx - Run 4 - Other A - Remarketing,8,0
Syseng - FL18 - US,8,0
Syseng - FL18 - Other A,8,0
Syseng - FL18 - Other B,8,0
System Engineering - FL18 - US - Revamped,8,0
System Engineering - FL18 - Other A - Revamped,8,0
System Engineering - FL18 - Other B - Revamped,8,0
System Engineering - SP19 - US - Broad,8,0
System Engineering - SP19 - Other A - Broad,8,0
System Engineering - SP19 - Other B - Broad,8,0
System Engineering - SP19 - Other A - BMM,8,0
System Engineering - SP19 - Other B - Phrase,8,0
System Engineering - SP19 - Other B - Exact,8,0
System Engineering - SP19 - US - Exact,8,0
System Engineering - SP19 - Other A - Exact,8,0
System Engineering - SP19 - Other A - Phrase,8,0
System Engineering - SP19 - US - BMM,8,0
System Engineering - SP19 - US - Phrase,8,0
System Engineering - SP19 - Other B - BMM,8,0
Program - SysEng - Run 21 - Search - Lead Gen - US,8,"2,635"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,8,"2,942"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,8,"5,718"
Lifetime Campaign - System Engineering - C (Run 12 SU21),8,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,8,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,8,812
Program - SysEng - Run 22 - Search - Lead Gen - A,8,417
Program - SysEng - Run 22 - Search - Lead Gen - B,8,511
Program - SysEng - Run 22 - Search - Lead Gen - C,8,707
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),8,627
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),8,338
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),8,"1,235"
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),8,710
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),8,479
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),8,286
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),8,517
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),8,375
Program - SysEng - Run 24 - Search - Remarketing - B,8,9
Program - SysEng - Run 24 - Search - Remarketing - C,8,14
Program - SysEng - Run 24 - Search - Remarketing - A,8,8
Program - SysEng - Run 24 - Search - Remarketing - US + CA,8,11
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),8,63
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),8,20
Program - SysEng - Run 26 - Search - Prospecting - USA,8,350
Program - SysEng - Run 26 - Search - Prospecting - A,8,255
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,8,85
Program - SysEng - Run 26 - Search - Prospecting - B,8,383
