Campaign,Hour of the day,Clicks
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,17,110
Program - SysEng - Run 26 - Search - Prospecting - B,17,271
Program - SysEng - Run 26 - Search - Prospecting - C,17,104
Sysengx3 - Run 2 - Text - US,18,0
Sysengx3 - Run 2 - Other - Text,18,0
Systems Engineering Program - Run 3 - US - Text,18,0
Systems Engineering Program - Run 3 - Other - Text,18,0
Sysengx - Run 4 - Other (SEM),18,0
Sysengx - Run 4 - US (SEM),18,0
Sysengx - Run 4 - US - Remarketing,18,0
Sysengx - Run 4 - Other B - Remarketing,18,0
Sysengx - Run 4 - Other A - Remarketing,18,0
Syseng - FL18 - US,18,0
Syseng - FL18 - Other A,18,0
Syseng - FL18 - Other B,18,0
System Engineering - FL18 - US - Revamped,18,0
System Engineering - FL18 - Other A - Revamped,18,0
System Engineering - FL18 - Other B - Revamped,18,0
System Engineering - SP19 - US - Broad,18,0
System Engineering - SP19 - Other A - Broad,18,0
System Engineering - SP19 - Other B - Broad,18,0
System Engineering - SP19 - Other A - BMM,18,0
System Engineering - SP19 - Other B - Phrase,18,0
System Engineering - SP19 - Other B - Exact,18,0
System Engineering - SP19 - US - Exact,18,0
System Engineering - SP19 - Other A - Exact,18,0
System Engineering - SP19 - Other A - Phrase,18,0
System Engineering - SP19 - US - BMM,18,0
System Engineering - SP19 - US - Phrase,18,0
System Engineering - SP19 - Other B - BMM,18,0
Program - SysEng - Run 21 - Search - Lead Gen - US,18,"3,829"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,18,"2,050"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,18,"4,075"
Lifetime Campaign - System Engineering - C (Run 12 SU21),18,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,18,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,18,"1,212"
Program - SysEng - Run 22 - Search - Lead Gen - A,18,259
Program - SysEng - Run 22 - Search - Lead Gen - B,18,314
Program - SysEng - Run 22 - Search - Lead Gen - C,18,136
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),18,951
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),18,411
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),18,184
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),18,346
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),18,105
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),18,205
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),18,281
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),18,183
Program - SysEng - Run 24 - Search - Remarketing - B,18,2
Program - SysEng - Run 24 - Search - Remarketing - C,18,7
Program - SysEng - Run 24 - Search - Remarketing - A,18,6
Program - SysEng - Run 24 - Search - Remarketing - US + CA,18,16
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),18,53
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),18,29
Program - SysEng - Run 26 - Search - Prospecting - USA,18,634
Program - SysEng - Run 26 - Search - Prospecting - A,18,181
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,18,114
Program - SysEng - Run 26 - Search - Prospecting - B,18,219
Program - SysEng - Run 26 - Search - Prospecting - C,18,102
Sysengx3 - Run 2 - Text - US,19,0
Sysengx3 - Run 2 - Other - Text,19,0
Systems Engineering Program - Run 3 - US - Text,19,0
Systems Engineering Program - Run 3 - Other - Text,19,0
Sysengx - Run 4 - Other (SEM),19,0
Sysengx - Run 4 - US (SEM),19,0
Sysengx - Run 4 - US - Remarketing,19,0
Sysengx - Run 4 - Other B - Remarketing,19,0
Sysengx - Run 4 - Other A - Remarketing,19,0
Syseng - FL18 - US,19,0
Syseng - FL18 - Other A,19,0
Syseng - FL18 - Other B,19,0
System Engineering - FL18 - US - Revamped,19,0
System Engineering - FL18 - Other A - Revamped,19,0
System Engineering - FL18 - Other B - Revamped,19,0
System Engineering - SP19 - US - Broad,19,0
System Engineering - SP19 - Other A - Broad,19,0
System Engineering - SP19 - Other B - Broad,19,0
System Engineering - SP19 - Other A - BMM,19,0
System Engineering - SP19 - Other B - Phrase,19,0
System Engineering - SP19 - Other B - Exact,19,0
System Engineering - SP19 - US - Exact,19,0
System Engineering - SP19 - Other A - Exact,19,0
System Engineering - SP19 - Other A - Phrase,19,0
System Engineering - SP19 - US - BMM,19,0
System Engineering - SP19 - US - Phrase,19,0
System Engineering - SP19 - Other B - BMM,19,0
Program - SysEng - Run 21 - Search - Lead Gen - US,19,"3,782"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,19,"2,060"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,19,"2,852"
Lifetime Campaign - System Engineering - C (Run 12 SU21),19,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,19,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,19,"1,197"
Program - SysEng - Run 22 - Search - Lead Gen - A,19,179
Program - SysEng - Run 22 - Search - Lead Gen - B,19,227
Program - SysEng - Run 22 - Search - Lead Gen - C,19,112
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),19,913
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),19,353
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),19,224
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),19,268
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),19,122
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),19,170
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),19,246
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),19,118
Program - SysEng - Run 24 - Search - Remarketing - B,19,5
Program - SysEng - Run 24 - Search - Remarketing - C,19,12
Program - SysEng - Run 24 - Search - Remarketing - A,19,9
Program - SysEng - Run 24 - Search - Remarketing - US + CA,19,23
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),19,61
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),19,19
Program - SysEng - Run 26 - Search - Prospecting - USA,19,604
Program - SysEng - Run 26 - Search - Prospecting - A,19,152
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,19,93
Program - SysEng - Run 26 - Search - Prospecting - B,19,149
Program - SysEng - Run 26 - Search - Prospecting - C,19,154
Sysengx3 - Run 2 - Text - US,20,0
Sysengx3 - Run 2 - Other - Text,20,0
Systems Engineering Program - Run 3 - US - Text,20,0
Systems Engineering Program - Run 3 - Other - Text,20,0
Sysengx - Run 4 - Other (SEM),20,0
Sysengx - Run 4 - US (SEM),20,0
Sysengx - Run 4 - US - Remarketing,20,0
Sysengx - Run 4 - Other B - Remarketing,20,0
Sysengx - Run 4 - Other A - Remarketing,20,0
Syseng - FL18 - US,20,0
Syseng - FL18 - Other A,20,0
Syseng - FL18 - Other B,20,0
System Engineering - FL18 - US - Revamped,20,0
System Engineering - FL18 - Other A - Revamped,20,0
System Engineering - FL18 - Other B - Revamped,20,0
System Engineering - SP19 - US - Broad,20,0
System Engineering - SP19 - Other A - Broad,20,0
System Engineering - SP19 - Other B - Broad,20,0
System Engineering - SP19 - Other A - BMM,20,0
System Engineering - SP19 - Other B - Phrase,20,0
System Engineering - SP19 - Other B - Exact,20,0
System Engineering - SP19 - US - Exact,20,0
System Engineering - SP19 - Other A - Exact,20,0
System Engineering - SP19 - Other A - Phrase,20,0
System Engineering - SP19 - US - BMM,20,0
System Engineering - SP19 - US - Phrase,20,0
System Engineering - SP19 - Other B - BMM,20,0
Program - SysEng - Run 21 - Search - Lead Gen - US,20,"3,606"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,20,"2,052"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,20,"2,112"
Lifetime Campaign - System Engineering - C (Run 12 SU21),20,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,20,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,20,"1,159"
Program - SysEng - Run 22 - Search - Lead Gen - A,20,161
Program - SysEng - Run 22 - Search - Lead Gen - B,20,167
Program - SysEng - Run 22 - Search - Lead Gen - C,20,116
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),20,915
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),20,372
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),20,286
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),20,206
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),20,179
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),20,125
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),20,190
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),20,127
Program - SysEng - Run 24 - Search - Remarketing - B,20,4
Program - SysEng - Run 24 - Search - Remarketing - C,20,11
Program - SysEng - Run 24 - Search - Remarketing - A,20,3
Program - SysEng - Run 24 - Search - Remarketing - US + CA,20,14
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),20,53
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),20,21
Program - SysEng - Run 26 - Search - Prospecting - USA,20,566
Program - SysEng - Run 26 - Search - Prospecting - A,20,131
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,20,74
Program - SysEng - Run 26 - Search - Prospecting - B,20,112
Program - SysEng - Run 26 - Search - Prospecting - C,20,215
Sysengx3 - Run 2 - Text - US,21,0
Sysengx3 - Run 2 - Other - Text,21,0
Systems Engineering Program - Run 3 - US - Text,21,0
Systems Engineering Program - Run 3 - Other - Text,21,0
Sysengx - Run 4 - Other (SEM),21,0
Sysengx - Run 4 - US (SEM),21,0
Sysengx - Run 4 - US - Remarketing,21,0
Sysengx - Run 4 - Other B - Remarketing,21,0
Sysengx - Run 4 - Other A - Remarketing,21,0
Syseng - FL18 - US,21,0
Syseng - FL18 - Other A,21,0
Syseng - FL18 - Other B,21,0
System Engineering - FL18 - US - Revamped,21,0
System Engineering - FL18 - Other A - Revamped,21,0
System Engineering - FL18 - Other B - Revamped,21,0
System Engineering - SP19 - US - Broad,21,0
System Engineering - SP19 - Other A - Broad,21,0
System Engineering - SP19 - Other B - Broad,21,0
System Engineering - SP19 - Other A - BMM,21,0
System Engineering - SP19 - Other B - Phrase,21,0
System Engineering - SP19 - Other B - Exact,21,0
System Engineering - SP19 - US - Exact,21,0
System Engineering - SP19 - Other A - Exact,21,0
System Engineering - SP19 - Other A - Phrase,21,0
System Engineering - SP19 - US - BMM,21,0
System Engineering - SP19 - US - Phrase,21,0
System Engineering - SP19 - Other B - BMM,21,0
Program - SysEng - Run 21 - Search - Lead Gen - US,21,"2,768"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,21,"1,883"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,21,"1,369"
Lifetime Campaign - System Engineering - C (Run 12 SU21),21,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,21,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,21,906
Program - SysEng - Run 22 - Search - Lead Gen - A,21,152
Program - SysEng - Run 22 - Search - Lead Gen - B,21,115
Program - SysEng - Run 22 - Search - Lead Gen - C,21,178
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),21,850
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),21,327
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),21,405
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),21,197
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),21,245
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),21,93
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),21,172
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),21,92
Program - SysEng - Run 24 - Search - Remarketing - B,21,5
Program - SysEng - Run 24 - Search - Remarketing - C,21,6
Program - SysEng - Run 24 - Search - Remarketing - A,21,7
Program - SysEng - Run 24 - Search - Remarketing - US + CA,21,15
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),21,47
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),21,32
Program - SysEng - Run 26 - Search - Prospecting - USA,21,542
Program - SysEng - Run 26 - Search - Prospecting - A,21,113
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,21,82
Program - SysEng - Run 26 - Search - Prospecting - B,21,78
Program - SysEng - Run 26 - Search - Prospecting - C,21,291
Sysengx3 - Run 2 - Text - US,22,0
Sysengx3 - Run 2 - Other - Text,22,0
Systems Engineering Program - Run 3 - US - Text,22,0
Systems Engineering Program - Run 3 - Other - Text,22,0
Sysengx - Run 4 - Other (SEM),22,0
Sysengx - Run 4 - US (SEM),22,0
Sysengx - Run 4 - US - Remarketing,22,0
Sysengx - Run 4 - Other B - Remarketing,22,0
Sysengx - Run 4 - Other A - Remarketing,22,0
Syseng - FL18 - US,22,0
Syseng - FL18 - Other A,22,0
Syseng - FL18 - Other B,22,0
System Engineering - FL18 - US - Revamped,22,0
System Engineering - FL18 - Other A - Revamped,22,0
System Engineering - FL18 - Other B - Revamped,22,0
System Engineering - SP19 - US - Broad,22,0
System Engineering - SP19 - Other A - Broad,22,0
System Engineering - SP19 - Other B - Broad,22,0
System Engineering - SP19 - Other A - BMM,22,0
System Engineering - SP19 - Other B - Phrase,22,0
System Engineering - SP19 - Other B - Exact,22,0
System Engineering - SP19 - US - Exact,22,0
System Engineering - SP19 - Other A - Exact,22,0
System Engineering - SP19 - Other A - Phrase,22,0
System Engineering - SP19 - US - BMM,22,0
System Engineering - SP19 - US - Phrase,22,0
System Engineering - SP19 - Other B - BMM,22,0
Program - SysEng - Run 21 - Search - Lead Gen - US,22,"1,396"
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,22,"1,408"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,22,"1,173"
Lifetime Campaign - System Engineering - C (Run 12 SU21),22,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,22,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,22,744
Program - SysEng - Run 22 - Search - Lead Gen - A,22,137
Program - SysEng - Run 22 - Search - Lead Gen - B,22,105
Program - SysEng - Run 22 - Search - Lead Gen - C,22,222
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),22,679
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),22,276
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),22,488
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),22,149
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),22,260
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),22,119
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),22,131
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),22,107
Program - SysEng - Run 24 - Search - Remarketing - B,22,3
Program - SysEng - Run 24 - Search - Remarketing - C,22,5
Program - SysEng - Run 24 - Search - Remarketing - A,22,2
Program - SysEng - Run 24 - Search - Remarketing - US + CA,22,12
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),22,46
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),22,15
Program - SysEng - Run 26 - Search - Prospecting - USA,22,382
Program - SysEng - Run 26 - Search - Prospecting - A,22,106
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,22,77
Program - SysEng - Run 26 - Search - Prospecting - B,22,64
Program - SysEng - Run 26 - Search - Prospecting - C,22,271
Sysengx3 - Run 2 - Text - US,23,0
Sysengx3 - Run 2 - Other - Text,23,0
Systems Engineering Program - Run 3 - US - Text,23,0
Systems Engineering Program - Run 3 - Other - Text,23,0
Sysengx - Run 4 - Other (SEM),23,0
Sysengx - Run 4 - US (SEM),23,0
Sysengx - Run 4 - US - Remarketing,23,0
Sysengx - Run 4 - Other B - Remarketing,23,0
Sysengx - Run 4 - Other A - Remarketing,23,0
Syseng - FL18 - US,23,0
Syseng - FL18 - Other A,23,0
Syseng - FL18 - Other B,23,0
System Engineering - FL18 - US - Revamped,23,0
System Engineering - FL18 - Other A - Revamped,23,0
System Engineering - FL18 - Other B - Revamped,23,0
System Engineering - SP19 - US - Broad,23,0
System Engineering - SP19 - Other A - Broad,23,0
System Engineering - SP19 - Other B - Broad,23,0
System Engineering - SP19 - Other A - BMM,23,0
System Engineering - SP19 - Other B - Phrase,23,0
System Engineering - SP19 - Other B - Exact,23,0
System Engineering - SP19 - US - Exact,23,0
System Engineering - SP19 - Other A - Exact,23,0
System Engineering - SP19 - Other A - Phrase,23,0
System Engineering - SP19 - US - BMM,23,0
System Engineering - SP19 - US - Phrase,23,0
System Engineering - SP19 - Other B - BMM,23,0
Program - SysEng - Run 21 - Search - Lead Gen - US,23,940
Program - SysEng - Run 21 - Search - Lead Gen - B/Developing,23,"1,042"
Program - SysEng - Run 21 - Search - Lead Gen - A/Developed,23,"1,034"
Lifetime Campaign - System Engineering - C (Run 12 SU21),23,0
Systems Engineering Program - xPRO - WW - Remarketing Search - Run 15 - 2T2022,23,0
Program - SysEng - Run 22 - Search - Lead Gen - US + CA,23,566
Program - SysEng - Run 22 - Search - Lead Gen - A,23,116
Program - SysEng - Run 22 - Search - Lead Gen - B,23,142
Program - SysEng - Run 22 - Search - Lead Gen - C,23,241
Program - SysEng - Run 25 - Search - Lead Gen - USA (exact),23,519
Program - SysEng - Run 25 - Search - Lead Gen - USA (broad),23,209
Program - SysEng - Run 25 - Search - Lead Gen - C (exact + phrase),23,473
Program - SysEng - Run 25 - Search - Lead Gen - B (exact + phrase),23,153
Program - SysEng - Run 25 - Search - Lead Gen - C (broad),23,273
Program - SysEng - Run 25 - Search - Lead Gen - A (broad),23,114
Program - SysEng - Run 25 - Search - Lead Gen - A (exact + phrase),23,150
Program - SysEng - Run 25 - Search - Lead Gen - B (broad),23,78
Program - SysEng - Run 24 - Search - Remarketing - B,23,8
Program - SysEng - Run 24 - Search - Remarketing - C,23,8
Program - SysEng - Run 24 - Search - Remarketing - A,23,6
Program - SysEng - Run 24 - Search - Remarketing - US + CA,23,13
Program - SysEng - Run 25 - Search - Lead Gen - USA (phrase),23,37
Program - SysEng - Run 25 - Search - Lead Gen - USA (v2 test),23,6
Program - SysEng - Run 26 - Search - Prospecting - USA,23,239
Program - SysEng - Run 26 - Search - Prospecting - A,23,83
Program - SysEng - Run 26 - Search - Prospecting - USA - TEST: Brand Excluded + Targeting,23,61
Program - SysEng - Run 26 - Search - Prospecting - B,23,81
Program - SysEng - Run 26 - Search - Prospecting - C,23,248
