Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_C,Act_Cost_Region_C,Opt_Clicks_Region_C,Act_Clicks_Region_C,Opt_Conv_Region_C,Act_Conv_Region_C,Opt_Purch_Region_C,Act_Purch_Region_C,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-12-22,847,256.24176,166.8991,555.8036333963432,270,847.4600000000002,686.5799999999999,4.919567831641875,3.5521143055474433,0.12840876981642008,0.07703705107906511,22,109,0.09362663500217323,0.8636363636363636,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.511480331420898,0.8964498043060303,-0.0002804931536913,0.0,61.19,0.0,68.36726,0.0,1.4549964518233787,0.0,0.012733441789361115,200.86999992071003,70.69,83.259186,21.92517,1.4084022649767995,0.37088352546314407,0.045329981717560655,0.011937032371121405,446.46999370376943,520.12,60.956573,62.348827,1.4285456982020235,1.4611737270061584,0.04666641433887811,0.04773227671426517,200.1200063755207,34.58,112.02597,14.257846,2.082619868463051,0.265060601254763,0.036412373759981326,0.004634300204317406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.7199931254337,686.5799999999999,95.49149,166.8991,2.059223202499486,3.552114305547444,0.05945577300603461,0.07703705107906511,333.74000687456635,0.0,160.75024,0.0,2.8603447300315525,0.0,0.06895300011002506,0.0
2025-12-23,847,353.4616,124.59832,519.6400223963819,276,847.2300064884184,655.53,6.470354936382511,2.6766966085051997,0.1627878880069856,0.06702113350562593,132,106,0.3745047734235616,0.9848484848484849,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.158576488494873,0.904456913471222,-0.0003150205104543,0.0,33.489999999999995,0.0,32.661568,0.0,0.6951055587106983,0.0,0.006083235569552058,281.9800052037601,59.60000000000001,153.50575,16.905329,2.596684648586825,0.28596848595541124,0.08357531834035367,0.009204008373538672,283.04000256937684,529.8299999999999,32.27886,62.07489,0.7564701690885166,1.4547538805079425,0.024711670330264484,0.047522559085312346,282.2099987152815,32.61,167.67699,12.956541,3.1172001187071685,0.24086868333114772,0.05450089933636746,0.0042113304772228724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.9299982324664,655.53,138.4504,124.59832,2.556820263143676,2.6766966085051997,0.06494253461790639,0.06702113350562594,531.3000082559521,0.0,215.01123,0.0,3.9135348668256995,0.0,0.09784535961974876,0.0
2025-12-24,847,310.72266,98.51237,564.0127764243991,208,847.3499960219843,541.97,5.810758509964271,2.0921975082415565,0.1365655151640974,0.05044361962612121,64,92,0.30348464834302413,0.9375,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.2852463722229,0.9014410376548768,-0.0002978123985692,0.0,32.589999999999996,0.0,26.75765,0.0,0.5694580153540708,0.0,0.004983627610162987,282.3399946397658,52.36,87.31797,13.376969,1.4770601698941328,0.22628318706716963,0.0475397634340932,0.007283013516678155,282.68999977465813,422.94,37.25347,43.588467,0.8730523679717305,1.021515933477058,0.02852007016267373,0.033369941098422416,282.32000160756024,34.08,186.15125,14.789288,3.4606459720984075,0.2749403723432582,0.06050568156733051,0.004807037400857661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75999909117814,541.97,36.82783,98.51237,0.6782377562211986,2.092197508241557,0.012471183683618227,0.05044361962612121,772.5899969308061,0.0,273.89484,0.0,5.132520808212938,0.0,0.12409433218698993,0.0
2025-12-25,847,286.845,91.722885,593.5469223358599,196,847.4500075147847,372.32,5.442858022115044,1.9177967181822904,0.1444971237978499,0.04326623037855588,53,86,0.5681092538490846,0.8679245283018868,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.404360771179199,0.898614764213562,-0.0005803948310263,0.0,31.96,0.0,32.337948,0.0,0.6882182606605828,0.0,0.006022961189709259,204.84000403192192,58.22,110.947556,17.54849,1.8767753615943081,0.2968481323294869,0.060404754340862774,0.009554174077964387,444.64000307515147,254.68999999999997,61.10669,31.985754,1.4320637358201844,0.7496010468724197,0.04678133834960839,0.02448727617620681,197.97000040771107,27.450000000000003,114.79078,9.850687,2.1340189247005514,0.18312927831980078,0.03731103110737874,0.0032018189346754208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0000059096627,372.32,145.73155,91.722885,2.916530379125812,1.9177967181822904,0.08591569203203137,0.04326623037855588,258.45000160512177,0.0,141.11348,0.0,2.5263276366010263,0.0,0.058581432602797925,0.0
2025-12-26,847,353.3112,238.50192,568.0547324151509,393,847.1399972578018,1284.4400000000003,6.559816037975191,5.117380979266825,0.1596293932680258,0.13581397373179402,39,124,2.06158821038082e-09,0.9743589743589743,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.469442844390869,0.8970329761505127,-0.0003979063490145,0.0,44.35,0.0,49.39319,0.0,1.0511888942034193,0.0,0.009199508752882479,281.0799983854876,118.48,122.56974,40.591175,2.073374696909962,0.6866354474801696,0.06673238139540315,0.02209963236704812,285.50000424627126,1074.03,40.62792,127.66672,0.952134281235659,2.9919290028819483,0.031103445224269992,0.09773757934151164,280.55999462604296,47.580000000000005,190.11351,20.850836,3.5343070598295703,0.38762763470128764,0.061793566648352664,0.0067772532703517735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0999946637943,1284.4400000000003,240.06886,238.50192,4.37286815831277,5.117380979266824,0.09566613029807629,0.13581397373179402,427.04000259400755,0.0,113.2423,0.0,2.1869477043033956,0.0,0.06396325939497449,0.0
2025-12-27,847,343.35825,150.27986,551.0015558547581,277,847.4599999998474,803.66,6.346429570117168,3.235730758701614,0.16217852250417608,0.0813075384674932,45,102,,1.0,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.332019329071045,0.900093674659729,-0.0003440381014987,0.0,39.35,0.0,40.072937,0.0,0.8528347103600946,0.0,0.007463606613409903,282.5049983139854,68.25,145.06918,20.569021,2.453972411287486,0.3479430301902303,0.07898206876349521,0.011198683493693197,282.50499831413805,662.69,42.551956,76.06643,0.9972249171784948,1.7826522048079594,0.03257642456428009,0.058234039356519184,282.45000337172394,33.37,155.73712,13.5714855,2.895232241651188,0.25230081334333077,0.050620029176400794,0.004411209003870902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.68000458162214,803.66,115.81914,150.27986,2.307491668764064,3.2357307587016146,0.05865316608344699,0.0813075384674932,442.7799954182252,0.0,227.53911,0.0,4.03893785757244,0.0,0.10352535711295209,0.0
2025-12-28,847,266.33542,134.06,569.4029357544285,272,847.3000035894763,655.8699999999999,5.059205855020698,2.8605081921020736,0.13805758294905365,0.07241851747851255,42,95,1.2518111541586496,0.9047619047619048,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.5899763107299805,0.8940385580062866,-0.000243158787917,0.0,34.14,0.0,34.45312,0.0,0.7332335140681152,0.0,0.006416913427998108,228.09000223248947,68.01,112.13706,23.065266,1.8968967804018142,0.39016922977197743,0.06105237013171828,0.012557750361619742,443.3400001049649,526.21,61.0291,64.84222,1.4302453559372459,1.5196073734843114,0.04672193719138889,0.049641133225690116,175.87000125202192,27.51,93.16925,11.699415,1.7320637186816388,0.2174980747776696,0.03028327562594648,0.0038027204632045796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.7400017439346,655.8699999999999,157.40417,134.06,3.109399797103183,2.8605081921020736,0.09278784381251347,0.07241851747851255,234.56000184554165,0.0,108.93124,0.0,1.9498060515293103,0.0,0.04526973997351955,0.0
2025-12-29,847,303.11545,100.096466,542.9498147178864,204,843.9766676823534,587.47,5.679349670662807,2.1999857959430837,0.14408805557509036,0.05912592387777851,70,80,1.0742642111823826,0.9428571428571428,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.412476062774658,0.8980457186698914,-0.0002740443183775,0.0,22.98,0.0,21.226683,0.0,0.45174760908492634,0.0,0.003953481726060072,280.12000418535644,33.96,111.76048,10.479628,1.890526869119138,0.1772720904919159,0.060847352027752814,0.005705572066205587,281.3699968303302,511.04999999999995,47.768536,61.82888,1.1194778865992976,1.448988615007902,0.03657007190249954,0.04733422470515413,282.4866666666668,19.48,143.58644,6.561277,2.6693449149443715,0.12197748135833955,0.04667063164483799,0.002132645380358722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.1099969292038,587.47,65.43401,100.096466,1.3804731802530805,2.1999857959430837,0.04082188185084,0.05912592387777852,536.8666707531496,0.0,237.68144,0.0,4.298876436469099,0.0,0.10326617142379467,0.0
2025-12-30,847,368.25995,145.28163,532.7280925101911,320,846.1900009209696,689.28,6.898034049064681,3.07846944117113,0.17823087421413483,0.07190957287272579,46,104,1.518312737740378,0.7608695652173914,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.291452884674072,0.9007660150527954,-0.0004956429184835,0.0,44.45000000000001,0.0,42.842625,0.0,0.9117794601410897,0.0,0.007979463225420298,282.78999862232183,66.92999999999999,144.78938,18.253027,2.4492393414821714,0.3087659850636228,0.07882973304728819,0.009937754863074714,281.51999954328505,521.24,60.75679,60.447113,1.4238637722998906,1.4166062552263001,0.046513469498312046,0.04627638761898963,281.88000275536274,56.660000000000004,162.71373,23.738874,3.0249309352826184,0.4413177407401176,0.05288767166853463,0.007715967165241129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.460000035703,689.28,180.33003,145.28163,3.4119100537761637,3.0784694411711295,0.10367201885932344,0.07190957287272577,378.7300008852666,0.0,187.92989,0.0,3.486123986379862,0.0,0.07455885607837244,0.0
2025-12-31,847,350.05225,132.74355,580.3564215053029,238,846.7899906741951,705.91,6.545469889271099,2.8723902009011244,0.16445666381366997,0.07560249603046496,71,89,0.6214829733440438,0.8732394366197183,8.169256114959717,4.776092052459717,0.8953478336334229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",4.378690242767334,0.8986597657203674,-0.0004176976688365,0.0,33.63,0.0,26.910778,0.0,0.5727169287545275,0.0,0.00501214808114371,283.46000005911355,48.02,127.09572,16.106457,2.149935721085298,0.27245486442389155,0.06919652811857167,0.008769067141054989,284.40999449986,590.08,51.736042,74.13082,1.2124582476754706,1.7372903316692123,0.039607468648589196,0.056752199489761894,278.91999611522147,34.18,171.22049,15.595489,3.1830759205103307,0.28992807605349347,0.055652667046509105,0.005069081318504378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.43999441033236,705.91,122.316795,132.74355,2.3986111121161464,2.872390200901125,0.07088925766252593,0.07560249603046497,429.34999626386275,0.0,227.73544,0.0,4.14685862666618,0.0,0.09356740341969011,0.0
