Location,Region,Click_prop,Conv_rate,Purch_rate
"Missouri, United States",USA,0.00433380626854121,0.023809523809523808,0.0009049392053057187
Moldova,B,0.000146756677428823,0.0,8.050071444384069e-06
Monaco,A,0.0,,0.00014586198991288398
Monaco,B,0.0,,8.050071444384069e-06
Mongolia,B,8.096920134004028e-05,0.0,8.050071444384069e-06
"Montana, United States",USA,0.00039984522120469493,0.04838709677419355,0.0009049392053057187
Montenegro,B,4.554517575377266e-05,0.0,8.050071444384069e-06
Morocco,B,0.006725504286307096,0.04439428141459744,8.050071444384069e-06
Mozambique,B,0.00036436140603018127,0.013888888888888888,8.050071444384069e-06
Myanmar (Burma),B,0.0005364209588777669,0.018867924528301886,8.050071444384069e-06
Namibia,B,0.0003188162302764086,0.06349206349206349,8.050071444384069e-06
Nauru,B,0.0,,8.050071444384069e-06
"Nebraska, United States",USA,0.0007996904424093899,0.04032258064516129,0.0009049392053057187
Nepal,B,0.0009463275406617208,0.0053475935828877,8.050071444384069e-06
Netherlands,A,0.035675164148534166,0.03587572674418605,0.00014586198991288398
Netherlands,B,9.615092659129784e-05,0.0,8.050071444384069e-06
"Nevada, United States",USA,0.0024377660260544304,0.023809523809523808,0.0009049392053057187
"New Hampshire, United States",USA,0.001476847671868954,0.021834061135371178,0.0009049392053057187
"New Jersey, United States",USA,0.01302076615503676,0.029717682020802376,0.0009049392053057187
"New Mexico, United States",USA,0.0018573455436605186,0.04861111111111111,0.0009049392053057187
"New York, United States",USA,0.023990713272281698,0.03494623655913978,0.0009049392053057187
New Zealand,A,0.009955859762381628,0.028645833333333332,0.00014586198991288398
New Zealand,B,4.554517575377266e-05,0.0,8.050071444384069e-06
Nicaragua,B,2.024230033501007e-05,0.0,8.050071444384069e-06
Niger,B,1.0121150167505035e-05,0.0,8.050071444384069e-06
Nigeria,B,0.09342327662115522,0.03800985862087645,8.050071444384069e-06
"North Carolina, United States",USA,0.009512446794789114,0.03932203389830508,0.0009049392053057187
"North Dakota, United States",USA,0.00038049787179156454,0.01694915254237288,0.0009049392053057187
North Macedonia,B,0.0001113326518425554,0.0,8.050071444384069e-06
Norway,A,0.009988268160045631,0.02336145360155743,0.00014586198991288398
"Ohio, United States",USA,0.007223010447568683,0.04017857142857143,0.0009049392053057187
"Oklahoma, United States",USA,0.001270475944795563,0.02030456852791878,0.0009049392053057187
Oman,B,0.0006123295851340546,0.01652892561983471,8.050071444384069e-06
"Oregon, United States",USA,0.006017025667483555,0.03536977491961415,0.0009049392053057187
Pakistan,B,0.07559487060109511,0.05145066273932253,8.050071444384069e-06
Palau,B,0.0,,8.050071444384069e-06
Palestine,B,6.578747608878274e-05,0.0,8.050071444384069e-06
Panama,B,3.542402558626762e-05,0.0,8.050071444384069e-06
Papua New Guinea,B,0.00024290760402012084,0.041666666666666664,8.050071444384069e-06
Paraguay,B,0.00028339220469014096,0.017857142857142856,8.050071444384069e-06
"Pennsylvania, United States",USA,0.012272668644395718,0.026279558591697318,0.0009049392053057187
Peru,B,0.03746343734501989,0.02176279886532487,8.050071444384069e-06
Philippines,B,0.15513192919243343,0.014113847659435656,8.050071444384069e-06
Poland,B,0.014382154388024655,0.022603800140745953,8.050071444384069e-06
Portugal,A,0.0002463038222464205,0.02631578947368421,0.00014586198991288398
Portugal,B,0.0001720595528475856,0.0,8.050071444384069e-06
Qatar,B,0.007828709654565145,0.03261150614091791,8.050071444384069e-06
"Rhode Island, United States",USA,0.0015929317683477365,0.04048582995951417,0.0009049392053057187
Romania,B,0.0006831776363065899,0.014814814814814815,8.050071444384069e-06
Russia,B,0.00012145380201006042,0.041666666666666664,8.050071444384069e-06
Rwanda,B,0.00046051233262147913,0.01098901098901099,8.050071444384069e-06
Saint Kitts and Nevis,B,5.0605750837525174e-06,0.0,8.050071444384069e-06
Saint Lucia,B,2.024230033501007e-05,0.0,8.050071444384069e-06
Saint Vincent and the Grenadines,B,1.0121150167505035e-05,0.0,8.050071444384069e-06
Samoa,B,2.530287541876259e-05,0.0,8.050071444384069e-06
San Marino,A,0.0,,0.00014586198991288398
Sao Tome and Principe,B,0.0,,8.050071444384069e-06
Saudi Arabia,B,0.03432588079309333,0.02181925401739643,8.050071444384069e-06
Senegal,B,0.0017661407042296286,0.02005730659025788,8.050071444384069e-06
Serbia,B,0.0005009969332914993,0.020202020202020204,8.050071444384069e-06
Seychelles,B,4.554517575377266e-05,0.0,8.050071444384069e-06
Sierra Leone,B,0.00026821047943888346,0.03773584905660377,8.050071444384069e-06
Singapore,B,0.013886218029816908,0.02565597667638484,8.050071444384069e-06
Sint Maarten,B,1.5181725251257552e-05,0.0,8.050071444384069e-06
Slovakia,A,5.1853436262404314e-05,0.0,0.00014586198991288398
Slovakia,B,5.56663259212777e-05,0.0,8.050071444384069e-06
Slovenia,A,5.8335115795204855e-05,0.0,0.00014586198991288398
Solomon Islands,B,3.542402558626762e-05,0.0,8.050071444384069e-06
Somalia,B,0.0006325718854690647,0.024,8.050071444384069e-06
South Africa,A,0.3982408721747979,0.030888820168942566,0.00014586198991288398
South Africa,B,0.1192929364492981,0.03010011453781869,8.050071444384069e-06
"South Carolina, United States",USA,0.002818263897845995,0.013729977116704805,0.0009049392053057187
"South Dakota, United States",USA,0.00023216819295756482,0.027777777777777776,0.0009049392053057187
South Korea,A,0.009437325399757585,0.006868131868131868,0.00014586198991288398
South Korea,B,0.00026314990435513094,0.019230769230769232,8.050071444384069e-06
Spain,A,0.04115866503328342,0.025196850393700787,0.00014586198991288398
Sri Lanka,B,0.007965345181826462,0.03364675984752224,8.050071444384069e-06
Suriname,B,5.060575083752518e-05,0.0,8.050071444384069e-06
Sweden,A,0.016353277461255762,0.026948077685295287,0.00014586198991288398
Switzerland,A,0.015018051477498849,0.030643072939145446,0.00014586198991288398
Taiwan,B,0.000293513354857646,0.0,8.050071444384069e-06
Tajikistan,B,1.5181725251257552e-05,0.0,8.050071444384069e-06
Tanzania,B,0.00946833598170096,0.05451630144307857,8.050071444384069e-06
"Tennessee, United States",USA,0.0033212949825873854,0.015533980582524271,0.0009049392053057187
"Texas, United States",USA,0.029859409260931252,0.0265658747300216,0.0009049392053057187
Thailand,B,0.0027074076698075968,0.020560747663551402,8.050071444384069e-06
The Bahamas,B,0.00010627207675880287,0.047619047619047616,8.050071444384069e-06
The Gambia,B,5.56663259212777e-05,0.0,8.050071444384069e-06
Timor-Leste,B,2.024230033501007e-05,0.0,8.050071444384069e-06
Togo,B,2.530287541876259e-05,0.0,8.050071444384069e-06
Tonga,B,5.0605750837525174e-06,0.0,8.050071444384069e-06
Trinidad and Tobago,B,0.0009311458154104632,0.021739130434782608,8.050071444384069e-06
Tunisia,B,0.005323724988107649,0.040484790874524716,8.050071444384069e-06
Turkiye,B,0.010682874001801564,0.012790146849834202,8.050071444384069e-06
Turkmenistan,B,1.5181725251257552e-05,0.0,8.050071444384069e-06
Tuvalu,B,0.0,,8.050071444384069e-06
Uganda,B,0.016072386465997995,0.05884130982367758,8.050071444384069e-06
Ukraine,B,0.030980840662732913,0.011434171839268212,8.050071444384069e-06
United Arab Emirates,B,0.0029503152738277177,0.024013722126929673,8.050071444384069e-06
United Kingdom,A,0.08855918745665377,0.026796457586181658,0.00014586198991288398
United Kingdom,B,0.0004858152080402417,0.010416666666666666,8.050071444384069e-06
United States,USA,0.5913001418805623,0.02449518470448373,0.0009049392053057187
Uruguay,B,2.024230033501007e-05,0.0,8.050071444384069e-06
"Utah, United States",USA,0.0037598349026183413,0.03945111492281304,0.0009049392053057187
Uzbekistan,B,8.60297764237928e-05,0.0,8.050071444384069e-06
Vanuatu,B,3.0363450502515105e-05,0.0,8.050071444384069e-06
Vatican City,A,0.0,,0.00014586198991288398
Vatican City,B,5.0605750837525174e-06,0.0,8.050071444384069e-06
Venezuela,B,2.530287541876259e-05,0.2,8.050071444384069e-06
"Vermont, United States",USA,0.0007416483941699987,0.02608695652173913,0.0009049392053057187
Vietnam,B,0.00036436140603018127,0.0,8.050071444384069e-06
"Virginia, United States",USA,0.01549722687991745,0.025384935497295046,0.0009049392053057187
"Washington, District of Columbia, United States",USA,0.0003289049400232168,0.09725490196078432,0.0009049392053057187
"Washington, United States",USA,0.018160711982458402,0.030539772727272728,0.0009049392053057187
"West Virginia, United States",USA,0.00038049787179156454,0.01694915254237288,0.0009049392053057187
"Wisconsin, United States",USA,0.0035663614084870373,0.027124773960216998,0.0009049392053057187
"Wyoming, United States",USA,0.00028376112472591254,0.022727272727272728,0.0009049392053057187
Yemen,B,6.578747608878274e-05,0.0,8.050071444384069e-06
Zambia,B,0.0007894497130653928,0.0,8.050071444384069e-06
Zimbabwe,B,0.006032205499833001,0.03832214765100671,8.050071444384069e-06
