Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49,Clicks
Exact,B,Friday,0,Mar,0,45,3.044522437723423,3.3648541181082776,3.096917083761675,0.8286926725561692,0.28130543304499533,56.0,1.7,6.050128,1.66,0.58601856,0.55823874,0.0058494117,-0.14415692,-0.168318,0.035129707,0.32075056,-0.19181426,-0.07221907,0.054755855,-0.203318,-0.03671354,-0.03530299,0.011384391,0.00647761,0.06144716,-0.08008631,-0.024530012,-0.01309057,0.114437655,0.054331746,-0.0108661875,-0.14179602,-0.11508561,0.044413716,-0.0074499184,-0.077056505,0.055287022,-0.007525705,-0.095667265,0.052672446,-0.024113588,-0.01943705,0.049168814,0.01140655,-0.0062557096,-0.029440396,0.031031897,0.010456004,0.042141136,0.03565367,0.0019374073,0.020590948,0.028270787,-0.013343995,-0.065209016,0.003056575,-0.0009821394,0.005150091,0.06977477,1
Phrase,B,Monday,0,Oct,0,119,10.809748150372926,10.742859414964562,10.642343484263082,-0.20066620622509745,0.051756590962677665,66.0,0.527687,5.498622,2.26,0.7557319,-0.15936254,0.3859555,0.053041577,0.3125912,0.014231652,0.15231602,0.028169086,0.1370806,-0.12119023,0.02616198,-0.043045,-0.050391898,0.07776287,-0.015263765,0.10850171,-0.017088184,0.04905531,-0.011303119,-0.034591135,-0.040281165,-0.006206679,-0.05037119,-0.037611604,-0.04952378,0.02371219,0.08423765,0.12937942,0.03356076,0.05556525,-0.040388267,-0.048092317,0.029394913,0.036997885,-0.020720506,0.0037327695,-0.06857226,0.019874485,0.003577804,0.052809533,-0.07598825,0.04757842,-0.018029328,-0.048942327,0.06968591,0.025683705,-0.03661839,0.0002540525,0.01791037,0.0051530376,4
Exact,USA,Friday,0,Jul,0,80,5.968707559985366,6.313166434972653,6.278841643755929,0.0,0.017652749768600658,20.0,0.333649,3.09,7.21,0.5948227,0.44112703,-0.053611107,-0.21214302,-0.22132143,0.08115256,-0.16067465,0.28367954,0.10060565,-0.050620478,0.14112324,-0.0054919543,0.009905813,0.053961735,0.21205103,0.006221518,-0.13113771,0.051644523,0.08832173,-0.06490861,0.02549979,0.05815924,-0.13156146,-0.0072680768,-0.010141834,0.085612826,-0.040655367,-0.09274302,0.05220491,-0.08535504,-0.12361888,0.11233522,-0.026403842,0.17816554,0.0055888654,0.004523655,0.08482524,0.021622581,-0.09804128,-0.0038283456,-0.038669344,0.016317287,0.002698581,-0.018273247,0.0075276117,-0.009527466,-0.017076032,0.0003482205,-0.0036231547,-0.0019700907,1
Broad,USA,Wednesday,0,Nov,0,82,5.968707559985366,5.837196602081799,5.837196602081799,0.19726643685535006,4.980897203277067e-16,37.0,2.89,15.325619,3.88,0.58572686,-0.28409234,-0.41273403,0.56032753,-0.07052339,-0.06102262,0.037623342,-0.05082713,0.021775555,-0.098226584,-0.010897792,-0.10585374,-0.04472947,0.024404945,0.030255778,-0.01504594,-0.088612944,-0.058420822,0.014269758,-0.046187047,-0.012392836,0.030836824,-0.0005444231,-0.018454975,-0.013909887,-0.069408275,-0.02627584,-0.008220823,-0.035690732,-0.0344514,-0.01998179,-0.028483074,0.023228405,-0.0043477765,0.013927598,-0.00974512,0.06105933,-0.05375794,-0.011999673,0.051130407,0.08005044,-0.0026558263,0.043643937,-0.067688875,-0.010935254,-0.047057558,-0.0527999,0.0153466845,-0.017453354,-0.027259434,1
Exact,B,Saturday,1,Mar,0,51,3.044522437723423,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500724,81.0,0.57729,10.508915,0.68,0.7461148,0.25028026,-0.2036595,0.2251805,-0.015222955,-0.30898026,0.092600614,0.17089154,-0.09575483,0.010154505,-0.07175877,0.07331163,-0.13532872,-0.017734008,-0.045667715,0.035140373,-0.02413025,0.0656023,0.05902936,0.05879307,0.07989824,-0.13956274,0.0022284146,0.08634803,0.007214065,0.06341345,0.0969431,-0.105443105,0.037836093,-0.057237588,-0.015987433,-0.011811383,-0.0049779513,0.01315778,-0.063374884,-0.093050756,-0.03115902,-0.086773954,0.0045863544,-0.0938379,0.054610107,0.024628459,-0.013778408,0.03324157,-0.00898593,-0.006113764,0.031115754,-0.043119278,0.018799467,0.0063757715,2
Broad,USA,Sunday,1,Mar,0,19,9.803722464346553,8.931487337116584,8.82979237922003,0.0,0.05253622560656131,68.0,0.416686,1.845626,19.66,0.8271877,-0.09104888,0.2615569,-0.16625282,0.061625525,-0.10726218,-0.010848889,-0.047931474,-0.21744783,-0.018164717,0.08817122,-0.01691209,0.18073536,-0.027555158,-0.15534934,0.06575645,0.021489903,0.026969751,0.1268065,-0.062280145,0.022495575,0.05548812,-0.056363013,0.09671929,-0.02870277,-0.012501058,-0.0961925,-0.007007345,-0.0029288898,0.03537565,0.0022256945,-0.043509047,0.0040901247,0.09867252,0.007608744,0.018375633,0.020621736,0.009337415,0.05126729,-0.020183502,-0.012100951,-0.030196209,-0.006692479,-0.027262433,-0.041123528,0.083942614,-0.012424001,-0.01808454,0.014544265,0.021611081,4
Phrase,A,Tuesday,0,Jul,0,83,8.999742789830492,8.931487337116584,8.863920105576986,-0.20476635814172184,0.03474886193465149,35.0,0.453332,2.455562,10.31,0.8422776,-0.04985057,0.2649209,-0.1867974,0.24853526,0.019234536,-0.150059,-0.0691541,-0.14345494,-0.0025332647,-0.039840106,-0.09780824,0.05794658,0.0933873,0.013367359,0.02308125,-0.017391983,0.005116375,-0.038348414,0.020323846,0.070423506,0.0059979125,0.012132453,0.019392492,0.03050973,0.0120262895,0.039352916,0.006491458,-0.07988582,0.0036185666,0.06787559,0.024045527,0.052840006,0.013884922,0.07435617,0.05250271,0.024872702,-0.04806146,-0.051491193,-0.021183627,0.04800757,-0.013041768,0.06696878,0.034091838,-0.009348017,-0.0022032368,0.0062122946,0.015798384,-0.034548204,0.0080854185,7
Broad,USA,Friday,0,Nov,0,73,9.803722464346553,9.804688367091552,9.906290489491235,-0.20127243930936345,-0.0754206679114787,68.0,0.416686,1.845626,3.66,0.8629199,-0.024153735,0.25166413,-0.20467806,0.23277256,-0.028670771,-0.12227807,-0.052373193,-0.14077592,-0.02104282,0.0033744427,-0.10493245,-0.019414702,0.0505075,-0.018505702,-0.0044325776,-0.028361036,0.021234488,-0.04558324,0.015589937,0.062087856,0.04457956,0.045837224,0.039361663,0.027711896,0.0006389836,0.00402932,-0.055309597,-0.06864312,-0.0072686854,0.018664315,-0.016457766,0.05284455,0.025121203,0.0051743644,0.033916168,0.031071428,-0.044977773,0.01316488,-0.01721559,0.02263513,-0.06092256,0.051363192,-0.05037391,0.028119681,-0.0042839698,0.03164056,0.01436778,-0.008719617,-0.02091216,1
Exact,B,Tuesday,0,Jan,0,6,9.803722464346553,9.60245002503719,9.771142960539992,0.0,-0.09842323240397716,68.0,0.416686,1.845626,0.42,0.8629199,-0.024153735,0.25166413,-0.20467806,0.23277256,-0.028670771,-0.12227807,-0.052373193,-0.14077592,-0.02104282,0.0033744427,-0.10493245,-0.019414702,0.0505075,-0.018505702,-0.0044325776,-0.028361036,0.021234488,-0.04558324,0.015589937,0.062087856,0.04457956,0.045837224,0.039361663,0.027711896,0.0006389836,0.00402932,-0.055309597,-0.06864312,-0.0072686854,0.018664315,-0.016457766,0.05284455,0.025121203,0.0051743644,0.033916168,0.031071428,-0.044977773,0.01316488,-0.01721559,0.02263513,-0.06092256,0.051363192,-0.05037391,0.028119681,-0.0042839698,0.03164056,0.01436778,-0.008719617,-0.02091216,1
Exact,USA,Thursday,0,Sep,0,18,2.3978952727983707,2.8289800494150725,3.0016620380295347,0.0,-0.05185775614886329,71.0,1.38366,8.469013,32.09,0.675168,0.30787954,-0.1581939,0.0023223392,-0.014245064,-0.27464607,0.039646838,0.12923248,-0.0038568834,-0.054266993,0.09473315,-0.055885315,-0.016149858,-0.26644215,0.084779486,0.20319648,0.037681013,0.042132143,-0.07858452,0.07915231,-0.024031373,0.018903714,0.045473848,0.21523829,0.3047037,-0.019113697,0.0123038115,0.07636929,-0.094642386,0.03171086,-0.03337186,-0.0017632239,0.045931965,-0.0028870923,0.038113892,-0.03641703,-0.0049956506,0.11488957,-0.024932802,0.029682407,0.010827621,0.0020325745,-0.015976436,-0.00907214,0.008890867,-0.0065207263,0.0023591393,-0.0103979735,-0.0029228807,-0.0083503425,3
Broad,B,Monday,0,Nov,0,84,11.010415172807951,11.010415172807951,11.010415172807951,0.0,-2.4694939242420226e-16,56.0,0.480678,5.268923,7.22,0.6404581,0.1342403,0.26061583,-0.36620793,-0.050594922,-0.3386163,0.03149558,-0.015069297,0.021678494,0.0031942795,0.10357041,-0.18203911,-0.09740887,-0.055468354,0.022775076,-0.18784316,0.023591358,-0.005216024,0.10507655,-0.19457161,-0.12828234,0.008173164,-0.020124257,-0.07732889,0.013039509,-0.05396021,-0.06864104,0.039377537,-0.06635087,-0.06786123,-0.02850923,0.074902125,0.13482091,-0.07535515,-0.102364585,-0.13816582,-0.011888601,-0.00435508,0.0139362365,0.031024938,-0.048721187,0.0023107387,0.020881662,0.03637631,-0.033434797,-0.010780653,0.02785616,0.012067146,-0.0033496707,-0.019969773,16
Broad,B,Monday,0,Dec,0,35,8.999742789830492,8.79497643168877,8.79497643168877,0.0,2.3041380555038732e-17,77.0,4.76,15.38,0.46,0.763623,-0.37354124,-0.017954426,-0.085806504,-0.17655133,-0.023736635,0.025398714,-0.037696935,0.18535018,0.04284896,-0.16638239,-0.06627877,-0.22556469,-0.06344301,-0.08055142,-0.01958709,0.11735746,-0.03235371,0.041468676,-0.049079128,0.106440514,-0.05198109,0.016723104,0.069760665,-0.008784591,-0.014756919,-0.020852752,-0.048511602,0.09602731,-0.029771898,0.011167592,-0.031234879,0.09730785,0.0972782,-0.012421722,0.12450506,0.043599226,0.05790574,0.04938696,0.03742561,0.026215214,0.031699657,-0.033201624,0.068228066,-0.023127696,0.022084976,0.0070520802,0.018964866,0.011509455,-0.026574936,2
Exact,A,Sunday,1,Apr,0,8,7.550135342488429,7.981806081330511,7.804888254198274,0.4053262674276228,0.10333808706957788,23.0,0.84256,3.8,4.5,0.58911026,0.20883048,-0.06742632,0.11114917,-0.10091291,-0.46026203,0.030598696,0.21943137,-0.12177875,-0.103350885,0.15735897,-0.012861162,0.027781295,0.108350016,-0.07111979,-0.24607122,0.08876549,0.11094099,-0.19595201,-0.0025435789,-0.02430758,-0.05743899,-0.15989108,0.12575865,-0.068000264,-0.12398544,0.070777826,0.13669658,0.097066015,-0.10121138,0.074267834,-0.018806027,-0.09099528,-0.018764373,-0.045320675,0.03745377,0.0602052,0.031469278,0.0013880363,-0.008929383,0.013005738,-0.035716765,-0.009047867,-0.0018672615,0.013594388,0.011635922,-0.0120002525,0.02867387,-0.008058552,0.0035680917,2
Phrase,B,Monday,0,Feb,0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7884936,0.15261942,0.1350787,0.008483606,0.27522913,0.22974728,0.020863524,0.18288557,0.11876458,-0.26934657,0.035854872,0.14261444,0.006613015,0.07235904,0.0895829,0.062373925,-0.05614087,0.033458725,-0.016841901,0.008915846,0.01724045,0.11392741,0.02661628,0.009377001,0.009394226,-0.036524493,-0.017563706,-0.00046336383,-0.022308134,-0.0055199633,0.059994884,-0.025273195,-0.025576953,0.00093354087,-0.020952618,0.02397945,0.019063365,0.0069977716,0.07237421,-0.010483698,-0.002112914,-0.008021075,0.013600693,0.00735333,-0.01153163,-0.104173526,0.0014255046,0.058038328,0.037571,0.008270601,6
Broad,USA,Thursday,0,Jan,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.45564032,0.39967892,-0.23868324,-0.19192688,0.05959275,-0.106073976,0.05540392,-0.06572329,0.3868865,0.08367836,0.19078028,-0.26051453,0.22957659,0.098811224,-0.07064229,-0.004070669,0.00015801289,-0.21944284,0.16543877,0.18152589,0.058137543,-0.03043836,0.011398113,0.058252525,-0.10481276,-0.07640702,0.13110569,-0.018937696,0.019612635,0.0025842318,0.03418247,0.14051212,-0.002679584,-0.010392278,0.09279552,-0.015460011,-0.046811324,0.041860666,0.041148983,0.014861507,0.016729666,-0.024367845,0.0037200092,-0.002757076,0.012245361,-0.0021982817,-0.002249363,-0.013229208,0.006255763,-0.012403593,3
Phrase,B,Monday,0,Dec,0,49,9.60245002503719,9.60245002503719,9.568882249664,0.0,0.005754475778261398,4.0,0.250225,4.33,0.83,0.62292475,0.5135196,-0.101035595,-0.25159997,-0.018287582,-0.099678926,0.1359304,-0.113871075,0.026700197,0.008915678,0.012288086,-0.066328496,0.038826104,-0.20097534,-0.13951488,-0.087078206,-0.14190352,-0.031033501,-0.04524989,-0.055490546,-0.03109867,-0.04090703,0.029236697,-0.18871039,-0.01955907,-0.0034891623,0.16180053,-0.03542536,-0.10117017,-0.030737411,-0.06905865,-0.15364859,0.04410592,-0.011260673,0.026530508,0.07127426,0.03390146,0.03906269,-0.043860707,-0.05871943,-0.022693567,-0.056957155,-0.05819929,-0.03500808,-0.033360817,-0.0042810435,-0.016645905,0.017107304,0.006720773,0.0029362508,3
Broad,A,Sunday,1,Nov,0,78,7.550135342488429,7.435634256160619,7.372426445497965,0.0,0.03454936576893597,67.0,5.457938,21.320668,0.39,0.7037013,-0.41057247,-0.12916894,0.1966176,-0.23543583,-0.24456842,0.12726185,0.09578936,0.076426856,-0.09772445,-0.11316625,-0.13894376,-0.049398586,0.1066227,0.058843754,0.10907207,-0.022221329,-0.037340175,-0.06656897,-0.030682573,-0.0051188744,-0.078891695,-0.056140464,-0.0031004404,-0.035493705,0.026333328,0.078265,0.01205123,0.012261776,0.046288356,-0.09904203,-0.045737542,0.038342282,0.021299306,0.021484204,-0.03252545,0.018642494,-0.04598175,0.051915634,0.06969102,0.0027455932,0.029573476,0.0396462,-0.07501214,-0.032141864,0.0020187548,0.011651353,-0.016544942,-0.039028622,-0.0026741675,1
Phrase,B,Saturday,1,Aug,0,23,10.809748150372926,9.939835896042796,9.905807538118735,-0.20417014754436558,0.005833432786981183,66.0,0.527687,5.498622,0.28,0.7557319,-0.15936254,0.3859555,0.053041577,0.3125912,0.014231652,0.15231602,0.028169086,0.1370806,-0.12119023,0.02616198,-0.043045,-0.050391898,0.07776287,-0.015263765,0.10850171,-0.017088184,0.04905531,-0.011303119,-0.034591135,-0.040281165,-0.006206679,-0.05037119,-0.037611604,-0.04952378,0.02371219,0.08423765,0.12937942,0.03356076,0.05556525,-0.040388267,-0.048092317,0.029394913,0.036997885,-0.020720506,0.0037327695,-0.06857226,0.019874485,0.003577804,0.052809533,-0.07598825,0.04757842,-0.018029328,-0.048942327,0.06968591,0.025683705,-0.03661839,0.0002540525,0.01791037,0.0051530376,1
Phrase,USA,Friday,0,Nov,0,94,2.3978952727983707,2.8289800494150725,3.1780811039866363,0.6466271649250523,-0.17953768520823293,34.0,0.022561,0.649737,6.94,0.4723357,-0.009348634,0.2110518,0.29487383,0.11214504,0.22331704,0.3746841,-0.07646121,0.05069774,0.22901815,0.21499744,0.16906805,0.031196976,0.027758371,0.3354392,-0.06366018,0.15797533,0.0486421,0.10882974,-0.025330529,0.18355726,-0.22457983,-0.11657611,0.0014923976,0.02257744,-0.110844955,-0.028579509,-0.0799962,-0.13978054,0.024467424,-0.030878616,-0.032836493,-0.008154501,-0.061130486,-0.0030990303,0.032526072,0.044677597,0.0072332374,0.007710207,0.004547618,-0.024805488,-0.0097083775,0.0028425672,-0.012189476,0.013020382,0.023657084,0.010420803,0.004000897,-0.0026977395,0.0074591176,1
Broad,B,Friday,0,Mar,0,21,5.968707559985366,6.313166434972653,6.244516852539206,0.0,0.04707399938293437,56.0,0.553822,5.52,0.67,0.61798954,-0.22380513,-0.29543534,-0.01963779,-0.192999,0.16603734,0.15766816,-0.061627988,-0.22577348,-0.03251699,0.15267983,0.10766978,0.33710796,-0.12046272,-0.2167967,0.11675302,0.08147665,0.13899212,0.20825797,-0.07631158,-0.046601206,0.021875413,-0.10094031,-0.011720003,-0.0522126,0.011072945,0.0020748372,0.0048210183,0.03547169,-0.011018051,0.011068683,-0.021566939,0.029301902,-0.037311036,-0.0056193117,0.008229918,-0.017201515,0.016965376,-0.031209527,0.009366242,0.030290537,0.058191027,0.0017941742,-0.009932529,0.055133026,-0.06553922,0.030190015,0.022990646,-0.013820173,-0.028264003,1
Broad,USA,Friday,0,Nov,0,80,7.3783837129967145,7.15267565694148,7.118093117860778,-0.46962893368149405,0.0028062372873732524,62.0,3.16,14.929571,1.96,0.7816717,-0.40547046,0.10702648,-0.16198799,-0.01894017,0.027193801,0.17902812,-0.08328762,0.24180675,-0.056576386,0.022736615,0.20369044,-0.064246856,0.013413282,0.04048558,-0.001096433,-0.086783774,0.043163866,0.00782205,0.025898952,-0.047611527,0.019775774,0.031684782,-0.012246526,-0.005410555,-0.025257459,0.005045749,0.057732712,0.01109387,-0.01934184,0.013853877,0.058759574,-0.0070794183,-0.040629856,-0.015028621,0.046819877,0.0013283461,0.051997665,-0.0038046823,-0.02108016,0.0055130147,0.023701763,0.01879569,-0.00021476983,-0.022358574,-0.02522226,0.031509902,-0.011702109,-0.06482527,-0.0193217,1
Broad,USA,Tuesday,0,Feb,0,38,10.007892611890918,8.729473863672093,8.593655854205226,0.4054033892376001,0.08131503660900644,72.0,1.241547,9.915652,8.95,0.8084734,-0.36934572,0.052864455,-0.24287662,-0.21995726,-0.026236871,-0.04872278,-0.21402581,0.10597453,0.06722967,0.041284896,0.0940454,-0.049344536,-0.029004937,-0.0011342856,-0.042996272,-0.02216704,0.018767297,-0.051885333,0.031038161,-0.027851343,0.008281069,-0.010667219,-0.02893903,-5.8666614e-05,0.018682009,0.03851262,-0.0022898116,0.0029603462,0.0074618678,0.002945831,0.0063346373,-0.032071505,-0.033224344,0.013063349,0.050713483,0.001896342,0.03696751,-0.030629702,-0.031822674,-0.004880399,0.027373543,0.014869624,0.0030419815,-0.024095211,0.013046953,0.029105574,0.017375676,-0.006611645,0.010303606,2
Exact,USA,Sunday,1,Mar,0,29,5.968707559985366,6.3818160174060985,6.313166434972653,0.0,0.04707399938293422,56.0,0.553822,5.52,11.06,0.61798954,-0.22380513,-0.29543534,-0.01963779,-0.192999,0.16603734,0.15766816,-0.061627988,-0.22577348,-0.03251699,0.15267983,0.10766978,0.33710796,-0.12046272,-0.2167967,0.11675302,0.08147665,0.13899212,0.20825797,-0.07631158,-0.046601206,0.021875413,-0.10094031,-0.011720003,-0.0522126,0.011072945,0.0020748372,0.0048210183,0.03547169,-0.011018051,0.011068683,-0.021566939,0.029301902,-0.037311036,-0.0056193117,0.008229918,-0.017201515,0.016965376,-0.031209527,0.009366242,0.030290537,0.058191027,0.0017941742,-0.009932529,0.055133026,-0.06553922,0.030190015,0.022990646,-0.013820173,-0.028264003,1
Exact,B,Friday,0,Jan,0,10,7.783640596221253,8.52471685510365,8.761543471325455,0.0,-0.13349603769039425,50.0,0.718322,7.49,0.36,0.73962396,-0.15618128,-0.47342807,-0.12271247,-0.109656714,0.18448359,0.20334417,0.07824853,-0.025846953,-0.08674691,-0.124982,-0.1532649,-0.04030491,-0.0053830314,0.013962971,-0.033625077,0.031445432,-0.020203209,0.030118467,-0.092499964,-0.004790631,0.011749435,0.039172426,0.009198471,0.030034948,-0.04864577,-0.024131658,-0.01718225,-0.004180949,0.02000002,0.028514272,0.04798024,0.022258073,-0.025637625,0.013635506,0.03279693,0.025356064,-0.03302283,0.019846518,0.06869074,-0.0057188943,0.0068063485,-0.0628796,0.034621365,-0.010136932,0.020893484,-0.05741472,0.008171588,0.011012227,0.08199824,1
Exact,A,Sunday,1,Oct,0,106,8.999742789830492,8.592967633030918,8.69466025353415,-0.20475233378180135,-0.06399919533205198,35.0,0.453332,2.455562,1.18,0.8422776,-0.04985057,0.2649209,-0.1867974,0.24853526,0.019234536,-0.150059,-0.0691541,-0.14345494,-0.0025332647,-0.039840106,-0.09780824,0.05794658,0.0933873,0.013367359,0.02308125,-0.017391983,0.005116375,-0.038348414,0.020323846,0.070423506,0.0059979125,0.012132453,0.019392492,0.03050973,0.0120262895,0.039352916,0.006491458,-0.07988582,0.0036185666,0.06787559,0.024045527,0.052840006,0.013884922,0.07435617,0.05250271,0.024872702,-0.04806146,-0.051491193,-0.021183627,0.04800757,-0.013041768,0.06696878,0.034091838,-0.009348017,-0.0022032368,0.0062122946,0.015798384,-0.034548204,0.0080854185,1
Phrase,A,Wednesday,0,Dec,1,40,10.809748150372926,9.804688367091552,9.804688367091552,0.405442586853729,-0.011501282246249394,66.0,0.527687,5.498622,2.48,0.7557319,-0.15936254,0.3859555,0.053041577,0.3125912,0.014231652,0.15231602,0.028169086,0.1370806,-0.12119023,0.02616198,-0.043045,-0.050391898,0.07776287,-0.015263765,0.10850171,-0.017088184,0.04905531,-0.011303119,-0.034591135,-0.040281165,-0.006206679,-0.05037119,-0.037611604,-0.04952378,0.02371219,0.08423765,0.12937942,0.03356076,0.05556525,-0.040388267,-0.048092317,0.029394913,0.036997885,-0.020720506,0.0037327695,-0.06857226,0.019874485,0.003577804,0.052809533,-0.07598825,0.04757842,-0.018029328,-0.048942327,0.06968591,0.025683705,-0.03661839,0.0002540525,0.01791037,0.0051530376,1
Broad,B,Saturday,1,Nov,0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.45564032,0.39967892,-0.23868324,-0.19192688,0.05959275,-0.106073976,0.05540392,-0.06572329,0.3868865,0.08367836,0.19078028,-0.26051453,0.22957659,0.098811224,-0.07064229,-0.004070669,0.00015801289,-0.21944284,0.16543877,0.18152589,0.058137543,-0.03043836,0.011398113,0.058252525,-0.10481276,-0.07640702,0.13110569,-0.018937696,0.019612635,0.0025842318,0.03418247,0.14051212,-0.002679584,-0.010392278,0.09279552,-0.015460011,-0.046811324,0.041860666,0.041148983,0.014861507,0.016729666,-0.024367845,0.0037200092,-0.002757076,0.012245361,-0.0021982817,-0.002249363,-0.013229208,0.006255763,-0.012403593,2
Broad,A,Thursday,0,Mar,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12,0.5841614,0.53950286,-0.040710274,-0.14749026,-0.14757903,0.050823566,0.31352976,-0.18366724,-0.1379111,0.029977156,-0.25445473,-0.011532914,-0.1012621,0.08489995,-0.02063421,0.0066058445,-0.104342684,-0.030722218,-0.0073396913,0.12732649,-0.038638107,0.013000726,-0.07729628,-0.07596272,0.035125032,-0.030157845,-0.123769365,0.0026222742,0.007521298,-0.031716168,0.023220658,-0.03690986,-0.045894194,0.01997323,-0.0042061587,-0.019791797,0.00010514416,0.018719457,0.05355275,0.019486036,0.008428759,-0.0100106485,0.020704549,-0.0072787614,0.07880991,0.055880003,0.015778767,-0.04024762,-0.011781926,-0.06863284,17
Phrase,B,Saturday,1,Oct,0,121,10.809748150372926,10.742859414964562,10.642343484263082,-0.20066620622509745,0.051756590962677665,66.0,0.527687,5.498622,1.63,0.7557319,-0.15936254,0.3859555,0.053041577,0.3125912,0.014231652,0.15231602,0.028169086,0.1370806,-0.12119023,0.02616198,-0.043045,-0.050391898,0.07776287,-0.015263765,0.10850171,-0.017088184,0.04905531,-0.011303119,-0.034591135,-0.040281165,-0.006206679,-0.05037119,-0.037611604,-0.04952378,0.02371219,0.08423765,0.12937942,0.03356076,0.05556525,-0.040388267,-0.048092317,0.029394913,0.036997885,-0.020720506,0.0037327695,-0.06857226,0.019874485,0.003577804,0.052809533,-0.07598825,0.04757842,-0.018029328,-0.048942327,0.06968591,0.025683705,-0.03661839,0.0002540525,0.01791037,0.0051530376,4
Broad,USA,Saturday,1,Feb,0,41,4.2626798770413155,5.359266901674519,5.285497658584157,0.6157605169445253,0.049949586559237535,15.0,0.429148,4.67,1.57,0.5295513,0.25722235,0.4007082,0.3480163,-0.17599094,0.30856222,0.2408578,-0.12937398,-0.21091524,0.09314298,-0.052922044,-0.08968539,0.06818006,0.018329004,-0.020802433,-0.08329478,0.047655746,-0.06166918,-0.04638944,0.11831562,0.063479036,0.020976089,-0.0005259044,0.06505789,0.065662116,0.02690515,-0.011317679,0.00013781214,0.11828676,-0.01621757,0.025613775,0.034600276,0.017578902,-0.0044072308,0.020483542,-0.035163395,-0.085234985,-0.010175739,-0.04631493,-0.01846473,-0.073315665,0.045116805,-0.0077327336,-0.045781758,-0.11540738,0.0013421834,-0.03201896,0.07332438,-0.014236221,-0.030108942,1
Phrase,USA,Tuesday,0,Oct,0,125,4.2626798770413155,4.869016660689557,4.941038886554611,0.0,-0.012346667291151995,15.0,0.429148,4.67,1.7,0.5295513,0.25722235,0.4007082,0.3480163,-0.17599094,0.30856222,0.2408578,-0.12937398,-0.21091524,0.09314298,-0.052922044,-0.08968539,0.06818006,0.018329004,-0.020802433,-0.08329478,0.047655746,-0.06166918,-0.04638944,0.11831562,0.063479036,0.020976089,-0.0005259044,0.06505789,0.065662116,0.02690515,-0.011317679,0.00013781214,0.11828676,-0.01621757,0.025613775,0.034600276,0.017578902,-0.0044072308,0.020483542,-0.035163395,-0.085234985,-0.010175739,-0.04631493,-0.01846473,-0.073315665,0.045116805,-0.0077327336,-0.045781758,-0.11540738,0.0013421834,-0.03201896,0.07332438,-0.014236221,-0.030108942,1
Phrase,B,Wednesday,0,Dec,0,47,7.550135342488429,6.9535669612546345,7.298006790436511,0.389830852576325,-0.12714700832747797,27.0,0.484526,4.99073,0.92,0.8320953,0.22437687,-0.017916473,0.017022246,0.075130224,0.20862164,-0.22506513,0.059234034,-0.1914208,-0.12680003,-0.053076044,-0.024630364,-0.020783437,0.11436642,0.008576636,0.09145575,0.03662697,0.04952877,0.0051194285,-0.0042249924,-0.010266514,-0.03637437,0.061794076,-0.05572988,-0.012760206,0.015874678,0.0695967,-0.07803809,-0.004570795,-0.0043526394,-0.018990545,0.06916375,-0.046935238,-0.014261288,-0.051813018,-0.05344236,0.031486016,0.07068955,0.14182177,-0.0071549546,-0.0045835576,-0.02115143,-0.054898266,-0.045807656,-0.04517893,-0.0023572813,0.05505372,0.022813456,-0.03325666,0.011374816,2
Broad,A,Wednesday,0,Jan,0,26,8.999742789830492,8.728097421323477,8.761536926506123,-0.20063703109587827,-0.028662433013697634,77.0,4.76,15.38,2.67,0.763623,-0.37354124,-0.017954426,-0.085806504,-0.17655133,-0.023736635,0.025398714,-0.037696935,0.18535018,0.04284896,-0.16638239,-0.06627877,-0.22556469,-0.06344301,-0.08055142,-0.01958709,0.11735746,-0.03235371,0.041468676,-0.049079128,0.106440514,-0.05198109,0.016723104,0.069760665,-0.008784591,-0.014756919,-0.020852752,-0.048511602,0.09602731,-0.029771898,0.011167592,-0.031234879,0.09730785,0.0972782,-0.012421722,0.12450506,0.043599226,0.05790574,0.04938696,0.03742561,0.026215214,0.031699657,-0.033201624,0.068228066,-0.023127696,0.022084976,0.0070520802,0.018964866,0.011509455,-0.026574936,5
