Day,Keyword,Match type,Region,Cost,Clicks,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49
2025-08-23,ai and machine learning courses,Phrase match,A,3.42,3,Saturday,1,Aug,0,37,Low,24.0,5.69,15.4,7.783640596221253,7.846697325521304,7.807779783232498,0.0,0.03335789339040368,-0.83929026,-0.26830357,-0.026860364,0.18977478,0.13867472,-0.21512972,0.046076894,0.107140146,-0.10714452,0.13430274,0.023370763,0.04458908,-0.085575685,-0.008248303,-0.0062232525,-0.008222264,-0.03661141,-0.031977627,0.12708873,0.006020268,0.0018738271,0.058698155,0.07483996,-0.006423435,-0.014838773,0.071935,0.087536015,0.060847867,-0.04758627,-0.029684985,-0.0387367,0.01614321,0.038391165,-0.00489331,-0.020485645,0.015417056,-0.048616033,0.068207055,0.05172248,-0.0059283464,-0.0046548466,-0.014148848,-0.026302172,-0.0011288418,-0.049424037,0.010341369,-0.058237158,-0.009806951,-3.1838023e-05,-0.00801245
2025-08-23,ai for engineering,Exact match,B,0.61,1,Saturday,1,Aug,0,37,High,67.0,3.75,10.57,5.771441123130016,5.9029520810335825,5.970356438862873,0.19726643685535006,-0.034665098312206793,-0.6893667,-0.23902223,-0.4169243,-0.12318,-0.25316313,0.107166655,0.20387952,0.102190785,-0.08369194,0.18374352,0.11870183,0.009776078,0.060395867,-0.101894185,0.1524157,0.026793594,0.020149695,0.010009953,-0.14575645,0.04303122,-0.066514544,-0.016897814,0.014401933,-0.0037876633,-0.02409055,-0.042456005,-0.03278498,-0.024378128,-0.019891264,-0.053049557,0.024893219,0.08217306,0.002813538,0.029048018,0.014488971,-0.0632594,-0.03523071,-0.006590212,0.052218076,-0.008458494,-0.017030064,0.0267407,0.017423088,-0.052657515,-0.024647428,-0.0010098941,-0.025667192,-0.0032240462,0.015943034,-0.014089004
2025-08-23,best data scientist certifications,Exact match,B,0.29,1,Saturday,1,Aug,0,37,Medium,61.0,3.9,14.97,5.968707559985366,6.733108525345513,6.744962853095482,-0.5269387619091219,-0.017457832550204718,-0.5427219,-0.12921742,0.44766185,-0.08696692,-0.059178077,-0.014583215,0.11385834,-0.13663998,0.088649824,0.20704369,-0.38546735,-0.26207513,0.11944188,-0.06408318,-0.08529939,0.24349685,-0.018002525,-0.06503926,-0.06796568,-0.11180341,-0.051964257,0.011065814,-0.03979784,-0.04455541,0.005125928,0.05926738,-0.11368266,0.028228393,-0.031544268,-0.009664294,-0.023168303,-0.029216997,-0.15504342,0.060859896,0.07316196,-0.024582073,-0.0030324548,-0.013012467,-0.0026071693,0.08846274,-0.0040968,0.009749374,-0.007795694,-0.042250983,-0.0026465913,-0.015146928,0.01036782,-0.015549116,0.00315172,-0.02100276
2025-08-23,machine learning models,Phrase match,B,1.39,4,Saturday,1,Aug,0,37,Low,8.0,1.99,7.36,7.972810784121404,7.846697325521304,7.981806081330511,0.0,-0.06794245203745952,-0.75269115,0.4821234,-0.13866162,-0.0822616,-0.06899053,0.003947803,-0.08832505,0.14091013,-0.089208335,-0.043613687,-0.03889369,-0.15812314,-0.07958329,0.044774853,-0.03163295,-0.06831129,-0.018043919,-0.042391036,0.08659813,-0.09116583,0.039654955,0.055200655,-0.083921365,-0.017069723,0.018315509,-0.02467056,0.07993195,-0.013918701,-0.0064043174,-0.018248336,0.14589849,0.06529986,-0.02634305,-0.057563867,0.06448562,0.07745738,-0.0354921,0.03717158,-0.05539803,-0.01544199,-0.032883625,-0.01984588,0.004271853,-0.009981905,-0.0012102303,-0.008399536,0.04765506,-0.046699677,0.00031766447,-0.05133988
2025-08-23,machine learning training,Phrase match,B,2.03,4,Saturday,1,Aug,0,37,Medium,56.0,4.4,13.3,5.351858133476067,6.1097081368806245,6.312036450436312,-0.4044261469757453,-0.12757180550848096,-0.81036144,0.39980996,0.002238493,0.01340603,0.17114496,0.008316219,0.02789529,0.072891414,-0.04581434,0.0568373,0.050708164,-0.029311704,-0.13549963,0.08375324,0.0091177,0.0626823,0.14547503,0.11654715,-0.098069,-0.038141485,0.13028494,-0.10131643,-0.0624905,0.016403832,0.09658442,-0.040536456,0.013649559,-0.027144497,-0.0005506825,0.03236928,-0.00045163586,0.014311251,-0.031408276,-0.062380295,0.011404992,-0.023528483,0.028428826,-0.032190967,-0.0033071805,-0.041133326,0.021568721,-0.04998561,-0.0014682098,0.037298087,-0.041204613,0.00055856723,-0.018636491,0.05060637,-0.01995117,-0.028869405
2025-08-23,artificial intelligence online course,Phrase match,B,1.25,3,Saturday,1,Aug,0,37,High,67.0,5.22,15.91,8.999742789830492,9.33415926223954,9.200392401250355,0.0,0.08026023317589799,-0.72393614,-0.43580744,-0.093613006,0.27233616,0.10761816,-0.14372493,-0.04919772,0.008911253,-0.06745582,-0.2322159,-0.04128764,-0.12641338,-0.06691332,-0.096012644,-0.017491695,-0.09527241,-0.15362786,0.05107373,-0.10372271,0.060163856,0.05477348,0.038247157,-0.04741349,0.020724105,-0.006360964,0.014136007,-0.06149528,0.034368195,-0.01618955,-0.02063113,0.006128714,-0.04486934,-0.021464258,-0.009752734,-0.017835408,0.024743387,-0.044392932,-0.036132146,-0.013752789,-0.0052898224,0.016368784,-0.0229711,0.011871562,-0.012565687,0.0026221327,0.002823869,0.07687472,0.004648807,-0.036354523,0.008325744
2025-08-23,machine learning training program,Phrase match,B,4.85,14,Saturday,1,Aug,0,37,Medium,33.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,-0.7996544,0.29767233,0.13784812,0.082806244,0.073613174,0.043517403,0.124907434,-0.022273507,-0.04904493,-0.080359265,-0.1390591,0.19852337,-0.083834134,0.13081442,-0.010829811,-0.0431846,0.20138802,0.10836517,-0.09195593,0.071940616,0.058545697,-0.15728696,0.03994549,-0.01877464,0.028016401,-0.014061289,-0.07079236,-0.013982225,-0.024019334,-0.0005109592,0.047658037,-0.0765781,-0.04538467,0.0027718558,0.02586531,-0.036258586,0.026464215,0.0023919158,0.029979978,-0.0731284,0.022976384,-0.0028615186,-0.014405906,0.014911381,-0.029060544,-0.0052898764,-0.030309435,0.05719084,0.0009699889,-0.030955546
2025-08-23,mit machine learning,Phrase match,B,0.72,1,Saturday,1,Aug,0,37,Low,12.0,3.38,7.59,3.044522437723423,3.1743440266439973,3.3973605696376254,0.38946476676172326,-0.10841537042286235,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2025-08-23,ai and machine learning courses,Phrase match,B,1.81,5,Saturday,1,Aug,0,37,Low,24.0,5.69,15.4,7.783640596221253,7.846697325521304,7.807779783232498,0.0,0.03335789339040368,-0.83929026,-0.26830357,-0.026860364,0.18977478,0.13867472,-0.21512972,0.046076894,0.107140146,-0.10714452,0.13430274,0.023370763,0.04458908,-0.085575685,-0.008248303,-0.0062232525,-0.008222264,-0.03661141,-0.031977627,0.12708873,0.006020268,0.0018738271,0.058698155,0.07483996,-0.006423435,-0.014838773,0.071935,0.087536015,0.060847867,-0.04758627,-0.029684985,-0.0387367,0.01614321,0.038391165,-0.00489331,-0.020485645,0.015417056,-0.048616033,0.068207055,0.05172248,-0.0059283464,-0.0046548466,-0.014148848,-0.026302172,-0.0011288418,-0.049424037,0.010341369,-0.058237158,-0.009806951,-3.1838023e-05,-0.00801245
2025-08-23,modeling for engineering,Phrase match,B,0.2,1,Saturday,1,Aug,0,37,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36938432,0.03976512,-0.22037956,0.11871121,-0.6577442,0.36683682,0.17534117,0.33159256,-0.051361315,0.07102309,0.071874484,-0.057493098,-0.006522836,-0.0506431,-0.03689015,-0.03494165,0.056765668,-0.054086175,-0.105788074,-0.04284509,-0.04396893,0.051328246,-0.08373467,-0.09582905,-0.03968808,0.024094867,0.018465487,-0.037751194,0.045458797,-0.04477006,0.018221606,0.014241802,-0.023574132,-0.065649696,0.0041495757,0.024425108,-0.045860104,-0.0038897202,-0.009087523,-0.078322135,-0.0599588,0.010189465,0.002941963,-0.008613705,-0.01910797,-0.04380949,0.03070534,0.0029184537,-0.027526157,0.0047497554
2025-08-23,artificial intelligence for engineering,Phrase match,B,0.85,3,Saturday,1,Aug,0,37,High,67.0,3.75,10.57,5.771441123130016,5.9029520810335825,5.970356438862873,0.19726643685535006,-0.034665098312206793,-0.58426523,-0.1084171,-0.40991783,-0.1377599,-0.33658543,0.19338112,0.28411043,0.034754883,-0.037338916,0.09375648,0.08847124,-0.0044064242,-0.043035753,-0.09864772,0.24658284,0.026886767,-0.08186808,0.09493259,-0.22902153,0.08569819,0.0037530342,-0.0048595876,-0.019562818,0.0060818586,-0.029353939,0.1216507,-0.037865143,0.035563834,0.08676834,0.015723776,-0.034746673,0.014390494,-0.038054425,0.055678498,-0.023599932,-0.067927964,-0.12144532,0.031905513,0.021266049,-0.021732772,-0.051440332,-0.013539412,-0.03174033,-0.030045336,0.000616431,0.008285914,0.011555835,-0.022922194,-0.023110403,-0.013686546
2025-08-23,mit machine learning certificate,Broad match,B,1.99,8,Saturday,1,Aug,0,37,High,86.0,3.42,13.61,3.4339872044851463,4.51085950651685,4.577083071448679,0.0,-0.03405783339351173,-0.6269442,-0.11468258,0.5421759,-0.2917009,-0.08015986,0.17458795,-0.08917409,-0.11207013,-0.0162218,-0.20234416,0.2498292,-0.006874022,-0.053212516,-0.05778052,0.028857796,-0.015050568,0.026792595,0.10123165,0.05871894,0.034508225,-0.0157371,0.056816515,0.0053747273,0.007263497,-0.038106415,0.038917154,0.049368843,-0.04399948,0.060477365,0.01373314,-0.036872525,0.039666023,0.030159453,0.033825513,0.08293703,-0.0063657635,0.007271074,-0.008069705,-0.008768517,-0.024717351,-0.010399587,-0.0061656362,-0.022820393,0.031704877,-0.017623937,0.02874855,0.01197087,-0.014214505,-0.0039792447,-0.014106179
2025-08-23,machine learning training,Broad match,A,4.68,3,Saturday,1,Aug,0,37,Medium,56.0,4.4,13.3,5.351858133476067,6.1097081368806245,6.312036450436312,-0.4044261469757453,-0.12757180550848096,-0.81036144,0.39980996,0.002238493,0.01340603,0.17114496,0.008316219,0.02789529,0.072891414,-0.04581434,0.0568373,0.050708164,-0.029311704,-0.13549963,0.08375324,0.0091177,0.0626823,0.14547503,0.11654715,-0.098069,-0.038141485,0.13028494,-0.10131643,-0.0624905,0.016403832,0.09658442,-0.040536456,0.013649559,-0.027144497,-0.0005506825,0.03236928,-0.00045163586,0.014311251,-0.031408276,-0.062380295,0.011404992,-0.023528483,0.028428826,-0.032190967,-0.0033071805,-0.041133326,0.021568721,-0.04998561,-0.0014682098,0.037298087,-0.041204613,0.00055856723,-0.018636491,0.05060637,-0.01995117,-0.028869405
2025-08-23,mit machine learning certificate,Broad match,A,3.1,5,Saturday,1,Aug,0,37,High,86.0,3.42,13.61,3.4339872044851463,4.51085950651685,4.577083071448679,0.0,-0.03405783339351173,-0.6269442,-0.11468258,0.5421759,-0.2917009,-0.08015986,0.17458795,-0.08917409,-0.11207013,-0.0162218,-0.20234416,0.2498292,-0.006874022,-0.053212516,-0.05778052,0.028857796,-0.015050568,0.026792595,0.10123165,0.05871894,0.034508225,-0.0157371,0.056816515,0.0053747273,0.007263497,-0.038106415,0.038917154,0.049368843,-0.04399948,0.060477365,0.01373314,-0.036872525,0.039666023,0.030159453,0.033825513,0.08293703,-0.0063657635,0.007271074,-0.008069705,-0.008768517,-0.024717351,-0.010399587,-0.0061656362,-0.022820393,0.031704877,-0.017623937,0.02874855,0.01197087,-0.014214505,-0.0039792447,-0.014106179
2025-08-23,ai in engineering course,Phrase match,USA,12.44,3,Saturday,1,Aug,0,37,High,94.0,4.0,10.27,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,-0.7392904,-0.4135338,-0.27955624,0.080531076,-0.15205753,0.022384968,0.119710706,0.16203642,-0.0801568,0.16243654,0.11964344,0.038885444,-0.038430322,-0.085510425,0.11867073,0.07140853,0.03219072,0.048781842,-0.10347906,0.049437687,0.0137884505,0.033939283,0.061190058,-0.02617338,-0.12117616,-0.075266935,-0.0021944847,-0.026561605,0.0044919914,-0.014833521,0.07026842,0.005346358,-0.018947557,0.030996894,-0.009533103,-0.016928526,-0.026493441,0.028805854,-0.0023146227,-0.015403676,0.012883742,0.03688525,-0.009447191,0.0059570437,0.010016083,-0.008109949,-0.052407015,0.016418641,0.005447156,0.006778609
2025-08-23,machine learning certificate,Phrase match,USA,1.97,1,Saturday,1,Aug,0,37,High,80.0,3.48,11.2,4.51085950651685,4.948759890378168,4.980910501398918,0.0,-0.027557666589213214,-0.69474965,-0.007104278,0.52368706,-0.30533677,0.0923428,0.11651848,0.060328025,0.09008866,0.04218838,-0.14045653,0.050686356,-0.03816075,-0.0312587,-0.016688367,0.042931344,-0.0760295,-0.038696073,0.13527624,0.055472333,0.03772552,-0.03227044,0.055538613,0.014697229,-0.020828184,-0.079176,-0.021444988,0.056155257,-0.08259972,0.0946058,0.042829487,-0.071651354,-0.0033521256,0.05517602,0.045696974,0.09460309,-0.034140278,0.042623293,0.004223802,0.016329868,-0.011254585,-0.021037508,6.741736e-05,-0.0011917752,-0.010525985,0.0024706572,-0.0068028416,0.01627452,-0.0326464,-0.01832003,0.008058244
2025-08-23,artificial intelligence online course,Phrase match,USA,18.07,5,Saturday,1,Aug,0,37,High,67.0,5.22,15.91,8.999742789830492,9.33415926223954,9.200392401250355,0.0,0.08026023317589799,-0.72393614,-0.43580744,-0.093613006,0.27233616,0.10761816,-0.14372493,-0.04919772,0.008911253,-0.06745582,-0.2322159,-0.04128764,-0.12641338,-0.06691332,-0.096012644,-0.017491695,-0.09527241,-0.15362786,0.05107373,-0.10372271,0.060163856,0.05477348,0.038247157,-0.04741349,0.020724105,-0.006360964,0.014136007,-0.06149528,0.034368195,-0.01618955,-0.02063113,0.006128714,-0.04486934,-0.021464258,-0.009752734,-0.017835408,0.024743387,-0.044392932,-0.036132146,-0.013752789,-0.0052898224,0.016368784,-0.0229711,0.011871562,-0.012565687,0.0026221327,0.002823869,0.07687472,0.004648807,-0.036354523,0.008325744
2025-08-23,mit machine learning,Phrase match,USA,3.37,1,Saturday,1,Aug,0,37,Low,12.0,3.38,7.59,3.044522437723423,3.1743440266439973,3.3973605696376254,0.38946476676172326,-0.10841537042286235,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2025-08-23,mit artificial intelligence course,Phrase match,USA,4.53,1,Saturday,1,Aug,0,37,High,84.0,7.11,20.99,4.51085950651685,4.948759890378168,4.980910501398918,0.0,-0.016534599953528024,-0.732893,-0.4547627,-0.07310665,0.080935925,-0.16965975,-0.0428003,-0.12339941,-0.23000664,-0.07666098,-0.1418384,0.120064184,0.071625285,-0.1703912,-0.01740976,0.0057122107,0.095019676,-0.027349688,0.040510952,0.06644556,0.03172998,0.08682895,0.08656905,-0.01222512,0.052922674,0.012067849,0.069892146,-0.005943356,0.07444298,-0.016853288,-0.06320493,0.048959397,-0.02073804,-0.053104933,-0.01626117,-0.042493176,0.025000878,-0.023776347,-0.03676142,-0.007796407,-0.0052285413,0.038556185,-0.004235966,0.008910743,0.060752105,0.038370807,0.033989955,0.026918758,0.036057174,0.0227107,0.0026723065
2025-08-23,machine learning engineering course,Phrase match,USA,2.64,1,Saturday,1,Aug,0,37,Low,26.0,4.67,13.94,6.175867270105761,6.175463615832409,6.006330108957104,0.41310845742073266,0.08747907841844195,-0.8365444,0.006962975,0.18394841,0.20528385,-0.16086997,-0.005649733,0.18971755,0.0605937,-0.14628606,0.16781512,-0.008644216,0.18268971,-0.073517844,-0.0794324,0.070096,0.00650951,-0.032283433,0.13098387,-0.0021173418,0.042083234,0.009794624,0.087107584,0.07862786,-0.007026266,-0.050482906,-0.043667812,-0.004877027,-0.009004319,0.021366807,-0.08194649,0.009967939,0.010474387,0.048088267,-0.0024384696,-0.036899336,0.02670855,0.010797743,-0.0050291116,-0.020965189,-0.012409388,0.051370334,-0.031459045,0.01686047,0.022336008,0.028286066,-0.015038355,0.02911314,-0.028309504,0.0056194803,-0.02882416
2025-08-23,machine learning modeling and simulation,Phrase match,USA,3.82,1,Saturday,1,Aug,0,37,High,90.0,2.8,6.87,2.3978952727983707,2.3978952727983707,2.9806009925911945,0.0,-0.33790863469235977,-0.65654784,0.3435823,-0.12817998,-0.026807588,-0.22084226,0.13004643,-0.0071784756,0.2551502,-0.13010775,-0.1455478,-0.0371763,-0.085093394,-0.018494597,0.020972965,-0.078345366,-0.09079174,-0.044225693,0.1465562,0.21162982,0.017860735,0.09115929,-0.16244048,0.1635409,0.08544703,-0.122831896,0.09722919,0.053504683,0.05410119,0.034685664,0.12593661,-0.03925869,0.03745398,-0.021700814,-0.004902592,-0.015403533,0.077929445,-0.11628512,0.0107951565,0.022635017,0.027506053,0.0013565255,0.11550846,-0.019140119,-0.057484068,0.0030635046,0.020202544,0.08217432,0.018388163,-0.018863523,-0.082451075
2025-08-23,ai for engineering,Phrase match,USA,3.03,1,Saturday,1,Aug,0,37,High,67.0,3.75,10.57,5.771441123130016,5.9029520810335825,5.970356438862873,0.19726643685535006,-0.034665098312206793,-0.6893667,-0.23902223,-0.4169243,-0.12318,-0.25316313,0.107166655,0.20387952,0.102190785,-0.08369194,0.18374352,0.11870183,0.009776078,0.060395867,-0.101894185,0.1524157,0.026793594,0.020149695,0.010009953,-0.14575645,0.04303122,-0.066514544,-0.016897814,0.014401933,-0.0037876633,-0.02409055,-0.042456005,-0.03278498,-0.024378128,-0.019891264,-0.053049557,0.024893219,0.08217306,0.002813538,0.029048018,0.014488971,-0.0632594,-0.03523071,-0.006590212,0.052218076,-0.008458494,-0.017030064,0.0267407,0.017423088,-0.052657515,-0.024647428,-0.0010098941,-0.025667192,-0.0032240462,0.015943034,-0.014089004
2025-08-23,modeling and simulation course,Phrase match,USA,7.89,2,Saturday,1,Aug,0,37,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,-0.48540783,-0.18140575,0.0013847337,0.424486,-0.41223255,0.23962863,-0.044533573,0.31213796,-0.01902929,-0.11511316,-0.07423391,-0.06662591,-0.08944147,0.109789304,-0.11142187,0.03534408,-0.0023015765,0.078265615,0.2522425,-0.08814527,0.05438215,-0.05242827,0.13952805,0.07050676,-0.06330401,0.09312913,-0.016481645,-0.015229101,0.087680265,0.081773244,0.015770914,-0.043951403,-0.07969338,-0.03646499,-0.021661082,0.044900574,0.036122065,-0.06219673,0.07143992,0.02501322,-0.0210918,0.030512111,0.0022597017,-0.054277122,-0.0019521822,0.023000753,-0.04820789,0.03155889,-0.0063950703,-0.023003666
2025-08-24,mit machine learning,Exact match,USA,16.3,2,Sunday,1,Aug,0,36,Low,12.0,3.38,7.59,3.044522437723423,3.1743440266439973,3.3973605696376254,0.38946476676172326,-0.10841537042286235,-0.7634539,0.20176126,0.03101115,-0.09018777,-0.23263806,0.0337362,-0.2513075,-0.28433496,-0.10424403,-0.10452508,0.2915183,-0.020046428,-0.055687927,-0.020691253,0.0043821284,0.07539849,0.0520947,-0.068525456,-0.0065786582,-0.01937466,0.040037006,-0.017462818,0.0070947506,0.010916209,0.09111482,0.053504918,0.03706051,0.06385051,-0.011671342,-0.07452771,-0.003337839,0.10390931,-0.018196773,-0.0023679154,-0.024055397,0.059220206,-0.013208968,0.023111537,-0.019712606,0.0068167974,-0.023914127,0.016057018,-0.02064832,0.034082644,0.024670178,0.0022427358,0.00435589,-0.0021723441,0.004083791,-0.0025916132
2025-08-24,mit machine learning certificate,Exact match,USA,51.27,4,Sunday,1,Aug,0,36,High,86.0,3.42,13.61,3.4339872044851463,4.51085950651685,4.577083071448679,0.0,-0.03405783339351173,-0.6269442,-0.11468258,0.5421759,-0.2917009,-0.08015986,0.17458795,-0.08917409,-0.11207013,-0.0162218,-0.20234416,0.2498292,-0.006874022,-0.053212516,-0.05778052,0.028857796,-0.015050568,0.026792595,0.10123165,0.05871894,0.034508225,-0.0157371,0.056816515,0.0053747273,0.007263497,-0.038106415,0.038917154,0.049368843,-0.04399948,0.060477365,0.01373314,-0.036872525,0.039666023,0.030159453,0.033825513,0.08293703,-0.0063657635,0.007271074,-0.008069705,-0.008768517,-0.024717351,-0.010399587,-0.0061656362,-0.022820393,0.031704877,-0.017623937,0.02874855,0.01197087,-0.014214505,-0.0039792447,-0.014106179
2025-08-24,ai certification courses,Exact match,USA,14.89,2,Sunday,1,Aug,0,36,High,86.0,4.8,16.21,7.550135342488429,7.570719883902132,7.503177070031376,0.23350525373282416,0.0578938404606484,-0.7578576,-0.5398447,0.08917021,-0.05714543,0.15870503,0.025274774,0.046927992,0.1222615,-0.12692003,0.06676917,-0.039610926,-0.04270444,-0.038393386,0.0599173,-0.023509067,0.086174406,0.05096023,-0.1272545,0.0852904,-0.030080026,0.00058528356,0.007158664,0.021386595,-0.015867839,-0.0009134209,-0.014319013,0.031467456,0.05727151,-0.0069501568,0.013127709,0.038254775,-0.030524923,-0.0134719815,-0.0005081464,-0.032018725,0.038204428,0.013459074,0.029574994,0.003794294,-0.009028715,-0.014828271,0.017844297,-0.04469971,0.0041451748,0.01268648,0.017347792,0.0162808,-0.03224342,-0.003000943,0.0073406613
2025-08-24,machine learning course mit,Exact match,USA,13.37,2,Sunday,1,Aug,0,36,Medium,43.0,2.53,7.62,5.14166355650266,5.491719130027383,5.528119768675039,0.41958298965394913,0.005255842390002877,-0.82974654,-0.015559286,0.24804606,0.1622568,-0.17364371,-0.06465345,-0.11665812,-0.1724798,-0.15041506,-0.0019111929,0.18800776,0.12644766,-0.09650422,-0.029088581,-0.046927672,0.057320237,0.06967041,0.019459767,0.053914193,0.019016998,0.044528164,0.04379409,0.03649644,-0.0682803,0.041028723,0.071743056,-0.020382,0.07641319,-0.009683672,-0.09472978,0.021027569,0.069799446,-0.010253565,0.036880914,-0.015180565,0.057697333,0.0068861255,-0.032707155,0.003182106,-0.019249257,0.006280705,0.01396018,0.014688804,0.034747913,-0.014677937,-0.00955823,-0.022553528,0.007471061,0.034447584,-0.0047162366
2025-08-24,machine learning course mit,Exact match,A,0.99,1,Sunday,1,Aug,0,36,Medium,43.0,2.53,7.62,5.14166355650266,5.491719130027383,5.528119768675039,0.41958298965394913,0.005255842390002877,-0.82974654,-0.015559286,0.24804606,0.1622568,-0.17364371,-0.06465345,-0.11665812,-0.1724798,-0.15041506,-0.0019111929,0.18800776,0.12644766,-0.09650422,-0.029088581,-0.046927672,0.057320237,0.06967041,0.019459767,0.053914193,0.019016998,0.044528164,0.04379409,0.03649644,-0.0682803,0.041028723,0.071743056,-0.020382,0.07641319,-0.009683672,-0.09472978,0.021027569,0.069799446,-0.010253565,0.036880914,-0.015180565,0.057697333,0.0068861255,-0.032707155,0.003182106,-0.019249257,0.006280705,0.01396018,0.014688804,0.034747913,-0.014677937,-0.00955823,-0.022553528,0.007471061,0.034447584,-0.0047162366
2025-08-24,machine learning models,Phrase match,A,1.55,1,Sunday,1,Aug,0,36,Low,8.0,1.99,7.36,7.972810784121404,7.846697325521304,7.981806081330511,0.0,-0.06794245203745952,-0.75269115,0.4821234,-0.13866162,-0.0822616,-0.06899053,0.003947803,-0.08832505,0.14091013,-0.089208335,-0.043613687,-0.03889369,-0.15812314,-0.07958329,0.044774853,-0.03163295,-0.06831129,-0.018043919,-0.042391036,0.08659813,-0.09116583,0.039654955,0.055200655,-0.083921365,-0.017069723,0.018315509,-0.02467056,0.07993195,-0.013918701,-0.0064043174,-0.018248336,0.14589849,0.06529986,-0.02634305,-0.057563867,0.06448562,0.07745738,-0.0354921,0.03717158,-0.05539803,-0.01544199,-0.032883625,-0.01984588,0.004271853,-0.009981905,-0.0012102303,-0.008399536,0.04765506,-0.046699677,0.00031766447,-0.05133988
2025-08-24,machine learning training program,Phrase match,A,11.93,8,Sunday,1,Aug,0,36,Medium,33.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,-0.7996544,0.29767233,0.13784812,0.082806244,0.073613174,0.043517403,0.124907434,-0.022273507,-0.04904493,-0.080359265,-0.1390591,0.19852337,-0.083834134,0.13081442,-0.010829811,-0.0431846,0.20138802,0.10836517,-0.09195593,0.071940616,0.058545697,-0.15728696,0.03994549,-0.01877464,0.028016401,-0.014061289,-0.07079236,-0.013982225,-0.024019334,-0.0005109592,0.047658037,-0.0765781,-0.04538467,0.0027718558,0.02586531,-0.036258586,0.026464215,0.0023919158,0.029979978,-0.0731284,0.022976384,-0.0028615186,-0.014405906,0.014911381,-0.029060544,-0.0052898764,-0.030309435,0.05719084,0.0009699889,-0.030955546
2025-08-24,mit artificial intelligence course,Phrase match,A,0.93,1,Sunday,1,Aug,0,36,High,84.0,7.11,20.99,4.51085950651685,4.948759890378168,4.980910501398918,0.0,-0.016534599953528024,-0.732893,-0.4547627,-0.07310665,0.080935925,-0.16965975,-0.0428003,-0.12339941,-0.23000664,-0.07666098,-0.1418384,0.120064184,0.071625285,-0.1703912,-0.01740976,0.0057122107,0.095019676,-0.027349688,0.040510952,0.06644556,0.03172998,0.08682895,0.08656905,-0.01222512,0.052922674,0.012067849,0.069892146,-0.005943356,0.07444298,-0.016853288,-0.06320493,0.048959397,-0.02073804,-0.053104933,-0.01626117,-0.042493176,0.025000878,-0.023776347,-0.03676142,-0.007796407,-0.0052285413,0.038556185,-0.004235966,0.008910743,0.060752105,0.038370807,0.033989955,0.026918758,0.036057174,0.0227107,0.0026723065
