Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,llm_relevance_score,Clicks
Phrase match,B,Friday,0,Dec,0,122,3.9318256327243257,5.551955542013708,5.1706144865073265,-0.8549902060103598,0.11422933557311486,77.0,2.84,9.17,1.81,4,2
Broad match,USA,Tuesday,0,Mar,0,34,3.9318256327243257,4.643306636380506,4.52746831075608,-0.19867069479548416,0.022687080660189866,75.0,2.4,9.08,39.19,5,8
Phrase match,B,Monday,0,Jan,0,91,4.948759890378168,5.222986967962117,5.6318209340679735,0.0,-0.23366162687336042,71.0,2.97,9.15,2.71,5,1
Exact match,C,Tuesday,0,Apr,0,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,4,1
Broad match,A,Tuesday,0,Jan,0,20,4.948759890378168,5.077362334461163,5.077362334461163,-0.19290366612449183,-0.022046133271370498,3.0,3.07,8.06,1.03,3,1
Broad match,USA,Sunday,1,Aug,0,50,8.999742789830492,8.999742789830492,9.100066915476503,0.0,-0.05159526461794881,6.0,1.88,10.84,1.34,3,1
Broad match,A,Tuesday,0,Aug,0,41,4.51085950651685,4.643306636380506,4.641814979645556,0.19867069479548416,0.02630144199346113,84.0,1.21,32.23,0.68,5,1
Exact match,B,Thursday,0,Sep,0,11,3.9318256327243257,4.317848215252675,4.088461329651831,0.0,0.16352968058400802,32.0,4.39,14.7,1.6,4,2
Phrase match,B,Wednesday,0,Aug,0,33,5.968707559985366,6.441381873016206,6.037437926137337,0.7890724611064064,0.299535062462836,50.0,4.64,49.99,1.62,4,2
Exact match,USA,Friday,0,Oct,0,94,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,57.0,0.0,0.0,6.63,4,1
Exact match,USA,Sunday,1,Nov,0,85,3.713572066704308,3.6203771126312545,3.573779635594727,-0.2795848622191617,-0.007988138920547743,60.0,4.27,17.3,9.22,5,1
Broad match,USA,Monday,0,Jun,0,91,9.60245002503719,9.33415926223954,9.320782440127838,-0.20065233167553842,-0.02006523316755328,13.0,1.37,4.75,5.31,3,2
Broad match,A,Monday,0,Aug,0,49,2.3978952727983707,2.613437661106721,2.721208855260897,0.0,-0.12932543298501084,63.0,2.97,11.89,19.03,4,6
Broad match,B,Sunday,1,Jan,0,22,3.9318256327243257,4.411629985131655,4.494356528290166,0.44685032427101845,-0.005658163963434239,75.0,2.4,9.08,2.45,5,3
Exact match,A,Tuesday,0,Sep,0,20,3.044522437723423,3.3041656155645724,3.3690764100248587,0.0,-0.01112756476462076,50.0,3.75,9.14,0.75,4,1
Broad match,USA,Sunday,1,Nov,0,78,3.044522437723423,2.828980049415072,3.048259515066062,0.6466271649250523,-0.15100370399084553,42.0,3.53,7.49,1.43,3,1
Phrase match,B,Thursday,0,Nov,1,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,5,1
Broad match,B,Wednesday,0,Dec,0,61,3.044522437723423,3.673591460489682,3.7663329522703344,-0.6690496289808849,-0.1048329885327854,53.0,4.25,18.02,13.76,5,15
Phrase match,B,Tuesday,0,Sep,0,20,5.968707559985366,6.313166434972653,6.177112494709917,0.0,0.10484916323661213,50.0,4.64,49.99,11.61,4,5
Broad match,A,Tuesday,0,Jul,1,83,3.713572066704308,4.428132963358338,4.372990589305506,-0.2481796294755343,0.014177242114282597,72.0,3.28,16.4,5.29,5,3
Broad match,A,Friday,0,Feb,0,38,3.9318256327243257,4.708465839011411,4.741577621477324,1.0891782564347512,0.09326690521147092,75.0,2.4,9.08,17.23,5,2
Broad match,B,Monday,0,Jan,1,14,3.044522437723423,3.267538980717051,3.6548246807735203,0.0,-0.21850095343840656,53.0,4.25,18.02,1.07,5,2
Phrase match,A,Tuesday,0,Jun,0,97,5.351858133476067,5.422745558091609,5.422199914563929,0.0,0.00013960542148012768,46.0,2.69,10.75,16.42,4,2
Phrase match,USA,Thursday,0,Nov,0,151,2.3978952727983707,2.613437661106721,2.613437661106721,-0.6466271649250523,0.0,46.0,2.58,5.22,11.61,5,1
Broad match,A,Monday,0,Apr,0,0,2.3978952727983707,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,63.0,2.97,11.89,3.36,4,1
Phrase match,B,Monday,0,Jul,0,63,5.968707559985366,6.175867270105761,6.006571768479293,0.0,0.06395619243785529,50.0,4.64,49.99,3.52,4,2
Broad match,A,Sunday,1,Jul,0,85,3.713572066704308,3.3041656155645724,3.2392548211042844,0.38946476676172326,0.011127564764620701,49.0,4.48,21.42,25.57,5,7
Exact match,USA,Monday,0,Dec,0,126,2.3978952727983707,3.3041656155645716,3.3041656155645716,-0.38946476676172326,-0.02225512952924128,30.0,2.68,7.31,5.41,5,1
Phrase match,B,Wednesday,0,Aug,0,40,4.948759890378168,4.2626798770413155,4.337154931086485,0.0,-0.012767152122028868,17.0,5.22,34.91,70.02,4,32
Exact match,USA,Sunday,1,Jul,0,57,5.771441123130016,6.037760796692164,6.141138824615685,0.20715971012039525,-0.05309664505666482,76.0,4.02,14.77,8.77,5,2
Phrase match,USA,Wednesday,0,Mar,0,26,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,36.44,5,8
Phrase match,C,Sunday,1,Mar,0,29,3.9318256327243257,4.301345237025991,4.135352214591321,-0.44685032427101845,0.08536784010925946,32.0,4.39,14.7,5.36,4,9
Broad match,A,Tuesday,0,Jul,0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,4,1
Broad match,B,Wednesday,0,Feb,0,40,5.564520407322694,6.037760796692164,6.072287415045563,0.20715971012039525,0.005918848860582965,25.0,1.73,8.71,1.95,3,1
Phrase match,C,Tuesday,0,Jul,0,69,2.3978952727983707,2.828980049415072,2.721208855260897,0.6466271649250523,0.09237530927500741,46.0,2.58,5.22,0.39,5,1
Exact match,USA,Tuesday,0,Sep,0,20,2.3978952727983707,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,30.0,3.38,9.12,17.79,5,1
Exact match,B,Tuesday,0,Aug,0,27,4.709530201312334,4.345406420199827,4.428132963358338,0.0,-0.05672677245155091,53.0,2.72,8.25,2.18,5,1
Phrase match,A,Thursday,0,Jun,0,95,3.044522437723423,3.7135720667043075,3.5088688411344404,0.0,0.12753107410803055,50.0,3.75,9.14,4.2,4,3
Exact match,A,Saturday,1,Mar,0,23,3.4339872044851463,5.211728415493796,5.1766959859982284,-0.21019457697340638,0.018016678026291894,82.0,4.15,11.06,1.84,4,1
Broad match,A,Sunday,1,Jun,1,99,3.044522437723423,3.7658794899779324,3.7326902614286537,0.49783842823917945,0.0,50.0,3.75,9.14,3.08,4,2
Phrase match,USA,Wednesday,0,Oct,0,110,3.713572066704308,3.1743440266439973,3.3507630926010985,-0.38946476676172326,-0.07475352750827147,49.0,4.48,21.42,39.4,5,3
Phrase match,A,Friday,0,Aug,0,59,5.771441123130016,6.175867270105761,6.210192061322484,0.0,-0.005884249922866807,76.0,4.02,14.77,1.21,5,1
Phrase match,USA,Friday,0,Jul,0,59,3.9318256327243257,4.789273431000946,4.861295656865999,0.0,-0.0643805377666949,77.0,2.84,9.17,38.28,4,9
Broad match,USA,Thursday,0,Sep,0,4,5.14166355650266,4.345406420199827,4.461244745824253,0.2481796294755343,-0.045392302922531505,60.0,2.7,11.07,142.84,5,19
Broad match,USA,Thursday,0,Aug,0,39,6.3818160174060985,6.514364763991999,6.481227577345524,0.19882311987885082,0.005680660567967363,73.0,4.2,46.65,9.56,5,2
Exact match,USA,Wednesday,0,Dec,0,54,5.351858133476067,5.493632982707151,5.49308733917947,-0.21266227384662706,0.012291735355573239,46.0,2.69,10.75,9.39,4,3
Phrase match,USA,Friday,0,Nov,0,157,3.9318256327243257,4.162370483420825,4.143603703704662,-0.5491078103370075,-0.0028201456328319063,32.0,4.39,14.7,73.06,4,13
Exact match,USA,Sunday,1,Aug,0,36,5.771441123130016,5.968707559985366,5.968707559985366,0.0,0.0,14.0,2.48,9.22,12.38,5,1
Phrase match,C,Saturday,1,Dec,0,121,3.9318256327243257,5.551955542013708,5.1706144865073265,-0.8549902060103598,0.11422933557311486,77.0,2.84,9.17,0.2,4,1
Exact match,A,Saturday,1,Aug,0,51,2.3978952727983707,2.613437661106721,2.721208855260897,0.0,-0.12932543298501084,63.0,2.97,11.89,0.01,4,1
Exact match,A,Friday,0,Aug,0,52,5.771441123130016,5.968707559985366,5.968707559985366,0.0,0.0,14.0,2.48,9.22,7.48,5,2
Broad match,A,Tuesday,0,Dec,0,62,3.044522437723423,2.828980049415072,2.9367512435692475,0.0,-0.018475061855001324,42.0,3.53,7.49,1.54,3,1
Exact match,A,Wednesday,0,Mar,0,12,5.351858133476067,5.628362033594708,5.595484294118818,-0.40418715266267213,0.0050845108271829285,46.0,2.69,10.75,7.26,4,4
Broad match,USA,Friday,0,Jul,0,80,3.9318256327243257,2.828980049415072,2.721208855260897,0.6466271649250523,0.05542518556500439,8.0,0.0,0.0,3.34,3,2
Phrase match,USA,Friday,0,Sep,0,10,2.3978952727983707,2.613437661106721,2.721208855260897,0.0,-0.12932543298501084,46.0,2.58,5.22,33.46,5,3
Broad match,A,Monday,0,Jul,0,70,3.044522437723423,3.470111758310965,3.6179956241444486,-0.8873031950009027,-0.09830968910074726,50.0,3.75,9.14,12.32,4,4
Broad match,A,Friday,0,Oct,0,99,2.3978952727983707,2.958801638335647,3.041774709708843,-1.0360919316867756,-0.16727515241198726,45.0,0.0,0.0,1.28,4,1
Broad match,USA,Tuesday,0,Aug,0,34,3.9318256327243257,4.152395128935653,4.323375828612909,-0.33085424431698973,-0.12102058119359062,61.0,2.59,7.15,8.27,4,2
Broad match,USA,Tuesday,0,Jun,0,104,5.564520407322694,5.633493979258468,5.647288693645622,0.0,-0.0413841431614645,6.0,0.97,16.08,2.41,3,1
Broad match,A,Saturday,1,Nov,0,72,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,30.0,3.38,9.12,0.96,5,1
Broad match,C,Wednesday,0,Apr,0,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,4,12
Broad match,A,Saturday,1,Dec,0,44,7.3783837129967145,7.9708443978069745,7.877242497014115,-0.42267544163297543,0.000169450446461677,46.0,2.9,9.87,4.0,3,1
Phrase match,A,Wednesday,0,Dec,0,61,3.044522437723423,3.876164238083596,3.590164926824084,-0.33085424431698973,0.197788399790658,50.0,3.75,9.14,10.59,4,3
Broad match,USA,Saturday,1,Jul,0,65,5.14166355650266,4.494356528290166,4.461244745824253,-0.2481796294755343,-0.008505387547302469,60.0,2.7,11.07,10.18,5,3
Exact match,B,Thursday,0,Aug,0,53,5.968707559985366,6.313166434972653,6.346303621619128,0.2059487473003374,0.006087839277766371,33.0,2.37,7.22,0.77,4,1
Broad match,A,Thursday,0,Jul,0,88,2.3978952727983707,2.958801638335647,3.4640804152461477,0.6466271649250523,-0.31349037538818536,69.0,2.9,8.9,0.65,5,1
Exact match,B,Saturday,1,Sep,0,9,3.9318256327243257,4.317848215252675,4.088461329651831,0.0,0.16352968058400802,32.0,4.39,14.7,1.45,4,1
Broad match,USA,Monday,0,Aug,0,28,2.3978952727983707,2.613437661106721,2.721208855260896,-0.6466271649250523,-0.018475061855001387,46.0,2.58,5.22,0.57,5,5
Broad match,A,Wednesday,0,Mar,0,19,8.38958706681109,8.116914837139719,8.116914837139717,0.0,-2.3952390736185767e-16,51.0,4.08,26.03,0.31,5,1
Phrase match,USA,Wednesday,0,Jul,0,82,3.044522437723423,3.3041656155645716,3.2392548211042844,-0.38946476676172326,0.03338269429386216,50.0,3.75,9.14,59.88,4,5
Broad match,USA,Thursday,0,Mar,0,18,5.771441123130016,5.9029520810335825,5.802709816113912,0.0,0.05100149173286038,71.0,4.48,23.06,16.96,5,5
Exact match,USA,Monday,0,Aug,0,56,2.3978952727983707,2.958801638335647,3.001662038029535,-0.6466271649250523,-0.0812477445103867,30.0,2.68,7.31,26.45,5,1
Phrase match,A,Sunday,1,Feb,0,43,2.3978952727983707,3.3973605696376254,3.350763092601099,0.2795848622191617,0.03994069460273722,32.0,3.34,5.98,29.04,3,1
Exact match,USA,Saturday,1,Jul,0,86,5.771441123130016,5.493632982707151,5.665414792394475,-0.21266227384662706,-0.11176942845073712,23.0,4.71,15.24,12.61,3,1
Broad match,B,Wednesday,0,Nov,0,75,3.044522437723423,3.96935919215665,3.877841223767149,-0.5491078103370075,0.047066383743172145,53.0,4.25,18.02,2.13,5,2
Broad match,A,Saturday,1,Sep,0,9,2.3978952727983707,2.958801638335647,3.2610541753598326,0.38946476676172326,-0.13447031602924495,45.0,0.0,0.0,8.1,4,4
Broad match,A,Thursday,0,Aug,0,39,6.3818160174060985,6.514364763991999,6.481227577345524,0.19882311987885082,0.005680660567967363,73.0,4.2,46.65,8.5,5,7
Phrase match,A,Saturday,1,Jul,0,79,2.3978952727983707,2.828980049415072,2.721208855260897,0.6466271649250523,0.09237530927500741,46.0,2.58,5.22,7.1,5,1
Exact match,A,Saturday,1,Aug,0,44,3.4339872044851463,3.8590744440509863,4.00573478649332,-0.21825356602001778,-0.06899099449622972,44.0,1.66,5.35,4.65,4,1
Broad match,USA,Sunday,1,Dec,0,64,4.948759890378168,4.723049866069117,4.7561616485350315,-0.4379003838613187,-0.014711259881306858,68.0,5.32,17.99,20.55,4,1
Broad match,A,Monday,0,Jun,0,91,3.713572066704308,3.1743440266439973,3.2003083444281124,-0.38946476676172326,-0.03894647667617258,49.0,4.48,21.42,12.83,5,6
Broad match,USA,Thursday,0,Jan,0,11,3.713572066704308,4.2626798770413155,4.378518202665741,0.0,-0.08510830027947676,82.0,2.83,8.0,9.52,4,2
Broad match,USA,Sunday,1,Sep,0,22,3.9318256327243257,4.8690166606895575,4.7561616485350315,0.0,0.08306259961440277,61.0,2.59,7.15,16.67,4,2
Broad match,USA,Saturday,1,Oct,0,100,7.3783837129967145,7.985622753084532,7.983714417207522,0.6059464705898376,0.012445441488874581,46.0,2.9,9.87,8.07,3,1
Broad match,A,Wednesday,0,Jan,1,96,3.9318256327243257,4.70846583901141,4.504905538018701,-0.2481796294755343,0.08688965834786543,75.0,2.4,9.08,2.26,5,2
Phrase match,A,Wednesday,0,Mar,0,19,5.14166355650266,5.352680699100474,5.352269416288269,-0.21266227384662706,0.01222263555904175,27.0,4.31,18.99,0.73,4,1
Broad match,USA,Tuesday,0,Jul,0,76,4.2626798770413155,4.869016660689557,4.829145045845252,-0.23922968906583453,0.006835133973309434,8.0,1.65,10.94,5.98,3,1
Broad match,USA,Sunday,1,Jul,0,85,2.3978952727983707,2.613437661106721,2.613437661106721,-0.6466271649250523,-0.03695012371000289,63.0,2.97,11.89,6.6,4,2
Broad match,A,Saturday,1,Jul,0,58,3.713572066704308,3.5271821585581997,3.5271821585581997,0.2795848622191617,1.1976195368092883e-16,90.0,4.1,14.03,0.95,5,1
Phrase match,C,Thursday,0,Nov,0,151,5.968707559985366,7.450019383680012,6.610730253405014,1.0113358354675173,0.6044078560590708,33.0,2.37,7.22,0.39,4,1
Phrase match,A,Thursday,0,Aug,0,39,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,3.33,5,4
Broad match,A,Saturday,1,Dec,0,58,8.188966863648876,8.594339400592892,8.526088622665625,0.0,0.046800533435840445,31.0,3.3,9.63,14.61,3,6
Broad match,A,Sunday,1,Jun,0,92,3.713572066704308,4.948759890378168,4.680194937754912,0.0,0.1636534227360185,82.0,2.83,8.0,3.05,4,2
Exact match,A,Tuesday,0,Oct,0,160,3.044522437723423,3.3041656155645716,3.131483626950109,-0.38946476676172326,0.007347497090380624,49.0,2.51,15.17,3.44,4,2
Broad match,B,Thursday,0,Aug,0,53,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,0.0,0.0,0.65,3,1
Phrase match,A,Thursday,0,Aug,0,53,5.14166355650266,5.702467551194242,5.735345290670135,-0.20692071580732208,-0.005636183910152712,27.0,4.31,18.99,1.52,4,1
Phrase match,B,Thursday,0,Aug,0,32,5.771441123130016,5.771441123130015,5.736954337162129,0.0,0.005912020451637844,23.0,4.71,15.24,1.04,3,2
Exact match,A,Wednesday,0,Jul,0,61,5.351858133476067,5.351858133476067,5.422745558091609,0.0,-0.036456389802279096,46.0,2.69,10.75,3.0,4,3
Broad match,USA,Saturday,1,Aug,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,4,1
Broad match,USA,Sunday,1,Apr,0,1,3.044522437723423,3.876164238083596,3.831243746730621,0.49783842823917945,0.004196010163415663,53.0,4.25,18.02,51.9,5,4
Exact match,USA,Friday,0,Jul,0,59,3.9318256327243257,4.643306636380506,4.546800990748419,0.19867069479548416,0.09407173595867388,61.0,2.59,7.15,6.31,4,1
Broad match,USA,Friday,0,Nov,0,80,5.771441123130016,6.037760796692164,6.106814033398963,0.0,-0.04735079088466169,76.0,4.02,14.77,48.49,5,12
Exact match,B,Tuesday,0,Apr,0,174,2.3978952727983707,3.6931283013045935,3.433736163974295,0.49783842823917945,0.16812843250025278,32.0,3.34,5.98,0.44,3,1
Exact match,B,Sunday,1,Nov,0,141,2.3978952727983707,3.3041656155645716,3.2858522981408114,-0.38946476676172326,0.02539455537331448,32.0,3.34,5.98,0.01,3,1
Phrase match,A,Monday,0,Feb,0,42,2.3978952727983707,3.3973605696376254,3.350763092601099,0.2795848622191617,0.03994069460273722,32.0,3.34,5.98,1.73,3,1
Exact match,USA,Tuesday,0,Apr,0,174,5.771441123130016,6.175867270105761,6.243329247968959,0.0,-0.05782455245416941,76.0,4.02,14.77,7.88,5,2
Exact match,USA,Saturday,1,Aug,0,23,3.044522437723423,3.3973605696376254,3.591841912507636,0.38946476676172326,-0.10352362183024243,78.0,2.95,8.71,19.74,5,1
Broad match,B,Thursday,0,Jan,0,25,3.713572066704308,3.5271821585581997,3.573779635594727,0.2795848622191617,0.007988138920547503,60.0,4.27,17.3,0.11,5,1
Broad match,USA,Monday,0,Jan,0,28,3.9318256327243257,3.7658794899779324,3.903994935403961,0.49783842823917945,-0.05212484368670092,32.0,4.39,14.7,13.36,4,4
Phrase match,USA,Thursday,0,Aug,0,46,5.771441123130016,6.241737989125359,6.174276011262161,0.4047718671791882,0.05782455245416977,76.0,4.02,14.77,28.64,5,8
Broad match,USA,Monday,0,Nov,0,77,3.4339872044851463,3.6203771126312545,4.3109187557315565,0.2795848622191617,-0.39118164787934473,75.0,3.43,9.31,2.86,4,1
Phrase match,C,Thursday,0,Jul,0,88,5.968707559985366,6.379440808265603,6.412843889707475,-0.2059487473003374,-0.06312235478206374,33.0,2.37,7.22,2.2,4,4
Phrase match,C,Sunday,1,Apr,0,1,2.3978952727983707,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,21.0,0.0,0.0,0.42,5,1
Exact match,A,Thursday,0,Sep,0,4,3.044522437723423,3.5271821585581997,3.6567527069679233,0.2795848622191617,-0.0631316365421924,53.0,4.25,18.02,1.91,5,1
Phrase match,B,Thursday,0,Nov,0,144,3.9318256327243257,5.631698771702321,5.1706144865073265,-0.8172956100834048,0.2723153762113979,77.0,2.84,9.17,2.81,4,1
Exact match,A,Saturday,1,Jan,0,28,3.044522437723423,3.96935919215665,3.886386120783453,-0.21825356602001778,0.058648143118738824,53.0,4.25,18.02,2.91,5,2
Broad match,USA,Wednesday,0,Jul,0,82,6.78105762593618,7.083510578780076,7.161782067726992,-0.26213369919728446,-0.04337610658487527,9.0,2.09,6.43,19.87,3,2
Phrase match,A,Monday,0,Feb,0,42,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,1.97,5,2
Phrase match,A,Saturday,1,Jul,0,65,3.9318256327243257,4.789273431000946,4.861295656865999,0.0,-0.0643805377666949,77.0,2.84,9.17,13.81,4,3
Broad match,A,Sunday,1,Jan,0,29,3.9318256327243257,4.042110380829989,4.235121672094164,0.0,-0.10398721349823019,77.0,2.84,9.17,5.28,4,3
Exact match,B,Sunday,1,Jun,0,99,5.968707559985366,6.448090390699048,6.534991807909051,-0.19882311987885082,-0.08657144366282818,33.0,2.37,7.22,3.1,4,2
Exact match,A,Saturday,1,Nov,0,93,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,50.0,2.96,10.95,5.74,5,1
Broad match,USA,Monday,0,Aug,0,49,3.044522437723423,3.1743440266439973,3.2858522981408114,-0.38946476676172326,-0.03509198152626327,49.0,2.51,15.17,203.74,4,34
Phrase match,A,Friday,0,Sep,0,17,3.713572066704308,4.3621700891682185,3.7682570579061085,-0.6308040499858105,0.34472141809308454,49.0,4.48,21.42,6.05,5,5
Broad match,A,Saturday,1,Jan,0,7,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.0739002474200059,63.0,2.97,11.89,6.55,4,3
Phrase match,A,Friday,0,Apr,0,3,5.968707559985366,5.837276266852823,6.135938839747204,0.20692071580732208,-0.09503941774657529,50.0,4.64,49.99,2.78,4,1
Exact match,C,Saturday,1,Jun,0,100,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,63.0,2.97,11.89,1.67,4,1
Phrase match,USA,Tuesday,0,Aug,0,27,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,33.6,5,7
Phrase match,B,Saturday,1,Jul,0,58,3.713572066704308,3.1743440266439973,3.2392548211042844,0.38946476676172326,-0.01112756476462064,49.0,4.48,21.42,1.83,5,3
Broad match,B,Wednesday,0,Mar,0,19,5.771441123130016,5.97200531774038,6.004883057216273,-0.20715971012039525,0.006201513811013098,71.0,4.48,23.06,5.15,5,4
Broad match,A,Tuesday,0,Jan,0,13,2.3978952727983707,3.3973605696376254,3.2209415036805242,0.38946476676172326,0.07475352750827159,1.0,0.0,0.0,7.0,3,8
Broad match,A,Friday,0,Jun,0,94,3.044522437723423,2.613437661106721,2.613437661106721,0.0,-0.03695012371000289,46.0,2.87,20.96,0.62,4,1
Exact match,USA,Saturday,1,Jul,0,79,2.3978952727983707,3.4339872044851467,3.3690764100248587,0.0,0.05563782382310321,30.0,3.38,9.12,10.79,5,1
Broad match,C,Wednesday,0,Dec,0,47,3.713572066704308,2.613437661106721,3.0053991153721733,0.0,-0.25450657803047344,49.0,4.48,21.42,3.97,5,7
Exact match,USA,Sunday,1,Mar,0,36,3.713572066704308,3.6931283013045935,3.942094395112461,-0.21825356602001778,-0.11206342754580864,60.0,4.27,17.3,20.03,5,1
Exact match,A,Monday,0,Mar,0,14,4.709530201312334,4.997619104772551,5.550273390639277,-0.43213335519032636,-0.39058408116862653,18.0,2.13,5.94,2.62,4,1
Exact match,USA,Saturday,1,Sep,0,9,2.3978952727983707,2.3978952727983707,2.721208855260897,0.0,-0.16627555669501348,53.0,3.32,14.88,1.97,5,1
Exact match,C,Saturday,1,Aug,0,23,3.044522437723423,2.958801638335647,3.066572832489822,1.0360919316867756,-0.01091492650652165,49.0,2.51,15.17,0.77,4,1
Phrase match,C,Friday,0,Jun,0,94,3.713572066704308,3.4339872044851467,3.440783932875967,0.0,-0.06270071355452403,49.0,4.48,21.42,12.85,5,31
Broad match,A,Saturday,1,Mar,0,30,3.044522437723423,2.828980049415072,2.9367512435692475,0.0,-0.018475061855001324,49.0,2.51,15.17,43.79,4,30
Broad match,USA,Wednesday,0,Dec,0,47,2.3978952727983707,3.044522437723423,3.0016620380295347,0.0,0.08124774451038676,57.0,2.37,12.98,3.69,5,1
Exact match,USA,Friday,0,Jan,0,17,3.4339872044851463,3.6931283013045935,3.7761013726777897,-0.2795848622191617,-0.08359140780674097,82.0,4.15,11.06,4.13,4,1
Broad match,C,Monday,0,Nov,0,77,5.771441123130016,6.037760796692164,6.106814033398963,0.0,-0.04735079088466169,76.0,4.02,14.77,8.45,5,15
Broad match,A,Thursday,0,Dec,0,60,3.044522437723423,3.044522437723423,3.2858522981408114,0.0,-0.10813622180213339,78.0,2.95,8.71,0.52,5,1
Broad match,A,Sunday,1,Dec,0,41,8.188966863648876,7.309218634835311,7.27463609575461,0.0,0.041499046896841155,17.0,7.86,43.44,23.83,4,13
