day,lambda,budget,n_candidates,n_new_candidates,n_masked,n_real_new,actual_cost,actual_revenue,actual_clicks,actual_profit,profit_old,profit_new,profit_new_raw,profit_total,observed_clicks_total,replay_clicks_total,replay_revenue_total,replay_cost_total,n_old,n_new,profit_improvement,profit_improvement_pct,cost_change,cost_change_pct
2025-12-21,100.0,340.28000000000003,638,7,7,3,340.28000000000003,5000.0,270.0,4659.72,214.65491393327542,372.14132003732124,372.14132003732124,586.7962339705966,270.0,8.874328945765168,615.8850408851401,29.08880691454354,32.0,3.0,-4072.923766029404,-0.8740704947999888,-311.19119308545646,-0.9145150848873176
2025-12-22,0.0,351.6900000000001,638,7,7,6,351.6900000000001,2800.0,297.0,2448.31,99.59895336446806,134.99390892167543,134.99390892167543,234.5928622861435,297.0,18.87955823473792,239.0148047903398,4.421942504196323,29.0,6.0,-2213.7171377138566,-0.9041817162507431,-347.26805749580376,-0.9874265901669187
2025-12-22,10.0,351.6900000000001,638,7,7,6,351.6900000000001,2800.0,297.0,2448.31,99.59895336446927,134.99390892167548,134.99390892167548,234.59286228614474,297.0,18.879558234738035,239.01480479034112,4.4219425041963465,29.0,6.0,-2213.717137713855,-0.9041817162507425,-347.26805749580376,-0.9874265901669187
2025-12-22,100.0,351.6900000000001,638,7,7,6,351.6900000000001,2800.0,297.0,2448.31,99.97953588873463,474.76352458812465,474.76352458812465,574.7430604768592,297.0,61.52033493379028,1039.0148047916803,464.2717443148209,29.0,6.0,-1873.5669395231407,-0.7652490654872711,112.58174431482081,0.32011642160658754
2025-12-23,0.0,323.91,638,7,7,6,323.91,3000.0,275.0,2676.09,323.6858899052595,0.0,0.0,323.6858899052595,275.0,12.825036637653836,326.25058438522274,2.564694479963229,34.0,6.0,-2352.4041100947406,-0.8790452152561163,-321.3453055200368,-0.9920820768733191
2025-12-23,10.0,323.91,638,7,7,6,323.91,3000.0,275.0,2676.09,323.68588990250856,0.0,0.0,323.68588990250856,275.0,12.825036643636992,326.2505843852243,2.564694482715716,34.0,6.0,-2352.4041100974914,-0.8790452152571443,-321.3453055172843,-0.9920820768648214
2025-12-23,100.0,323.91,638,7,7,6,323.91,3000.0,275.0,2676.09,323.6858899298314,1292.2746756408012,1292.2746756408012,1615.9605655706325,275.0,138.82503660204162,2726.2505843917597,1110.2900188211272,34.0,6.0,-1060.1294344293676,-0.3961486476274593,786.3800188211271,2.4277732049678216
2025-12-24,0.0,353.90999999999997,638,8,8,7,353.90999999999997,5200.0,294.0,4846.09,138.12711959344384,-0.33981269158922733,-0.33981269158922733,137.7873069018546,294.0,15.99897005972189,140.95238095237298,3.1650740505183603,29.0,7.0,-4708.302693098146,-0.9715673239865842,-350.7449259494816,-0.9910568391666855
2025-12-24,10.0,353.90999999999997,638,8,8,7,353.90999999999997,5200.0,294.0,4846.09,138.1271195937798,-0.3398126915893445,-0.3398126915893445,137.78730690219047,294.0,15.998970059746304,140.95238095271236,3.165074050521863,29.0,7.0,-4708.302693097809,-0.9715673239865148,-350.7449259494781,-0.9910568391666755
2025-12-24,100.0,353.90999999999997,638,8,8,7,353.90999999999997,5200.0,294.0,4846.09,138.36231959344468,1961.9248122518352,1961.9248122518352,2100.28713184528,294.0,109.95923555838291,2940.952380952374,840.665249107094,29.0,7.0,-2745.8028681547203,-0.5666017073877538,486.7552491070941,1.3753644969260381
2025-12-25,0.0,351.03999999999996,638,7,7,7,351.03999999999996,1500.0,281.0,1148.96,43.57545369687527,-0.22414169388561805,-0.22414169388561805,43.35131200298965,281.0,16.992606739383895,47.61904761904714,4.267735616057493,28.0,7.0,-1105.6086879970103,-0.9622690850830405,-346.77226438394246,-0.987842594530374
2025-12-25,10.0,351.03999999999996,638,7,7,7,351.03999999999996,1500.0,281.0,1148.96,43.22107878808946,-0.5218705347079317,-0.5218705347079317,42.69920825338153,281.0,18.099128187962183,47.61904761904577,4.919839365664256,28.0,7.0,-1106.2607917466185,-0.9628366450934919,-346.1201606343357,-0.9859849607860521
2025-12-25,100.0,351.03999999999996,638,7,7,7,351.03999999999996,1500.0,281.0,1148.96,-16.264544102656572,-697.6353290643736,-697.6353290643736,-713.8998731670303,281.0,125.82156985145022,247.61904761904577,961.5189207860759,28.0,7.0,-1862.8598731670304,-1.6213444098724328,610.478920786076,1.7390580013277006
2025-12-26,0.0,352.57000000000005,638,7,7,5,352.57000000000005,3100.0,295.0,2747.43,169.74393510445782,0.0,0.0,169.74393510445782,295.0,18.270512885352307,174.0354916643275,4.2915565598696475,32.0,5.0,-2577.686064895542,-0.9382171938486302,-348.2784434401304,-0.9878277886380871
2025-12-26,10.0,352.57000000000005,638,7,7,5,352.57000000000005,3100.0,295.0,2747.43,169.7405216550659,0.0,0.0,169.7405216550659,295.0,18.27682670565063,174.0354916643281,4.2949700092622285,32.0,5.0,-2577.689478344934,-0.9382184362640482,-348.27502999073783,-0.9878181070163026
2025-12-26,100.0,352.57000000000005,638,7,7,5,352.57000000000005,3100.0,295.0,2747.43,169.74393511202481,-459.85025441336643,-459.85025441336643,-290.1063193013416,295.0,85.45838080740853,174.0354916653407,464.1418109666824,32.0,5.0,-3037.5363193013413,-1.105591887437111,111.57181096668234,0.3164529340746017
2025-12-27,0.0,332.59000000000003,638,7,7,7,332.59000000000003,2800.0,283.0,2467.41,227.11818415963762,41.31788830737436,41.31788830737436,268.43607246701197,283.0,13.003518044960254,270.75177744800044,2.315704980988485,31.0,7.0,-2198.973927532988,-0.8912073500281624,-330.27429501901156,-0.9930373583661912
2025-12-27,10.0,332.59000000000003,638,7,7,7,332.59000000000003,2800.0,283.0,2467.41,227.11818415963594,74.1593598526657,74.1593598526657,301.27754401230163,283.0,15.125192729533984,304.34854278433295,3.0709987720313046,31.0,7.0,-2166.1324559876984,-0.8778972509585754,-329.5190012279687,-0.9907664127844154
2025-12-27,100.0,332.59000000000003,638,7,7,7,332.59000000000003,2800.0,283.0,2467.41,227.26929527075305,117.19743849165866,117.19743849165866,344.4667337624117,283.0,58.89424118069222,629.1309669522693,284.6642331898576,31.0,7.0,-2122.943266237588,-0.8603933947895113,-47.92576681014242,-0.14409864039851594
